ID,Japanese,English,Chinese,EnglishCensored,Korean,German
33,,Erika (Ospedale),艾莉卡(病人服),,에리카(환자복),Erika (Krankenhaus)
34,,K,K,,K,K
35,,Ryota,良太,,료타,Ryota
36,,Sakura,櫻,,사쿠라,Sakura
37,,Victory Uchida,V內田,,V우치다,Viktor Uchida
38,,Mefisto,梅菲斯特先生,,메피스토씨,Mephisto
39,,Makoto Yamashina,山科誠,,야마시나 마코토,Makoto Yamashina
40,,Chika Yamashina,山科千夏,,야마시나 치카,Chika Yamashina
41,,La madre di Sakura,櫻的母親,,사쿠라의 어머니,Sakuras Mutter
44,,Maestro,店長,,주인장,Meister
45,,Mei Kokusho,國生梅,,코쿠쇼 메이,Mei Kokusho
46,,Kenji Kotoge,小峠建司,,코토게 켄지,Kenji Kotoge
47,,Manaka Nonomiya,野野宮愛加,,노노미야 마나카,Manaka Nonomiya
48,,Ragazza Fantasma,女幽靈高中生,,유령 여고생,Geistermädchen
49,,Lily Horaguchi,洞口莉莉,,호라구치 릴리,Lily Horaguchi
50,,Signor Navit,NAVIT,,내빗씨,Navit-san
51,,Youji Shiga,志賀陽司,,시가 요우지,Youji Shiga
52,,Tooru Kayaba,茅場透,,카야바 토오루,Tooru Kayaba
53,,Akira Hosaka,保坂晶,,호사카 아키라,Akira Hosaka
54,,Uomo d'affari (Occhiali) #1,上班族(戴眼鏡)①,,샐러리맨(안경)①,Geschäft. (Brille) 1
55,,Uomo d'affari (Occhiali) #2,上班族(戴眼鏡)②,,샐러리맨(안경)②,Geschäft. (Brille) 2
56,,Uomo d'affari (Occhiali) #3,上班族(戴眼鏡)③,,샐러리맨(안경)③,Geschäft. (Brille) 3
57,,Impiegato #1,上班族①,,샐러리맨①,Geschäftsmann 1
58,,Uomo d'affari #2,上班族②,,샐러리맨②,Geschäftsmann 2
59,,Uomo d'affari #3,上班族③,,샐러리맨③,Geschäftsmann 3
60,,Giovane Uomo #1,年輕男性①,,젊은 남성①,Junger Mann 1
61,,Giovane Uomo #2,年輕男性②,,젊은 남성②,Junger Mann 2
62,,Giovane Uomo #3,年輕男性③,,젊은 남성③,Junger Mann 3
63,,Impiegata #1,OL大姊姊①,,OL누님①,Bürodame 1
64,,Impiegata #2,OL大姊姊②,,OL누님②,Bürodame 2
65,,Impiegata #3,OL大姊姊③,,OL누님③,Bürodame 3
66,,Cameriera #1,女僕小姐①,,메이드 양①,Maid 1
67,,Cameriera #2,女僕小姐②,,메이드 양②,Maid 2
68,,Cameriera #3,女僕小姐③,,메이드 양③,Maid 3
69,,Infermiera #1,護理師①,,간호사①,Krankenschwester 1
70,,Infermiera #2,護理師②,,간호사②,Krankenschwester 2
71,,Infermiera #3,護理師③,,간호사③,Krankenschwester 3
72,,Studente Maschio #1,男學生①,,남학생①,Schüler 1
73,,Studentessa #1,女學生①,,여학생①,Schülerin 1
74,,Agente di polizia,警察,,경찰관,Polizist
75,,Soldato della Difesa,防衛隊員,,방위대원,Schutzpolizist
76,,Giovane Donna #1,年輕女性①,,젊은 여성①,Junge Frau 1
77,,Giovane Donna #2,年輕女性②,,젊은 여성②,Junge Frau 2
78,,Ragazza #3,年輕女性③,,젊은 여성③,Junge Frau 3
79,,Ragazzo #1,男孩子①,,남자 아이①,Junge 1
80,,Ragazzo #2,男孩子②,,남자 아이②,Junge 2
81,,Ragazzo n. 3,男孩子③,,남자 아이③,Junge 3
82,,Ragazza #1,女孩子①,,여자 아이①,Mädchen 1
83,,Ragazza #2,女孩子②,,여자 아이②,Mädchen 2
84,,Ragazza #3,女孩子③,,여자 아이③,Mädchen 3
85,,Donna adulta #1,成年女性①,,성인 여성①,Erwachsene 1
86,,Donna adulta #2,成年女性②,,성인 여성②,Erwachsene 2
87,,Donna adulta #3,成年女性③,,성인 여성③,Erwachsene 3
88,,Uomo di Mezza Età #1,中年男性①,,중년 남성①,Mann mittl. Alters 1
89,,Uomo di mezza età #2,中年男性②,,중년 남성②,Mann mittl. Alters 2
90,,Uomo di mezza età #3,中年男性③,,중년 남성③,Mann mittl. Alters 3
91,,Nonno #1,老爺爺①,,할아버지①,Großvater 1
92,,Nonno n. 2,老爺爺②,,할아버지②,Großvater 2
93,,Nonno #3,老爺爺③,,할아버지③,Großvater 3
94,,Secchione #1,宅男①,,오타쿠①,Nerd 1
95,,Secchione #2,宅男②,,오타쿠②,Nerd 2
96,,Secchione #3,宅男③,,오타쿠③,Nerd 3
97,,Commerciante #1,商店店員①,,숍 점원①,Ladenbesitzerin 1
98,,Commerciante #2,商店店員②,,숍 점원②,Ladenbesitzerin 2
99,,Commerciante #3,商店店員③,,숍 점원③,Ladenbesitzerin 3
100,,Hacker Zaxon (Maschio) #1,Zaxon男駭客①,,잭슨 해커(남)①,Zaxon-Hacker 1
101,,Hacker Zaxon (Maschio) #2,Zaxon男駭客②,,잭슨 해커(남)②,Zaxon-Hacker 2
102,,Hacker Zaxon (Maschio) #3,Zaxon男駭客③,,잭슨 해커(남)③,Zaxon-Hacker 3
103,,Hacker Zaxon (Maschio) #4,Zaxon男駭客④,,잭슨 해커(남)④,Zaxon-Hacker 4
104,,Hacker Zaxon (Maschio) #5,Zaxon男駭客⑤,,잭슨 해커(남)⑤,Zaxon-Hacker 5
105,,Hacker Zaxon (Maschio) n. 6,Zaxon男駭客⑥,,잭슨 해커(남)⑥,Zaxon-Hacker 6
106,,Hacker Demoniaco (Maschio) #1,惡魔亂舞男駭客①,,데몬즈 해커(남)①,Demons-Hacker 1
107,,Hacker Demoniaco (Maschio) #2,惡魔亂舞男駭客②,,데몬즈 해커(남)②,Demons-Hacker 2
108,,Hacker Demoniaco (Maschio) #3,惡魔亂舞男駭客③,,데몬즈 해커(남)③,Demons-Hacker 3
109,,Hacker Demoniaco (Maschio) #4,惡魔亂舞男駭客④,,데몬즈 해커(남)④,Demons-Hacker 4
110,,Hacker Demoniaco (Maschio) #5,惡魔亂舞男駭客⑤,,데몬즈 해커(남)⑤,Demons-Hacker 5
111,,Hacker Demoniaco (Maschio) #6,惡魔亂舞男駭客⑥,,데몬즈 해커(남)⑥,Demons-Hacker 6
112,,Hacker Demoniaco (Maschio) #7,惡魔亂舞男駭客⑦,,데몬즈 해커(남)⑦,Demons-Hacker 7
113,,Hacker Demoniaco (Maschio) #8,惡魔亂舞男駭客⑧,,데몬즈 해커(남)⑧,Demons-Hacker 8
114,,Hacker Demoniaco (Maschio) #9,惡魔亂舞男駭客⑨,,데몬즈 해커(남)⑨,Demons-Hacker 9
115,,Hacker Solitario (Maschio) #1,無隊伍男駭客①,,무소속 해커(남)①,Solo-Hacker 1
116,,Hacker Solitario (Maschio) #2,無隊伍男駭客②,,무소속 해커(남)②,Solo-Hacker 2
117,,Hacker Solitario (Maschio) #3,無隊伍男駭客③,,무소속 해커(남)③,Solo-Hacker 3
118,,Hacker Solitario (Maschio) #4,無隊伍男駭客④,,무소속 해커(남)④,Solo-Hacker 4
119,,Hacker Solitario (Maschio) #5,無隊伍男駭客⑤,,무소속 해커(남)⑤,Solo-Hacker 5
120,,Hacker Solitario (Maschile) #6,無隊伍男駭客⑥,,무소속 해커(남)⑥,Solo-Hacker 6
121,,Hacker Solitario (Maschio) #7,無隊伍男駭客⑦,,무소속 해커(남)⑦,Solo-Hacker 7
122,,Hacker Solitario (Maschio) #8,無隊伍男駭客⑧,,무소속 해커(남)⑧,Solo-Hacker 8
123,,Hacker Solitario (Maschio) #9,無隊伍男駭客⑨,,무소속 해커(남)⑨,Solo-Hacker 9
124,,Hacker Zaxon (Femmina) #1,Zaxon男駭客①,,잭슨 해커(여)①,Zaxon-Hackerin 1
125,,Hacker Zaxon (Femmina) #2,Zaxon男駭客②,,잭슨 해커(여)②,Zaxon-Hackerin 2
126,,Hacker Zaxon (Femmina) #3,Zaxon男駭客③,,잭슨 해커(여)③,Zaxon-Hackerin 3
127,,Hacker Zaxon (Femmina) #4,Zaxon男駭客④,,잭슨 해커(여)④,Zaxon-Hackerin 4
128,,Hacker Zaxon (Donna) #5,Zaxon男駭客⑤,,잭슨 해커(여)⑤,Zaxon-Hackerin 5
129,,Hacker Zaxon (Femmina) #6,Zaxon男駭客⑥,,잭슨 해커(여)⑥,Zaxon-Hackerin 6
130,,Hacker Zaxon (Femmina) #7,Zaxon男駭客⑦,,잭슨 해커(여)⑦,Zaxon-Hackerin 7
131,,Hacker Zaxon (Femmina) #8,Zaxon男駭客⑧,,잭슨 해커(여)⑧,Zaxon-Hackerin 8
132,,Hacker Zaxon (Femmina) #9,Zaxon男駭客⑨,,잭슨 해커(여)⑨,Zaxon-Hackerin 9
133,,Hacker Solitario (Femmina) #1,無隊伍女駭客①,,무소속 해커(여)①,Solo-Hackerin 1
134,,Hacker Solitaria (Femmina) #2,無隊伍女駭客②,,무소속 해커(여)②,Solo-Hackerin 2
135,,Hacker Solitario (Femmina) #3,無隊伍女駭客③,,무소속 해커(여)③,Solo-Hackerin 3
136,,Hacker Solitario (Femmina) #4,無隊伍女駭客④,,무소속 해커(여)④,Solo-Hackerin 4
137,,Hacker Solitario (Femmina) #5,無隊伍女駭客⑤,,무소속 해커(여)⑤,Solo-Hackerin 5
138,,Hacker Solitario (Femmina) #6,無隊伍女駭客⑥,,무소속 해커(여)⑥,Solo-Hackerin 6
139,,Hacker Solitario (Femmina) #7,無隊伍女駭客⑦,,무소속 해커(여)⑦,Solo-Hackerin 7
140,,Hacker Solitario (Femmina) #8,無隊伍女駭客⑧,,무소속 해커(여)⑧,Solo-Hackerin 8
141,,Hacker Solitario (Femmina) #9,無隊伍女駭客⑨,,무소속 해커(여)⑨,Solo-Hackerin 9
142,,Sig. Navit,NAVIT,,내빗군,Herr Navit
143,,Guardia di sicurezza,警衛,,경비원,Wachmann
144,,Gatto Bianco,白貓,,흰 고양이,Weiße Katze
145,,Gatto Nero,黑貓,,검은 고양이,Schwarze Katze
146,,Impiegato Kamishiro,神代企業員工,,카미시로 사원,Kamishiro-Mitarbeiter
147,,Impiegata dell'Ufficio Kamishiro,神代企業OL,,카미시로 OL,Kamishiro-Bürodame
148,,Peccatore di Kamishiro,神代企業高層,,카미시로 중역,Kamishiro-Manager
149,,Giovane Uomo #4,年輕男性④,,젊은 남성④,Junger Mann 4
150,,Giovane Uomo #5,年輕男性⑤,,젊은 남성⑤,Junger Mann 5
151,,Giovane Uomo #6,年輕男性⑥,,젊은 남성⑥,Junger Mann 6
152,,Impiegata #4,OL大姊姊④,,OL누님④, Bürodame 4
153,,Impiegata #5,OL大姊姊⑤,,OL누님⑤, Bürodame 5
154,,Impiegata #6,OL大姊姊⑥,,OL누님⑥, Bürodame 6
155,,Giovane Donna #4,年輕女性④,,젊은 여성④,Junge Frau 4
156,,Giovane Donna #5,年輕女性⑤,,젊은 여성⑤,Junge Frau 5
157,,Giovane Donna #6,年輕女性⑥,,젊은 여성⑥,Junge Frau 6
158,,Donna Adulta #4,成年女性④,,성인 여성④,Erwachsene 4
159,,Donna adulta #5,成年女性⑤,,성인 여성⑤,Erwachsene 5
160,,Donna adulta #6,成年女性⑥,,성인 여성⑥,Erwachsene 6
161,,Uomo di mezza età n. 4,中年男性④,,중년 남성④,Mann mittl. Alters 4
162,,Uomo di mezza età #5,中年男性⑤,,중년 남성⑤,Mann mittl. Alters 5
163,,Uomo di mezza età #6,中年男性⑥,,중년 남성⑥,Mann mittl. Alters 6
164,,Studente Maschio #2,男學生②,,남학생②,Schüler 2
165,,Studente maschio #3,男學生③,,남학생③,Schüler 3
166,,Studentessa #2,女學生②,,여학생②,Schülerin 2
167,,Studentessa #3,女學生③,,여학생③,Schülerin 3
168,,Vestiti Neri,黑衣人,,검은 옷,Schwarze Kleidung
169,,Rivenditori di Steam,蒸氣領薪族,,스팀리맨,Steam Dealers
170,,Cameriere Mascherate #1,假面女僕①,,마스크 메이드①,Masked Maids 1
171,,Cameriere Mascherate #2,假面女僕②,,마스크 메이드②,Masked Maids 2
172,,Cameriere Mascherate #3,假面女僕③,,마스크 메이드③,Masked Maids 3
173,,Cerchio del Coniglio #1,兔籠①,,래빗 서클①,Rabbit Circle 1
174,,Circolo del Coniglio #2,兔籠②,,래빗 서클②,Rabbit Circle 2
175,,Circolo del Coniglio #3,兔籠③,,래빗 서클③,Rabbit Circle 3
176,,Hacker di alto livello #1,高級駭客①,,상급 해커①,Hochrang. Hacker 1
177,,Hacker di alto livello #2,高級駭客②,,상급 해커②,Hochrang. Hacker 2
178,,Hacker di alto livello #3,高級駭客③,,상급 해커③,Hochrang. Hacker 3
179,,Argento Nero #1,黑銀①,,블랙 실버①,Black Silver 1
180,,Argento Nero #2,黑銀②,,블랙 실버②,Black Silver 2
181,,Argento Nero #3,黑銀③,,블랙 실버③,Black Silver 3
182,,Flanella di Akiba #1,秋葉格紋①,,아키바 플란넬①,Akiba Flannel 1
183,,Akiba Flanella #2,秋葉格紋②,,아키바 플란넬②,Akiba Flannel 2
184,,Akiba Flanella #3,秋葉格紋③,,아키바 플란넬③,Akiba Flannel 3
185,,Animali dell'oceano #1,海洋動物群①,,오션 애니멀즈①,Ocean Animals 1
186,,Animali marini #2,海洋動物群②,,오션 애니멀즈②,Ocean Animals 2
187,,Animali marini #3,海洋動物群③,,오션 애니멀즈③,Ocean Animals 3
188,,Orecchie da gatto #1,萌萌貓耳①,,캣 이어①,Cat Ears 1
189,,Orecchie da gatto #2,萌萌貓耳②,,캣 이어②,Cat Ears 2
190,,Orecchie da gatto #3,萌萌貓耳③,,캣 이어③,Cat Ears 3
191,,Angeli Leggendari #1,傳說天使①,,레전드 천사①,Legend Angels 1
192,,Angeli Leggendari n. 2,傳說天使②,,레전드 천사②,Legend Angels 2
193,,Angeli Leggendari #3,傳說天使③,,레전드 천사③,Legend Angels 3
194,,Palestra Muscle,肌肉健身房,,머슬 짐,Muscle Gym
195,,Alleanza Polvere #1,塵埃同盟①,,더스트 동맹①,Dust Alliance 1
196,,Alleanza Polvere #2,塵埃同盟②,,더스트 동맹②,Dust Alliance 2
197,,Alleanza Polvere #3,塵埃同盟③,,더스트 동맹③,Dust Alliance 3
198,,Giovane nel cuore #1,童心①,,하트 오브 차일드①,Young at Heart 1
199,,Giovane nel Cuore #2,童心②,,하트 오브 차일드②,Young at Heart 2
200,,Giovane nel cuore #3,童心③,,하트 오브 차일드③,Young at Heart 3
201,,Amanti delle Ruote #1,輪圈愛好者①,,휠 애호가①,Wheel Lovers 1
202,,Amanti delle Ruote #2,輪圈愛好者②,,휠 애호가②,Wheel Lovers 2
203,,Amanti delle Ruote #3,輪圈愛好者③,,휠 애호가③,Wheel Lovers 3
204,,101 #1,101①,,원 오 원①,„101“ 1
205,,101 #2,101②,,원 오 원②,„101“ 2
206,,101 #3,101③,,원 오 원③,„101“ 3
207,,Dinosauristi #1,恐龍教①,,다이너소어교①,Dinosauristen 1
208,,Dinosauristi #2,恐龍教②,,다이너소어교②,Dinosauristen 2
209,,Dinosauristi #3,恐龍教③,,다이너소어교③,Dinosauristen 3
210,,Spike & Shield #1,尖刺與大盾①,,스파이크&실드①,Spike & Shield 1
211,,Spike & Shield #2,尖刺與大盾②,,스파이크&실드②,Spike & Shield 2
212,,Spina & Scudo #3,尖刺與大盾③,,스파이크&실드③,Spike & Shield 3
213,,Nakano Stripes #1,中野條紋①,,나카노 스트라이프스①,Nakano Stripes 1
214,,Righe di Nakano #2,中野條紋②,,나카노 스트라이프스②,Nakano Stripes 2
215,,Strisce di Nakano #3,中野條紋③,,나카노 스트라이프스③,Nakano Stripes 3
216,,Tokyo Shock Groove #1,東京觸電嗨①,,도쿄 감전 그루브①,Tokyo Shock Groove 1
217,,Tokyo Shock Groove #2,東京觸電嗨②,,도쿄 감전 그루브②,Tokyo Shock Groove 2
218,,Tokyo Shock Groove #3,東京觸電嗨③,,도쿄 감전 그루브③,Tokyo Shock Groove 3
219,,Poteri di Fuoco #1,火焰熱力①,,파이어 파워즈①,Fire Power 1
220,,Poteri di Fuoco #2,火焰熱力②,,파이어 파워즈②,Fire Power 2
221,,Poteri di Fuoco #3,火焰熱力③,,파이어 파워즈③,Fire Power 3
222,,Spiega le Ali #1,展翅高飛隊①,,날개 편 부대①,Spread Wings 1
223,,Spiega le Ali #2,展翅高飛隊②,,날개 편 부대②,Spread Wings 2
224,,Spiega le Ali #3,展翅高飛隊③,,날개 편 부대③,Spread Wings 3
225,,Ragazze della foresta #1,森林女孩①,,포레스트 걸스①,Forest Girls 1
226,,Ragazze della Foresta #2,森林女孩②,,포레스트 걸스②,Forest Girls 2
227,,Ragazze della Foresta #3,森林女孩③,,포레스트 걸스③,Forest Girls 3
228,,Ryuji (Ospedale),龍司(病人服),,류지(환자복),Ryuji (Krankenhaus)
229,,Chitose (Ospedale),千歲(病人服),,치토세(환자복),Chitose (Krankenh.)
230,,Fei (Ospedale),菲(病人服),,페이(환자복),Fei (Krankenhaus)
231,,K (Personaggio Principale),K(主角),,K(주인공),K (Hauptfigur)
232,,K (Vero Volto),K(素顏),,K(맨얼굴),K (Wahres Gesicht)
233,,Cyber Sleuth Maglietta M (1),網路偵探男T-Shirt（1）,,사이버 슬루스(남) 티셔츠(1),Cyber-Detektiv-Shirt (M) 1
234,,Cyber Sleuth Maglietta M (2),網路偵探男T-Shirt（2）,,사이버 슬루스(남) 티셔츠(2),Cyber-Detektiv-Shirt (M) 2
235,,Cyber Sleuth Maglietta M (3),網路偵探男T-Shirt（3）,,사이버 슬루스(남) 티셔츠(3),Cyber-Detektiv-Shirt (M) 3
236,,T-Shirt Cyber Sleuth M (4),網路偵探男T-Shirt（4）,,사이버 슬루스(남) 티셔츠(4),Cyber-Detektiv-Shirt (M) 4
237,,Cyber Sleuth Maglietta M (5),網路偵探男T-Shirt（5）,,사이버 슬루스(남) 티셔츠(5),Cyber-Detektiv-Shirt (M) 5
238,,Maglietta Cyber Sleuth M (6),網路偵探男T-Shirt（6）,,사이버 슬루스(남) 티셔츠(6),Cyber-Detektiv-Shirt (M) 6
239,,Maglietta Cyber Sleuth M (7),網路偵探男T-Shirt（7）,,사이버 슬루스(남) 티셔츠(7),Cyber-Detektiv-Shirt (M) 7
240,,T-Shirt Cyber Sleuth M (8),網路偵探男T-Shirt（8）,,사이버 슬루스(남) 티셔츠(8),Cyber-Detektiv-Shirt (M) 8
241,,Cyber Sleuth T-Shirt M (9),網路偵探男T-Shirt（9）,,사이버 슬루스(남) 티셔츠(9),Cyber-Detektiv-Shirt (M) 9
242,,T-shirt Cyber Sleuth M (10),網路偵探男T-Shirt（10）,,사이버 슬루스(남) 티셔츠(10),Cyber-Detektiv-Shirt (M) 10
243,,T-Shirt Cyber Sleuth M (11),網路偵探男T-Shirt（11）,,사이버 슬루스(남) 티셔츠(11),Cyber-Detektiv-Shirt (M) 11
244,,Cyber Sleuth T-Shirt M (12),網路偵探男T-Shirt（12）,,사이버 슬루스(남) 티셔츠(12),Cyber-Detektiv-Shirt (M) 12
245,,T-shirt Cyber Sleuth M (13),網路偵探男T-Shirt（13）,,사이버 슬루스(남) 티셔츠(13),Cyber-Detektiv-Shirt (M) 13
246,,Cyber Sleuth Maglietta M (14),網路偵探男T-Shirt（14）,,사이버 슬루스(남) 티셔츠(14),Cyber-Detektiv-Shirt (M) 14
247,,Cyber Sleuth T-Shirt M (15),網路偵探男T-Shirt（15）,,사이버 슬루스(남) 티셔츠(15),Cyber-Detektiv-Shirt (M) 15
248,,T-Shirt Cyber Sleuth M (16),網路偵探男T-Shirt（16）,,사이버 슬루스(남) 티셔츠(16),Cyber-Detektiv-Shirt (M) 16
249,,T-shirt Cyber Sleuth M (17),網路偵探男T-Shirt（17）,,사이버 슬루스(남) 티셔츠(17),Cyber-Detektiv-Shirt (M) 17
250,,Cyber Sleuth Maglietta M (18),網路偵探男T-Shirt（18）,,사이버 슬루스(남) 티셔츠(18),Cyber-Detektiv-Shirt (M) 18
251,,Cyber Sleuth T-Shirt M (19),網路偵探男T-Shirt（19）,,사이버 슬루스(남) 티셔츠(19),Cyber-Detektiv-Shirt (M) 19
252,,T-Shirt Cyber Sleuth M (20),網路偵探男T-Shirt（20）,,사이버 슬루스(남) 티셔츠(20),Cyber-Detektiv-Shirt (M) 20
253,,T-shirt Cyber Sleuth M (21),網路偵探男T-Shirt（21）,,사이버 슬루스(남) 티셔츠(21),Cyber-Detektiv-Shirt (M) 21
254,,Cyber Sleuth Maglietta M (22),網路偵探男T-Shirt（22）,,사이버 슬루스(남) 티셔츠(22),Cyber-Detektiv-Shirt (M) 22
255,,T-Shirt Cyber Sleuth M (23),網路偵探男T-Shirt（23）,,사이버 슬루스(남) 티셔츠(23),Cyber-Detektiv-Shirt (M) 23
256,,T-Shirt Cyber Sleuth M (24),網路偵探男T-Shirt（24）,,사이버 슬루스(남) 티셔츠(24),Cyber-Detektiv-Shirt (M) 24
257,,Cyber Sleuth T-Shirt M (25),網路偵探男T-Shirt（25）,,사이버 슬루스(남) 티셔츠(25),Cyber-Detektiv-Shirt (M) 25
258,,Cyber Sleuth Maglietta M (26),網路偵探男T-Shirt（26）,,사이버 슬루스(남) 티셔츠(26),Cyber-Detektiv-Shirt (M) 26
259,,T-shirt Cyber Sleuth M (27),網路偵探男T-Shirt（27）,,사이버 슬루스(남) 티셔츠(27),Cyber-Detektiv-Shirt (M) 27
260,,Maglietta Cyber Sleuth M (28),網路偵探男T-Shirt（28）,,사이버 슬루스(남) 티셔츠(28),Cyber-Detektiv-Shirt (M) 28
261,,T-shirt Cyber Sleuth M (29),網路偵探男T-Shirt（29）,,사이버 슬루스(남) 티셔츠(29),Cyber-Detektiv-Shirt (M) 29
262,,T-shirt Cyber Sleuth M (30),網路偵探男T-Shirt（30）,,사이버 슬루스(남) 티셔츠(30),Cyber-Detektiv-Shirt (M) 30
263,,Cyber Sleuth T-shirt M (31),網路偵探男T-Shirt（31）,,사이버 슬루스(남) 티셔츠(31),Cyber-Detektiv-Shirt (M) 31
264,,Cyber Sleuth T-shirt M (32),網路偵探男T-Shirt（32）,,사이버 슬루스(남) 티셔츠(32),Cyber-Detektiv-Shirt (M) 32
265,,T-Shirt Cyber Sleuth M (33),網路偵探男T-Shirt（33）,,사이버 슬루스(남) 티셔츠(33),Cyber-Detektiv-Shirt (M) 33
266,,T-Shirt Cyber Sleuth M (34),網路偵探男T-Shirt（34）,,사이버 슬루스(남) 티셔츠(34),Cyber-Detektiv-Shirt (M) 34
267,,Cyber Sleuth Maglietta M (35),網路偵探男T-Shirt（35）,,사이버 슬루스(남) 티셔츠(35),Cyber-Detektiv-Shirt (M) 35
268,,T-shirt C. Sleuth M (Uchida),網路偵探男主角（內田）,,사이버 슬루스 남주인공(우치다),"Cyb.-Det.-Shirt (M, Uchida)"
269,,Cyber Sleuth Maglietta M (BE),網路偵探男T-Shirt（ＢＥ）,,사이버 슬루스(남) 티셔츠(BE),Cyber-Detektiv-Shirt (M) BE
270,,T-shirt Cyber Sleuth M (36),網路偵探男T-Shirt（36）,,사이버 슬루스(남) 티셔츠(36),Cyber-Detektiv-Shirt (M) 36
271,,Maglietta Cyber Sleuth M (37),網路偵探男T-Shirt（37）,,사이버 슬루스(남) 티셔츠(37),Cyber-Detektiv-Shirt (M) 37
272,,Cyber Sleuth Maglietta M (38),網路偵探男T-Shirt（38）,,사이버 슬루스(남) 티셔츠(38),Cyber-Detektiv-Shirt (M) 38
273,,Cyber Sleuth T-shirt M (SC),網路偵探男T-Shirt（ＳＣ）,,사이버 슬루스(남) 티셔츠(SC),Cyber-Detektiv-Shirt (M) SC
274,,T-shirt Cyber Sleuth M (39),網路偵探男T-Shirt（３９）,,사이버 슬루스(남) 티셔츠(39),Cyber-Detektiv-Shirt (M) 39
300,,Promettente Intermedio,期待的新人馴獸師,,기대되는 루키 테이머,Vielverspr. Rookie
301,,Investigatore Kuremi,暮海偵探助手,,쿠레미 탐정 조수,Kuremi-Detektiv
302,,Hacker Farfalla,hudie駭客,,후디에 해커,Hudie-Hacker
303,,Hacker Bronzo,銅級駭客,,브론즈 해커,Bronze-Hacker
304,,Hacker Argento,銀級駭客,,실버 해커,Silber-Hacker
305,,Hacker d'Oro,金級駭客,,골드 해커,Gold-Hacker
306,,Hacker di Platino,白金駭客,,플래티나 해커,Platin-Hacker
307,,Hacker Leggendario,傳說駭客,,레전드 해커,Legenden-Hacker
308,,Hacker Esperto,大師駭客,,마스터 해커,Meister-Hacker
309,,Re della Dominazione,鎮壓之王,,킹 오브 도미네이터,König der Dominanz
310,,Osserva l'Abisso,凝視深淵之人,,심연을 들여다보는 자,Abyss-Abenteurer
311,,Re Digimon,數碼寶貝之王,,디지몬 킹,Digimon-König
312,,Domatore Coraggioso,勇氣馴獸師,,브레이브 테이머,Tapferer Zähmer
313,,Allenatore d'Élite,精英馴獸師,,엘리트 테이머,Elite-Zähmer
314,,Allenatore Veterano,老練馴獸師,,베테랑 테이머,Erfahrener Zähmer
315,,Digiprescelti,被選上的孩子,,선택받은 아이,DigiAuserwählter
316,,Agente Libero,自律探員,,자율 에이전트,Freier Agent
317,,Digimon Kaiser,數碼寶貝皇帝,,디지몬 카이저,Digimon-Kaiser
318,,Regina Digimon,數碼寶貝女王,,디지몬 퀸,Digimon-Königin
319,,Guardiano di Digimon,防禦馴獸師,,가드 테이머,Wachmann-Zähmer
320,,Erede dello Spirito,繼承靈魂之人,,스피릿을 계승하는 자,Erbe des Geists
321,,Fratello Maggiore,大哥,,형님,Großer Bruder
322,,Hacker Perfetto,完美馴獸師,,퍼펙트 테이머,Perfekter Hacker
