ID,Japanese,English,Chinese,EnglishCensored,Korean,German
353,,"DEF +10, SPD +10
/Equipaggiamento","DEF+10　SPD+10
／裝備",,"방어력+10, 민첩+10 
/장비품","VER +10, GES +10
/Ausrüstung"
354,,"INT +10, SPD +10
/Equipaggiamento","INT+10　SPD+10
／裝備",,"지력+10, 민첩+10 
/장비품","INT +10, GES +10
/Ausrüstung"
355,,"INT +10, ACC +5%
/Equipaggiamento","INT+10　ACU+5%
／裝備",,"지력+10, 명중률+5%
/장비품","INT +10, GEN +5 %
/Ausrüstung"
356,,"SPD +10, SCH +5%
/Equipaggiamento","SPD+10　EVA+5%
／裝備",,"민첩+10, 회피율+5%
/장비품","GES +10, AWN +5 %
/Ausrüstung"
357,,"ATK +10, CRT +5%
/Equipaggiamento","ATK+10　CRT+5%
／裝備",,"공격력+10, 크리티컬 발생 확률+5%
/장비품","ANG +10, KRT +5 %
/Ausrüstung"
358,,"Max HP +50, Max SP +5, ATK +5
DEF +5, INT +5, SPD +5 /Equipaggiamento","最大HP+50　最大SP+5　ATK+5
DEF+5　INT+5　SPD+5／裝備",,"최대HP+50, 최대SP+5, 공격력+5
방어력+5, 지력+5, 민첩+5 /장비품","Max. TP +50, max. SP +5, ANG +5,
VER +5, INT +5, GES +5 /Ausrüstung"
359,,"Danno da attributo Fuoco -20%
/Equipaggiamento","火屬性傷害減少20%
／裝備",,"불속성 대미지 20% 감소
/장비품","Feuerschaden –20 %
/Ausrüstung"
360,,"Danno da attributo Fuoco -30%,
Danno da attributo Pianta +10% /Equipaggiamento","火屬性傷害減少30%，
木屬性傷害增加10%／裝備",,"불속성 대미지 30% 감소
풀속성 대미지 10% 증가 /장비품","Feuerschaden –30 %,
Pflanzenschaden +10 % /Ausrüstung"
361,,"Danni da attributo Acqua -20%
/Equipaggiamento","水屬性傷害減少20%
／裝備",,"물속성 대미지 20% 감소
/장비품","Wasserschaden –20 %
/Ausrüstung"
362,,"Danno da attributo Acqua -30%,
Danno da attributo Fuoco +10% /Equipaggiamento","水屬性傷害減少30%，
火屬性傷害增加10%／裝備",,"물속성 대미지 30% 감소
불속성 대미지 10% 증가 /장비품","Wasserschaden –30 %,
Feuerschaden +10 % /Ausrüstung"
363,,"Danno da attributo Pianta -20%
/Equipaggiamento","木屬性傷害減少20%
／裝備",,"풀속성 대미지 20% 감소
/장비품","Pflanzenschaden –20 %
/Ausrüstung"
364,,"Danni da attributo Pianta -30%,
Danni da attributo Acqua +10% /Equipaggiamento","木屬性傷害減少30%，
水屬性傷害增加10%／裝備",,"풀속성 대미지 30% 감소
물속성 대미지 10% 증가 /장비품","Pflanzenschaden –30 %,
Wasserschaden +10 % /Ausrüstung"
365,,"Danno da attributo Elettrico -20%
/Equipaggiamento","雷屬性傷害減少20%
／裝備",,"전기속성 대미지 20% 감소
/장비품","Elektroschaden –20 %
/Ausrüstung"
366,,"Danni da attributo Elettrico -30%,
Danni da attributo Vento +10% /Equipaggiamento","雷屬性傷害減少30%，
風屬性傷害增加10%／裝備",,"전기속성 대미지 30% 감소
바람속성 대미지 10% 증가 /장비품","Elektroschaden –30 %,
Windschaden +10 % /Ausrüstung"
367,,"Danno da attributo Terra -20%
/Equipaggiamento","土屬性傷害減少20%
／裝備",,"땅속성 대미지 20% 감소
/장비품","Erdschaden –20 %
/Ausrüstung"
368,,"Danni da attributo Terra -30%,
Danni da attributo Elettrico +10% /Equipaggiamento","土屬性傷害減少30%，
雷屬性傷害增加10%／裝備",,"땅속성 대미지 30% 감소
전기속성 대미지 10% 증가 /장비품","Erdschaden –30 %,
Elektroschaden +10 % /Ausrüstung"
369,,"Danno da attributo vento -20%
/Equipaggiamento","風屬性傷害減少20%
／裝備",,"바람속성 대미지 20% 감소
/장비품","Windschaden –20 %
/Ausrüstung"
370,,"Danni da attributo vento -30%,
Danni da attributo terra +10% /Equipaggiamento","風屬性傷害減少30%，
土屬性傷害增加10%／裝備",,"바람속성 대미지 30% 감소
땅속성 대미지 10% 증가 /장비품","Windschaden –30 %,
Erdschaden +10 % /Ausrüstung"
371,,"Danno da attributo Luce -20%
/Equipaggiamento","光屬性傷害減少20%
／裝備",,"빛속성 대미지 20% 감소
/장비품","Lichtschaden –20 %
/Ausrüstung"
372,,"Danno da attributo Luce -30%,
Danno da attributo Oscurità +10% /Equipaggiamento","光屬性傷害減少30%，
闇屬性傷害增加10%／裝備",,"빛속성 대미지 30% 감소
어둠속성 대미지 10% 증가 /장비품","Lichtschaden –30 %,
Dunkelheitsschaden +10 % /Ausrüstung"
373,,"Danno attributo Oscurità -20%
/Equipaggiamento","闇屬性傷害減少20%
／裝備",,"어둠속성 대미지 20% 감소
/장비품","Dunkelheitsschaden –20 %
/Ausrüstung"
374,,"Danni attributo Oscurità -30%,
Danni attributo Luce +10% /Equipaggiamento","闇屬性傷害減少30%，
光屬性傷害增加10%／裝備",,"어둠속성 대미지 30% 감소
빛속성 대미지 10% 증가 /장비품","Dunkelheitsschaden –30 %,
Lichtschaden +10 % /Ausrüstung"
375,,"Danno da attributo Neutro -20%
/Equipaggiamento","無屬性傷害減少20%
／裝備",,"무속성 대미지 20% 감소
/장비품","Neutralschaden –20 %
/Ausrüstung"
376,,"Danno da attributo neutrale -30%,
Danno da attributo non neutrale +5% /Equipaggiamento","無屬性傷害減少30%，
無屬性以外的傷害增加5%／裝備",,"무속성 대미지 30% 감소
무속성 외의 대미지 5% 증가 /장비품","Neutralschaden –30 %,
sonstiger Schaden +5 % /Ausrüstung"
377,,"Danni di tutti gli attributi -10%
/Equipaggiamento","全屬性傷害減少10%
／裝備",,"모든 속성 대미지 10% 감소
/장비품","Jeglicher Schaden –10 %
/Ausrüstung"
378,,"Dimezza la probabilità di avvelenamento
/Equipaggiamento","陷入“劇毒”狀態的機率減半
／裝備",,"""맹독""에 걸릴 확률 반감
/장비품","Halbe Vergiftungsrate
/Ausrüstung"
379,,"Impedisce Avvelenamento
/Equipaggiamento","不會陷入“劇毒”狀態
／裝備",,"""맹독""에 걸리지 않게 됨
/장비품","Verhindert Vergiftung
/Ausrüstung"
380,,"Dimezza la percentuale di Confusione
/Equipaggiamento","陷入“混亂”狀態的機率減半
／裝備",,"""혼란""에 걸릴 확률 반감
/장비품","Halbe Verwirrungsrate
/Ausrüstung"
381,,"Impedisce Confusione
/Equipaggiamento","不會陷入“混亂”狀態
／裝備",,"""혼란""에 걸리지 않게 됨
/장비품","Verhindert Verwirrung
/Ausrüstung"
382,,"Dimezza la probabilità di successo di Paralisi
/Equipaggiamento","陷入“麻痺”狀態的機率減半
／裝備",,"""마비""에 걸릴 확률 반감
/장비품","Halbe Lähmungsrate
/Ausrüstung"
383,,"Impedisce Paralisi
/Equipaggiamento","不會陷入“麻痺”狀態
／裝備",,"""마비""에 걸리지 않게 됨
/장비품","Verhindert Lähmung
/Ausrüstung"
384,,"Dimezza la percentuale di successo di Sonno
/Equipaggiamento","陷入“睡眠”狀態的機率減半
／裝備",,"""수면""에 걸릴 확률 반감
/장비품","Halbe Schlafrate
/Ausrüstung"
385,,"Impedisce Sonno
/Equipaggiamento","不會陷入“睡眠”狀態
／裝備",,"""수면""에 걸리지 않게 됨
/장비품","Verhindert Schlaf
/Ausrüstung"
386,,"Dimezza la probabilità di Stun
/Equipaggiamento","陷入“暈眩”狀態的機率減半
／裝備",,"""마비""에 걸릴 확률 반감
/장비품","Halbe Betäubungsrate
/Ausrüstung"
387,,"Impedisce Stun
/Equipaggiamento","不會陷入“暈眩”狀態
／裝備",,"""마비""에 걸리지 않게 됨
/장비품","Verhindert Betäubung
/Ausrüstung"
388,,"Dimezza la probabilità di Dot
/Equipaggiamento","陷入“液晶化”狀態的機率減半
／裝備",,"""액정화""에 걸릴 확률 반감
/장비품","Halbe Verpixelungsrate
/Ausrüstung"
389,,"Impedisce Dot
/Equipaggiamento","不會陷入“液晶化”狀態
／裝備",,"""액정화""에 걸리지 않게 됨
/장비품","Verhindert Verpixeln
/Ausrüstung"
390,,"Dimezza la percentuale di successo dell'alterazione Bug
/Equipaggiamento","陷入“Bug”狀態的機率減半
／裝備",,"""버그""에 걸릴 확률 반감
/장비품","Halbe Fehlerrate
/Ausrüstung"
391,,"Previene Bug
/Equipaggiamento","不會陷入“Bug”狀態
／裝備",,"""버그""에 걸리지 않게 됨
/장비품","Verhindert Fehler
/Ausrüstung"
392,,"Dimezza la probabilità di successo di Morte Istantanea
/Equipaggiamento","陷入“即死”狀態的機率減半
／裝備",,"""즉사""에 걸릴 확률 반감
/장비품","Halbe Soforttodrate
/Ausrüstung"
393,,"Previene Morte Istantanea
/Equipaggiamento","不會陷入“即死”狀態
／裝備",,"""즉사""에 걸리지 않게 됨
/장비품","Verhindert Soforttod
/Ausrüstung"
394,,"Dimezza la percentuale di successo di Morte Istantanea
/Equipaggiamento","陷入“所有異常狀態”的機率減半
／裝備",,"""모든 상태이상""에 걸릴 확률 반감
/장비품","Halbiert die Wahrscheinlichkeit 
von Statusleiden /Ausrüstung"
395,,"Tasso Combo +10%
/Equipaggiamento","連擊發生機率+10%
／裝備",,"콤보 발생 확률+10%
/장비품","Komborate +10 %
/Ausrüstung"
396,,"Sempre in grado di fuggire con successo dalla battaglia.
/Equipaggiamento","逃脫必定成功
／裝備",,"도주에 반드시 성공
/장비품","Immer erfolgreiche Flucht
/Ausrüstung"
397,,"Aumenta l'EXP guadagnata in battaglia.
/Equipaggiamento","增加戰鬥時獲取的EXP
／裝備",,"배틀로 얻는 EXP가 증가
/장비품","Mehr EP durch Kämpfe
/Ausrüstung"
398,,"Aumenta gli yen guadagnati in battaglia.
/Equipaggiamento","增加戰鬥時獲取的YEN
／裝備",,"배틀로 얻는 YEN가 증가
/장비품","Mehr Yen durch Kämpfe
/Ausrüstung"
399,,"Aumenta la probabilità di rilascio oggetti dei nemici.
/Equipaggiamento","增加敵人掉落道具的機率
／裝備",,"적이 아이템을 드롭할 확률 증가
/장비품","Mehr Items von 
Gegnern. /Ausrüstung"
400,,"Aumenta i dati ottenuti durante la scansione.
/Equipaggiamento","增加掃描時獲取的數據
／裝備",,"스캔 시 획득하는 데이터 증가
/장비품","Mehr Daten durch Scannen
/Ausrüstung"
401,,"Danni di tutti gli attributi -10%
/Equipaggiamento","全屬性傷害減少10%
／裝備",,"모든 속성 대미지 10% 감소
/장비품","Jeglicher Schaden –10 %
/Ausrüstung"
402,,"Riduce del 100% il danno
che penetra DEF/INT. /Equipaggiamento","DEF．INT貫穿損傷減少100%
／裝備",,"방어와 지력 관통 대미지 100% 감소
/장비품","Reduziert ABW-/INT-durchdringenden
Schaden um 100 %. /Ausrüstung"
403,,"Riduce del 30% i danni
che penetrano DEF/INT. /Equipaggiamento","DEF．INT貫穿損傷減少30%
／裝備",,"방어와 지력 관통 대미지 30% 감소
/장비품","Reduziert ABW-/INT-durchdringenden
Schaden um 30 %. /Ausrüstung"
10101,,"Digivice di ultima generazione indossato da un certo Cyber
Sleuth. /Accessorio","某位電腦偵探也有配戴的
最新型Digivice/飾品",,"어떤 전뇌탐정이 사용했다는
최신형 디지바이스 /액세서리","Aktuelles Digivice, getragen von einem
gewissen Cyber-Detektiv. /Accessoire"
12401,,"Scambio di colore per il Digivice più recente indossato
da un certo Cyber Detective. /Accessorio","某位電腦偵探戴的
最新型Digivice別色款／飾品",,"어떤 전뇌탐정이 사용했다는
최신형 디지바이스 /액세서리","Neue Farbe für das aktuelle Digivice
des Cyber-Detektivs. /Accessoire"
10201,,"Visiera ad alta potenza indossata da un certo
hacker. /Accessorio","某位駭客戴的
高性能顯示器／飾品",,"어떤 해커가 사용했다는
고성능 바이저 /액세서리","Leistungsfähiges Visier eines gewissen
Hackers. /Accessoire"
12501,,"Cambio colore per la visiera ad alta potenza
indossata da un certo hacker. /Accessorio","某位駭客戴的
高性能顯示器別色款／飾品",,"어떤 해커가 사용했다는
색다른 고성능 바이저 /액세서리","Neue Farbe für leistungsfähiges Visier
eines gewissen Hackers. /Accessoire"
10301,,"Una decorazione giapponese per il nuovo anno.
L'arredamento standard. /Accessorio","日本傳統新年飾品。
標準的貢品麻糬／飾品",,"일본의 전통적인 정월 장식.
표준적인 찰떡 /액세서리","Eine japanische Neujahrs-Deko.
Ganz traditionell. /Accessoire"
10302,,"Una decorazione giapponese per il nuovo anno.
Rosso e bianco per una carica extra. /Accessorio","日本傳統新年飾品。
紅白能提昇喜氣？／飾品",,"일본의 전통적인 정월 장식.
홍백이라 상서로움이 상승? /액세서리","Eine japanische Neujahrs-Deko.
Schicker in Rot und Weiß. /Accessoire"
12601,,"Una decorazione giapponese per il nuovo anno.
Buon Anno favoloso! /Accessorio","日本傳統新年飾品。能過個
豪華的一年……大概吧／飾品",,"일본의 전통적인 정월 장식. 
멋진 1년이 될…지도 모른다 /액세서리","Eine japanische Neujahrs-Deko.
Für ein luxuriöses Neujahr! /Accessoire"
10401,,Uso audace di Motimon in una decorazione giapponese di Capodanno. Non mangiare! /Accessorio,"大膽用年糕獸來當日本傳統
新年飾品。不能吃喔！／飾品",,"일본의 전통적인 정월 장식에 모티몬을
대담하게 기용. 먹으면 안 돼! /액세서리","Kühner Einsatz von Motimon für
Neujahrs-Deko. Nicht essen! /Accessoire"
10501,,"Cioccolato a forma di cuore. Sapore leggermente amaro
per adulti. /Accessorio","心型的巧克力。
有點成熟的苦味／飾品",,"하트형 초콜릿
조금 어른스러운 쓴 맛 /액세서리","Leicht bittere, herzförmige Schokolade
für Erwachsene. /Accessoire"
10502,,"Cioccolato bianco a forma di cuore. Trabocca
di una dolcezza felice. /Accessorio","心型的白巧克力。
滿滿甜味的幸福滋味／飾品",,"하트형 화이트 초콜릿
달콤함이 가득한 행복의 맛 /액세서리","Herzförmige weiße Schokolade.
So richtig schön süß. /Accessoire"
12701,,"Emoji cuore. Attaccalo alla persona che
ti piace e piacerai anche tu a loro! /Accessorio","愛心的表情符號。給喜歡的人裝，
心情就是兩情相悅！／飾品",,"하트 이모션 마크. 좋아하는 아이에게
붙여주면 사랑이 이루어진 기분! /액세서리","Herz-Emoji. Verpass es deiner geliebten
Person für erwiderte Liebe! /Accessoire"
12702,,"Emoji cuore spezzato. Perfetto per gli
innamorati non corrisposti... /Accessorio","破碎愛心的表情符號。
心情進入失戀模式...／飾品",,"갈라진 하트 이모션 마크.
기분이 순식간에 실연 모드로… /액세서리","Gebrochenes-Herz-Emoji. Perfekt
für Liebeskummer ... /Accessoire"
12801,,"Emoji cuore dorato. Mostra la forza
dei tuoi sentimenti!(?) /Accessorio","黃金愛心的表情符號。
能展現出感情的強度！？／飾品",,"금색 하트 이모션 마크.
강한 감정을 표현할 수 있나?! /액세서리","Goldenes-Herz-Emoji. Zeigt, wie stark
deine Gefühle sind! /Accessoire"
12901,,"Un fiore popolare che sboccia in primavera.
Fiore famoso proveniente dall'Olanda. /Accessorio","春天綻放的知名花種。
出產國的荷蘭也跟著出名／飾品",,"봄 무렵에 피는 인기있는 꽃.
생산국으로는 네덜란드가 유명 /액세서리","Ein beliebter Frühlingsblüher aus
Holland. /Accessoire"
13001,,"Un tulipano dorato. Dovrebbe significare ""amore
splendente"" nel linguaggio dei fiori. /Accessorio","金色鬱金香。
想展現「耀眼的愛情」／飾品",,"금색 튤립. 꽃말은
「빛나는 사랑」을 이루고 싶다 /액세서리","Eine goldene Tulpe. Sie bedeutet:
„wunderbare Liebe“. /Accessoire"
10701,,"Replica del copricapo di Taomon. Indossandolo
non potrai usare magie. /Accessorio","道士獸戴的烏帽子複製品。
戴上也使不出陰陽術／飾品",,"도사몬이 쓰고 있는 모자의 레플리카.
써봤자 음양술은 사용하지 못한다 /액세서리","Kopie von Taomons Kopfbedeckung.
Verhindert Zauberei. /Accessoire"
10801,,"Replica del cappello di BanchoLeomon.
Dovrebbe stare bene a qualche Digimon. /Accessorio","番長獅子獸的帽子複製品。
給適合的數碼寶貝戴吧／飾品",,"반쵸레오몬 모자의 레플리카.
어울리는 디지몬에게 씌워보자 /액세서리","Kopie von BanchoLeomons Hut.
Passt einigen Digimon. /Accessoire"
10901,,"Replica del cappello di un agente di polizia. Ti permette
di controllare i Digimon. ...Forse? /Accessorio","警察帽子複製品。能以數碼寶貝警察
來大幅活躍……大概吧／飾品",,"경찰 모자의 레플리카. 디지몬 경찰로서
활약할 수 있을…지도 모른다 /액세서리","Kopie einer Polizistenmütze. Sorgt bei
Digimon für Ordnung? /Accessoire"
10902,,"Replica di un cappello da capitano. Salpa per
proteggere i mari... O forse no? /Accessorio","艦長帽子複製品。負起守護
海洋和平的任務……大概吧／飾品",,"함장 모자의 레플리카. 바다의 평화를 지키는
임무에 취임…할 지도 모른다 /액세서리","Kopie einer Kapitänsmütze. Segle los und
schütze die Meere. Oder so. /Accessoire"
13101,,"Decorazione DigiUovo a strisce verdi.
L'inizio e la fine di tutti i Digimon. /Accessorio","綠色橫紋數碼蛋的複製飾品。
是數碼寶貝結束與開始的姿態／飾品",,"녹색 줄무늬 디지타마를 본뜬 장식.
디지몬의 끝과 시작을 상징한다 /액세서리","Grün gestreifte Digi-Ei-Deko. Der Anfang
und das Ende aller Digimon. /Accessoire"
13102,,"Decorazione DigiUovo a pois rossi. L'inizio
e la fine di tutti i Digimon. /Accessorio","紅色點點數碼蛋的複製飾品。
是數碼寶貝結束與開始的姿態／飾品",,"붉은 물방울 무늬 디지타마를 본뜬 장식.
디지몬의 끝과 시작을 상징한다 /액세서리","Rot gepunktete Digi-Ei-Deko. Der Anfang
und das Ende aller Digimon. /Accessoire"
13201,,"Decorazione DigiUovo cosparsa d'oro. L'inizio
e la fine di tutti i Digimon. /Accessorio","金色點點數碼蛋的複製飾品。
是數碼寶貝結束與開始的姿態／飾品",,"금색 물방울 무늬 디지타마를 본뜬 장식. 
디지몬의 끝과 시작을 상징한다 /액세서리","Golden gesprenkelte Digi-Ei-Deko. Anfang
und Ende aller Digimon. /Accessoire"
11001,,"Bandiera del festival che celebra i ragazzi in crescita...
ornata con Seadramon. /Accessorio","祝賀男孩子成長的旗幟……
但上面加了海龍獸／飾品",,"남자아이의 성장을 축하하는 축제 장식…에
시드라몬을 달아놓은 것 /액세서리","Ein Banner mit Seadramon zur Feier
heranwachsender Jungen. /Accessoire"
11101,,"Bandiera del festival che celebra i ragazzi in crescita...
ornata con Airdramon. /Accessorio","祝賀男孩子成長的旗幟……
但上面加了飛龍獸／飾品",,"남자아이의 성장을 축하하는 축제 장식…에
에어드라몬을 달아놓은 것 /액세서리","Ein Banner mit Airdramon zur Feier
heranwachsender Jungen. /Accessoire"
13301,,"Bandiera del festival che celebra i ragazzi in crescita.
Carpa nera in stile Edo. /Accessorio","祝賀男孩子成長的旗幟。
只有鯉魚的江戶風格／飾品",,"남자아이의 성장을 축하하는 축제 장식.
평범한 잉어를 단 에도 스타일 /액세서리","Banner mit schwarzem Edo-Karpfen zur
Feier wachsender Jungen. /Accessoire"
13401,,"Bandiera del festival che celebra la crescita dei ragazzi.
Splendide carpe che nuotano. /Accessorio","祝賀男孩子成長的旗幟。
特徵是豪華的游泳鯉魚／飾品",,"남자아이의 성장을 축하하는 축제 장식.
우아하게 헤엄치는 잉어가 특징 /액세서리","Banner zur Feier wachsender Jungen. 
Schwimmender Karpfen. /Accessoire"
11201,,"Bambola a forma di ShellNumemon. Conservala
per i giorni di pioggia! /Accessorio","貝殼鼻涕獸的人偶。
雨天的同伴！／飾品",,"달팽이워매몬을 본딴 인형.
비오는 날에 함께! /액세서리","Eine Puppe in Form von ShellNumemon.
Für Notzeiten! /Accessoire"
11301,,"Bambola a forma di BlackKingNumemon.
Non aumenta la tua percentuale di rilascio. /Accessorio","黑帝鼻涕獸的人偶。
並不會增加掉落率／飾品",,"블랙킹워매몬을 본딴 인형.
드롭률은 증가하지 않는다 /액세서리","Puppe in Form von BlackKingNumemon.
Keine Beuteerhöhung. /Accessoire"
13501,,"Bambola a forma di BlackKingNumemon tinta
d'oro. Non un nuovo Digimon. /Accessorio","金色塗裝的黑帝鼻涕獸人偶。
並不是新數碼寶貝喔／飾品",,"블랙킹워매몬 인형을 금색으로 코팅.
신종 디지몬이 아니다 /액세서리","BlackKingNumemon-Puppe in Gold.
Kein neues Digimon. /Accessoire"
11401,,"Decorazione a forma di stella gialla.
Scintilla come la cosa vera. /Accessorio","黃色星形飾品。
這正是星星的光輝／飾品",,"황금색 별모양 장식.
이것이야말로 스타의 반짝임 /액세서리","Deko in Form eines gelben Sterns.
Funkelt wie ein echter Stern. /Accessoire"
11402,,"Decorazione a forma di stella blu.
Nota per la sua colorazione delicata. /Accessorio","藍色星形飾品。
特徵是溫和的配色／飾品",,"파란색 별모양 장식.
우아하고 부드러운 색감이 특징 /액세서리","Deko in Form eines blauen Sterns.
Berühmt für den Pastellton. /Accessoire"
