ID,Japanese,English,Chinese,EnglishCensored,Korean,German
12,,Vinci [d0] battaglie senza usare abilità di recupero.,戰鬥時，一次都未使用回復技能，並獲勝[d0]次,,배틀 시 회복 스킬을 사용하지 않고 [d0]회 승리한다,"Gewinne [d0] Kämpfe, ohne Heilungsfertigkeiten
einzusetzen."
13,,"Subisci meno di [d0] danni in una volta in una
battaglia.",戰鬥時，一次接受的傷害在[d0]以下,,배틀 시 한 번에 받는 대미지가 [d0] 이하,"Erleide in einem Kampf weniger als
[d0] Schaden auf einmal."
14,,"Combatti [d0] volte con 3 Digimon di attributo Fuoco
nel tuo party.",以三個火屬性數碼寶貝為戰鬥成員，並戰鬥[d0]次,,배틀 멤버 3체를 모두 불속성 디지몬으로 편성하고 [d0]회 전투한다,"Kämpfe [d0]-mal mit 3 Feuer-Digimon in deiner
Gruppe."
15,,"Combatti [d0] volte con 3 Digimon di 
attributo Acqua nel tuo party.",以三個水屬性數碼寶貝為戰鬥成員，並戰鬥[d0]次,,배틀 멤버 3체를 모두 물속성 디지몬으로 편성하고 [d0]회 전투한다,"Kämpfe [d0]-mal mit 3 Wasser-Digimon in deiner
Gruppe."
16,,"Combatti [d0] volte con 3 Digimon di attributo Pianta
nel tuo party.",以三個木屬性數碼寶貝為戰鬥成員，並戰鬥[d0]次,,배틀 멤버 3체를 모두 풀속성 디지몬으로 편성하고 [d0]회 전투한다,"Kämpfe [d0]-mal mit 3 Pflanzen-Digimon in deiner
Gruppe."
17,,"Combatti [d0] volte con 3 Digimon di attributo 
Vento nella tua squadra.",以三個風屬性數碼寶貝為戰鬥成員，並戰鬥[d0]次,,배틀 멤버 3체를 모두 바람속성 디지몬으로 편성하고 [d0]회 전투한다,"Kämpfe [d0]-mal mit 3 Wind-Digimon in deiner
Gruppe."
18,,"Combatti [d0] volte con 3 Digimon di attributo 
Terra nel tuo party.",以三個土屬性數碼寶貝為戰鬥成員，並戰鬥[d0]次,,배틀 멤버 3체를 모두 땅속성 디지몬으로 편성하고 [d0]회 전투한다,"Kämpfe [d0]-mal mit 3 Erd-Digimon in deiner
Gruppe."
19,,"Combatti [d0] volte con 3 Digimon di attributo 
Elettro nel tuo party.",以三個雷屬性數碼寶貝為戰鬥成員，並戰鬥[d0]次,,배틀 멤버 3체를 모두 전기속성 디지몬으로 편성하고 [d0]회 전투한다,"Kämpfe [d0]-mal mit 3 Elektro-Digimon in deiner
Gruppe."
20,,"Combatti [d0] volte con 3 Digimon di attributo Luce
nel tuo party.",以三個光屬性數碼寶貝為戰鬥成員，並戰鬥[d0]次,,배틀 멤버 3체를 모두 빛속성 디지몬으로 편성하고 [d0]회 전투한다,"Kämpfe [d0]-mal mit 3 Licht-Digimon in deiner
Gruppe."
21,,"Combatti [d0] volte con 3 Digimon di attributo Oscurità
nel tuo party.",以三個闇屬性數碼寶貝為戰鬥成員，並戰鬥[d0]次,,배틀 멤버 3체를 모두 어둠속성 디지몬으로 편성하고 [d0]회 전투한다,"Kämpfe [d0]-mal mit 3 Dunkelheit-Digimon in
deiner Gruppe."
22,,"Combatti [d0] volte con 3 Digimon di attributo 
Neutrale nella tua squadra.",以三個無屬性數碼寶貝為戰鬥成員，並戰鬥[d0]次,,배틀 멤버 3체를 모두 무속성 디지몬으로 편성하고 [d0]회 전투한다,"Kämpfe [d0]-mal mit 3 Neutral-Digimon in deiner
Gruppe."
23,,"Usa Attacco più di [d0] volte in battaglia 
(inclusi contrattacchi e combo).","戰鬥時，使用攻擊[d0]次以上
(反擊、連擊也列入計算)",,"배틀 시 공격 커맨드를 [d0]회 이상 사용한다
(반격/콤보도 카운트됩니다)","Nutze beim Kampf mehr als [d0]-mal Angriff
(einschließlich Konter und Kombos)."
24,,"Usa Mosse Speciali più di [d0] volte in battaglia
(inclusi contrattacchi e combo).",戰鬥時，使用必殺技[d0]次以上,,배틀 시 필살기 커맨드를 [d0]회 이상 사용한다,"Nutze beim Kampf mehr als [d0]-mal Spezialmoves
(einschließlich Konter und Kombos)."
25,,"Combatti [d0] volte con 3 Digimon Campioni
nel tuo party.",以三個成熟期數碼寶貝為戰鬥成員，並戰鬥[d0]次,,배틀 멤버 3체를 모두 성숙기 디지몬으로 편성하고 [d0]회 전투한다,"Kämpfe [d0]-mal mit 3 Champion-Digimon in deiner
Gruppe."
26,,"Combatti [d0] volte con 3 Digimon Ultimate
nel tuo party.",以三個完全體數碼寶貝為戰鬥成員，並戰鬥[d0]次,,배틀 멤버 3체를 모두 완전체 디지몬으로 편성하고 [d0]회 전투한다,"Kämpfe [d0]-mal mit 3 Ultra-Digimon in deiner
Gruppe."
