ID,Japanese,English,Chinese,EnglishCensored,Korean,German
1700,""," skill learned!","習得技能　了！",""," 스킬을 배웠다!"," Fertigkeit erlernt!"
1701,"","Scan data was sent to the DigiFarm.","掃描數據已傳送至數碼農場。","","스캔 데이터가
디지팜에 전송되었습니다.","Scandaten wurden an Digifarm gesendet."
1702,"","Learned Skills","習得技能","","가지고 있는 스킬","Neue Fertigkeit"
1703,"","Lost Skills","捨棄技能","","삭제한 스킬","Verl. Fert."
1704,"","Spec.","必殺技","","필살기","Spez."
1705,"","Inher.","繼承技","","승계기","Geerb."
1706,"","SP","SP","","SP","SP"
1707,"","MAX SP","最大SP","","최대 SP","Max. SP"
1708,"","Please select a Skill to lose (","請選擇要捨棄的技能（尚餘","","삭제할 스킬을 선택해 주세요 (앞으로 ","Zu verlernende Fertigkeit wählen ("
1709,"",").","個）","","개)",")."
1710,"","Unusable","無法使用","","사용불가","Unben."
1800,""," Digimon","隻","","마리"," Digimon"
1801,""," Cases","件","","건"," Fälle"
1802,""," m","分","","분"," Min."
1803,""," hours","小時","","시간"," Std. "
1804,"","None","無","","없음","Keiner"
1805,"","Next","NEXT","","NEXT","Weiter"
2100,"","Yes","Yes","","예","Ja"
2101,"","No","No","","아니오","Nein"
2102,"","EDEN","EDEN","","EDEN","EDEN"
2103,"","DigiLab","數碼實驗室","","디지랩","DigiLab"
2200,"","Music Volume","BGM音量","","BGM 볼륨","Musik"
2201,"","Effect Volume","SE音量","","SE 볼륨","Soundeffekte"
2202,"","Voice Volume","VOICE音量","","Voice 볼륨","Dialog"
2203,"","Minimap","小地圖","","미니맵","Minikarte"
2204,"","Partner Digimon","同行數碼寶貝","","데리고 다닐 디지몬","Partnerdigimon"
2205,"","Battle Cutscenes","戰鬥演出","","배틀 연출","Kampfvideos"
2206,"","Digimon Voices","數碼寶貝VOICE","","디지몬 VOICE","Digimon-Stimmen"
2207,"","Restore Default Settings","回復初始設定","","초기 설정으로 돌아간다","Standardeinstellungen"
2208,"","Apply Settings","套用","","설정을 반영한다","Einstellungen anwenden"
2209,"","0%","0%","","0%","0 %"
2210,"","10%","10%","","10%","10 %"
2211,"","20%","20%","","20%","20 %"
2212,"","30%","30%","","30%","30 %"
2213,"","40%","40%","","40%","40 %"
2214,"","50%","50%","","50%","50 %"
2215,"","60%","60%","","60%","60 %"
2216,"","70%","70%","","70%","70 %"
2217,"","80%","80%","","80%","80 %"
2218,"","90%","90%","","90%","90 %"
2219,"","100%","100%","","100%","100 %"
2220,"","Show","顯示","","표시","Anzeigen"
2221,"","Hide","不顯示","","비표시","Verberg."
2222,"","Normal","一般","","통상","Normal"
2223,"","Short","簡略","","단축","Kurz"
2224,"","On","ON","","ON","An"
2225,"","Off","OFF","","OFF","Aus"
2500,"","Reply","回覆","","회신한다","Antwort"
2501,"","Replied","已回覆","","회신 완료","Beantw."
2502,"","Please select a reply.","請選擇回覆內容","","회신 내용을 선택해 주세요","Wähle eine Antwort aus."
2800,"","Completion (No. ","解鎖狀況（No.","","컴플리트 상황 (NO.","Fortschritt (Nr. "
2801,"","-","～","","~","–"
2802,"","):","）：","","):","): "
2803,"","/ ","／","","/ ","/ "
2900,"","Rank #{rank}   {rating} Pts","{rank}名　　{rating}Pt","","{rank}위　　{rating}Pt","Rang {rank}   {rating} Pkt."
2901,"","{rating} Pts (+{point})","{rating}Pt（＋{point}）","","{rating}Pt（＋{point}）","{rating} Pkt. (+{point})"
2902,"","{rating} Pts","{rating}Pt","","{rating}Pt","{rating} Pkt."
2226,"","Battle Difficulty","戰鬥難易度","","배틀 난이도","Kampfniveau"
2227,"","Normal","NORMAL","","노멀","Normal"
2228,"","Hard","HARD","","하드","Schwer"
2229,"","Very Hard","VERY HARD","","베리 하드","Extrem"
2230,"","Begin With These Settings","以此設定開始","","이 설정으로 시작한다","Einstellungen übernehmen"
3100,"","NEXT","NEXT","","NEXT","Lv. UP"
3200,"","Lv","Lv","","Lv","Lv."
3201,"","Max HP","最大HP","","최대HP","Max. TP"
3202,"","Max SP","最大SP","","최대SP","Max. SP"
3203,"","ATK","ATK","","공격력","ANG"
3204,"","DEF","DEF","","방어력","VER"
3205,"","INT","INT","","지력","INT"
3206,"","SPD","SPD","","민첩","GES"
3207,"","Close","關閉","","닫는다","Schließen"
3208,"","Settings","設定","","세팅","Einstellungen"
3300,"","Empty","Empty","","Empty","Leer"
3400,"","Empty","Empty","","Empty","Leer"
3500,"","Current Progression","現在的進行狀況","","현재 진행상황","Aktueller Fortschritt"
3501,"","Online Storage Data","網路硬碟的資料","","온라인 스토리지의 데이터","Online-Speicherdaten"
3502,"","Steam","Steam","Steam","Steam","Steam"
3503,"","Steam","Steam","Steam","Steam","Steam"
3504,"","Not Acquired","未取得","","미취득","Nicht erhalten"
3505,"","No Data","NO DATA","","NO DATA","Keine Daten"
3506,"","Damaged","已破損","","파손되어 있습니다.","Beschädigt"
3507,"","Different Version","版本不一致","","버전이 다릅니다.","Andere Version"
3508,"","Date of Update: [d3]:[d4] [d1]/[d2]/[d0]","更新日期與時間　[d0]/[d1]/[d2]　[d3]：[d4]","","갱신날짜 [d0]/[d1]/[d2]　[d3]：[d4]","Updatedatum: [d2].[d1].[d0] [d3]:[d4]"
3509,"","Play Time: [n0] mins","遊戲時間　[n0]分","","플레이 시간 [n0]분","Spielzeit: [n0] Min."
3510,"","Play Time: [n0] hrs [n1] mins","遊戲時間　[n0]小時[n1]分","","플레이 시간 [n0]시간 [n1]분","Spielzeit: [n0] Std. [n1] Min."
3511,"","Connect to the Internet.","與網路連接","","인터넷에 접속 중입니다.","Mit dem Internet verbinden."
3512,"","Upload data?","將上傳資料，確定繼續？","","데이터를 업로드합니다. 괜찮습니까?","Daten hochladen?"
3513,"","Uploading...","上傳中","","업로드 중","Hochladen ..."
3514,"","Upload failed. Try again?","上傳失敗，是否重新嘗試？","","업로드에 실패했습니다. 재시도하겠습니까?","Hochladen fehlgeschlagen. Erneut versuchen?"
3515,"","Upload complete.","上傳成功","","업로드가 완료되었습니다.","Hochladen abgeschlossen."
3516,"","Begin game using downloaded data?","將以下載資料開始遊戲，確定繼續？","","다운로드한 데이터로 게임을 시작합니다. 괜찮으십니까?","Spiel mit heruntergeladenen Daten beginnen?"
3517,"","Yes","Yes","","예","Ja"
3518,"","No","No","","아니오","Nein"
3519,"","OK","ＯＫ","","OK","OKAY"
10000,"","Digimon Story: Cyber Sleuth - Hacker's Memory","數碼寶貝物語 網路偵探","","디지몬 스토리 사이버 슬루스","Digimon Story: Cyber Sleuth - Hacker's Memory"
10001,"","Digimon Story: Cyber Sleuth","數碼寶貝物語 網路偵探","","디지몬 스토리 사이버 슬루스","DIGIMON STORY CYBER SLEUTH"
4000,"","．","…","","．","．"
4001,"","　","　","","　","　"
3520,"",": ","　","",": ",": "
3521,"","Import data from a previous game?","要自前作繼承此資料嗎？","","이 데이터를 전작으로부터 이어받겠습니까?","Daten aus früherem Spiel importieren?"
1242,"","Cyber Sleuth","網路偵探","","사이버 슬루스","Cyber Sleuth"
1243,"","Hacker's Memory","駭客追憶","","해커스 메모리","Hacker's Memory"
1244,"","Send to [d0]","發送給[d0]","","[d0]로 보낸다","An [d0] schicken"
4100,"","Mins.","分","","분","Min."
4101,"","Hours","時","","시간","Std."
4102,"","Days","日","","일","Tage"
1004,"","chapter","chapter","","chapter","Kapitel"
4103,"","Party Digimon","隊伍數碼寶貝","","파티 디지몬","Digimongruppe"
2903,"","Rank #{rank}   {rating} Pts (+{point})
Coins: +{coin}","{rank}名　{rating}Pt（＋{point}）
獲得硬幣：＋{coin}　","","{rank}위　{rating}Pt(+{point})
획득 코인 : +{coin}　","Rang {rank}   {rating} Pkt. (+{point})
Münzen: +{coin}"
2904,"","Rank #{rank}   {rating} Pts (-{point})
Coins: +{coin}","{rank}名　{rating}Pt（－{point}）
獲得硬幣：＋{coin}　","","{rank}위　{rating}Pt(-{point})
획득 코인 : +{coin}　","Rang {rank}   {rating} Pkt. (-{point})
Münzen: +{coin}"
2905,"","Rank #{rank}   {rating} Pts
Coins: +{coin}","{rank}名　{rating}Pt
獲得硬幣：＋{coin}　","","{rank}위　{rating}Pt
획득 코인 : +{coin}　","Rang {rank}   {rating} Pkt.
Münzen: +{coin}"
5000,"","","","","",""
4200,"","Hacker Points","駭客點數","","해커 포인트","Hackerpunkte"
4201,"","""[d0]"" completed.","已達成「[d0]」的委託","","「[d0]」의 의뢰를 달성했습니다.","„[d0]“ abgeschlossen."
4300,"","file[d0]","file[d0]","","file[d0]","Datei [d0]"
3522,"","Begin a game with downloaded data. Please select a story.","以下載資料開始遊戲。
請選擇故事。","","다운로드한 데이터로 게임을 시작합니다.
시나리오를 선택해 주세요.","Spiel mit heruntergeladenen Daten starten. Bitte wähl eine Geschichte."
2231,"","Show One Only","只顯示一個","","한 마리만 표시","Nur 1 zeigen"
2232,"","Custom Sound","自訂音效","","커스텀 사운드","Indiv. Sound"
2906,"","#[n0]","第[n0]名","","[n0]위","Nr. [n0]"
3000,"","Retry","重新嘗試","","재도전","Neuer Versuch"
3001,"","Back to Title","返回標題","","타이틀로 돌아간다","Zum Hauptmenü"
2251,"","Data Use Agreement","關於使用資料同意","","데이터 사용에 관한 동의","Datennutzungsrichtlinie"
2252,"","Accept","接受","","수락한다","Akzeptieren"
2253,"","Do not accept","不接受","","수락하지 않는다","Nicht akzeptieren"
2254,"","Button Settings","按鍵設定","","키 설정","Tasteneinstellungen"
2255,"","Graphic Options","畫面顯示設定","","그래픽 옵션","Grafikoptionen"
6000,"","A Button","A鍵","","A 버튼","A-Taste"
6001,"","B Button","B鍵","","B 버튼","B-Taste"
6002,"","X Button","X鍵","","X 버튼","X-Taste"
6003,"","Y Button","Y鍵","","Y 버튼","Y-Taste"
6004,"","Up Button","上方向鍵","","위 버튼","Oben-Taste"
6005,"","Down Button","下方向鍵","","아래 버튼","Unten-Taste"
6006,"","Left Button","左方向鍵","","오른쪽 버튼","Links-Taste"
6007,"","Right Button","右方向鍵","","왼쪽 버튼","Rechts-Taste"
6008,"","L Stick Pressed In","L操控搖桿 按下","","왼쪽 스틱 누르기","L. Stick-Taste"
6009,"","L Stick Up","L操控搖桿 上","","왼쪽 스틱 위","L. Stick ↑"
6010,"","L Stick Down","L操控搖桿 下","","왼쪽 스틱 아래","L. Stick ↓"
6011,"","L Stick Left","L操控搖桿 左","","왼쪽 스틱 왼쪽","L. Stick ←"
6012,"","L Stick Right","L操控搖桿 右","","왼쪽 스틱 오른쪽","L. Stick →"
6013,"","R Stick Pressed In","R操控搖桿 按下","","오른쪽 스틱 누르기","R. Stick-Taste"
6014,"","R Stick Up","R操控搖桿 上","","오른쪽 스틱 위","R. Stick ↑"
6015,"","R Stick Down","R操控搖桿 下","","오른쪽 스틱 아래","R. Stick ↓"
6016,"","R Stick Left","R操控搖桿 左","","오른쪽 스틱 왼쪽","R. Stick ←"
6017,"","R Stick Right","R操控搖桿 右","","오른쪽 스틱 오른쪽","R. Stick →"
6018,"","Start Button","Start鍵","","Start 버튼","Start-Taste"
6019,"","Option Button","Option鍵","","Option 버튼","Optionen-Taste"
6020,"","LB Button","LB鍵","","LB 버튼","LB-Taste"
6021,"","RB Button","RB鍵","","RB 버튼","RB-Taste"
6022,"","Delete Save Data","刪除保存資料","","저장 데이터 삭제","Gesp. Daten löschen"
6100,"","Depth of Field","景深","","피사계 심도","Schärfentiefe"
6101,"","Antialiasing","反鋸齒","","앤티에일리어싱","Antialiasing"
6102,"","Screen Mode","螢幕模式","","스크린 모드","Bildschirmmodus"
6103,"","Resolution","解析度","","해상도","Auflösung"
6120,"","Enable","開啟","","활성화","Aktivieren"
6121,"","Disable","關閉","","비활성화","Deaktivieren"
6122,"","Window","螢幕模式","","창 모드","Fenster"
6123,"","Borderless Window","全螢幕視窗","","테두리 없는 창 모드","Randloses Fenster"
6124,"","Full Screen","全螢幕","","전체 화면","Vollbild"
6125,"","720p","720p","","720p","720p"
6126,"","1080p","1080p","","1080p","1080p"
6127,"","1440p","1440p","1440p","1440p","1440p"
6128,"","4K","4K","","4K","4K"
