ID,Japanese,English,Chinese,EnglishCensored,Korean,German
30,"","Mishima Ryuji Avatar
""You've got guts, kid."" /Avatar","御島龍司的化身
「以混混來說，你很有種」／化身","","미시마 류지의 아바타
「모범생치고는 훌륭한 배짱이군」/아바타","Avatar: Ryuji Mishima
„Du bist ganz schön mutig.“ /Avatar"
31,"","Chitose Imai Avatar
""Leave it to me!"" /Avatar","今井千歲的化身
「這裡就交給我吧！」／化身","","이마이 치토세의 아바타
「이쪽은 맡겨둬!」/아바타","Avatar: Chitose Imai
„Überlass mir das!“ /Avatar"
32,"","Yu Nogi Avatar
""I can help you out."" /Avatar","乃木優的化身
「我也希望能幫上你的忙」／化身","","노기 유우의 아바타
「나도 너의 힘이 되어주고 싶어」/아바타","Avatar: Yu Nogi
„Ich kann dir helfen.“ /Avatar"
33,"","Erika Mishima (Hospital) Avatar
""...Thank you."" /Avatar","御島艾莉卡(病人服)的化身
「……謝謝」／化身","","미시마 에리카(환자복)의 아바타
「……고마워」/아바타","Avatar: Erika Mishima (Krankenhaus)
„... Danke.“ /Avatar"
34,"","K Avatar
""I will show hackers the way."" /Avatar","K的化身
「由我來引導駭客們」／化身","","K의 아바타
「내가 해커들을 이끌어 보이겠다」/아바타","Avatar: K
„Ich zeige Hackern den Weg.“ /Avatar"
35,"","Ryota Avatar
""Right, Sakura?"" /Avatar","良太的化身
「喂，櫻？」／化身","","료타의 아바타
「안 그래, 사쿠라?」/아바타","Avatar: Ryota
„Stimmt’s, Sakura?“ /Avatar"
36,"","Sakura Avatar
""Oh, yeah..."" /Avatar","櫻的化身
「……嗯，對啊……」／化身","","사쿠라의 아바타
「……응, 그러네―……」/아바타","Avatar: Sakura
„Ach ja ...“ /Avatar"
37,"","Victory Uchida Avatar
""Viiiictoryyy!"" /Avatar","V內田的化身
「Victory！」／化身","","V의 아바타
「빅토리―!!」/아바타","Avatar: Viktor Uchida
„Verzückung verschafft Viktor!“ /Avatar"
38,"","Mephisto Avatar
""This is just business."" /Avatar","梅菲斯特先生的化身
「我是在做生意」／化身","","메피스토씨의 아바타
「이쪽은 비즈니스로 하는 일입니다」/아바타","Avatar: Mephisto
„Das ist rein geschäftlich.“ /Avatar"
39,"","Makoto Yamashina Avatar
""EDEN...?"" /Avatar","山科誠的化身
「……EDEN……？」／化身","","야마시나 마코토의 아바타
「…………EDEN…?」/아바타","Avatar: Makoto Yamashina
„EDEN ...?“ /Avatar"
40,"","Chika Yamashina Avatar
""Um, can I help you?"" /Avatar","山科千夏的化身
「有事嗎？」／化身","","야마시나 치카의 아바타
「무슨 일이야?」/아바타","Avatar: Chika Yamashina
„Kann ich dir irgendwie helfen?“ /Avatar"
41,"","Sakura's Mother Avatar
/Avatar","櫻的母親的化身
／化身","","사쿠라의 어머니의 아바타
/아바타","Avatar: Sakuras Mutter
/Avatar"
43,"","Nishino Avatar
""Don'tlookdon'tlookdon'tlook--"" /Avatar","西野的化身
「不要看不要看不要看──」／化身","","니시노의 아바타
「보지 말아 줘, 보지 말아 줘, 보지 말아 줘―」/아바타","Avatar: Nishino „Nicht hinschauen, 
nicht hinschauen ...“ /Avatar"
44,"","K-Cafe Owner Avatar
""Welcome!"" /Avatar","K-Cafe店長的化身
「歡迎光臨」／化身","","K카페 주인장의 아바타
「어서 오세요」/아바타","Avatar: K-Café-Besitzer
„Willkommen!“ /Avatar"
45,"","Mei Kokusho (Occult Club President) Avatar
""Tagnus sula cosmo ta..."" /Avatar","靈異研究社社長國生梅的化身
「飛碟快來飛碟快來」／化身","","오컬트 연구부장 코쿠쇼 메이의 아바타
「벤트라 벤트라…」/아바타","Avatar: Mei Kokusho (OC-Präsidentin)
„Tagnus sula cosmo ta ...“ /Avatar"
46,"","Kenji Kotoge (Occult Club) Avatar
""She's so full of surprises!"" /Avatar","靈異研究社成員小峠建司的化身
「不愧是社長！」／化身","","오컬트 연구부원 코토게 켄지의 아바타
「역시 부장!」/아바타","Avatar: Kenji Kotoge (OC-Mitglied)
„Sie ist voller Überraschungen!“ /Avatar"
47,"","Manaka Nonomiya (Occult Club) Avatar
""She's making a fool of herself."" /Avatar","靈異研究社成員野野宮真中的化身
「……真是笨蛋」／化身","","오컬트 연구부원 노노미야 마나카의 아바타
「……바보 같아」/아바타","Avatar: Manaka Nonomiya (OC-Mitglied)
„Sie macht sich zum Affen.“ /Avatar"
48,"","Shibuya Ghost Girl Avatar
/Avatar","涉谷女幽靈高中生的化身
「呀哈哈哈哈哈！！！」／化身","","시부야의 유령 여고생의 아바타
「꺄하하하하하하하하하!!!」/아바타","Avatar: Geistermädchen von Shibuya
/Avatar"
49,"","Lily Horaguchi (Occult Club) Avatar
""Let's do it together!"" /Avatar","靈異研究社成員洞口莉莉的化身
「一起來做那．個．吧♪」／化身","","오컬트 연구부원 호라구치 릴리의 아바타
「같이 그걸 해 보자♪」/아바타","Avatar: Lily Horaguchi (OC-Mitglied)
„Erledigen wir es gemeinsam!“ /Avatar"
50,"","Mr. Navit Avatar
""＾▽＾"" /Avatar","NAVIT的化身
「＾▽＾」／化身","","내빗씨의 아바타
「＾▽＾」/아바타","Avatar: Navit-san
„＾▽＾“ /Avatar"
51,"","Youji Shiga Avatar
""Oy, you guys stay outta my way!"" /Avatar","志賀陽司的化身
「喂，別來礙事啊！」／化身","","시가 요우지의 아바타
「이봐, 방해하지 마!」/아바타","Avatar: Youji Shiga
„Kommt mir nicht in die Quere!“ /Avatar"
52,"","Tooru Kayaba Avatar
""Money is potential in itself!"" /Avatar","茅場透的化身
「錢，那就是可能性！」／化身","","카야바 토오루의 아바타
「머니, 그것은 즉 가능성!」/아바타","Avatar: Tooru Kayaba
„Geld bedeutet Potenzial!“ /Avatar"
53,"","Akira Hosaka Avatar
""I'll add you to my collection!"" /Avatar","保坂晶的化身
「把你加到我的收藏！」／化身","","호사카 아키라의 아바타
「컬렉션에 추가해주지!」/아바타","Avatar: Akira Hosaka
„Du kommst zur Sammlung dazu!“ /Avatar"
54,"","Spectacled Businessman Avatar
/Avatar","戴眼鏡上班族的化身
／化身","","안경 쓴 샐러리맨의 아바타
/아바타","Avatar: Geschäftsmann mit Brille
/Avatar"
55,"","Spectacled Businessman Avatar
/Avatar","戴眼鏡上班族的化身
／化身","","안경 쓴 샐러리맨의 아바타
/아바타","Avatar: Geschäftsmann mit Brille
/Avatar"
56,"","Spectacled Businessman Avatar
/Avatar","戴眼鏡上班族的化身
／化身","","안경 쓴 샐러리맨의 아바타
/아바타","Avatar: Geschäftsmann mit Brille
/Avatar"
57,"","Businessman Avatar
/Avatar","上班族的化身
／化身","","샐러리맨의 아바타
/아바타","Avatar: Geschäftsmann
/Avatar"
58,"","Businessman Avatar
/Avatar","上班族的化身
／化身","","샐러리맨의 아바타
/아바타","Avatar: Geschäftsmann
/Avatar"
59,"","Businessman Avatar
/Avatar","上班族的化身
／化身","","샐러리맨의 아바타
/아바타","Avatar: Geschäftsmann
/Avatar"
60,"","Young Man Avatar
/Avatar","年輕男性的化身
／化身","","젊은 남성의 아바타
/아바타","Avatar: Junger Mann
/Avatar"
61,"","Young Man Avatar
/Avatar","年輕男性的化身
／化身","","젊은 남성의 아바타
/아바타","Avatar: Junger Mann
/Avatar"
62,"","Young Man Avatar
/Avatar","年輕男性的化身
／化身","","젊은 남성의 아바타
/아바타","Avatar: Junger Mann
/Avatar"
63,"","Office Lady Avatar
/Avatar","OL大姊姊的化身
／化身","","OL누님의 아바타
/아바타","Avatar: Bürodame
/Avatar"
64,"","Office Lady Avatar
/Avatar","OL大姊姊的化身
／化身","","OL누님의 아바타
/아바타","Avatar: Bürodame
/Avatar"
65,"","Office Lady Avatar
/Avatar","OL大姊姊的化身
／化身","","OL누님의 아바타
/아바타","Avatar: Bürodame
/Avatar"
66,"","Maid Avatar
/Avatar","女僕小姐的化身
／化身","","메이드 양의 아바타
/아바타","Avatar: Maid
/Avatar"
67,"","Maid Avatar
/Avatar","女僕小姐的化身
／化身","","메이드 양의 아바타
/아바타","Avatar: Maid
/Avatar"
68,"","Maid Avatar
/Avatar","女僕小姐的化身
／化身","","메이드 양의 아바타
/아바타","Avatar: Maid
/Avatar"
69,"","Nurse Avatar
/Avatar","護理師的化身
／化身","","간호사의 아바타
/아바타","Avatar: Krankenschwester
/Avatar"
70,"","Nurse Avatar
/Avatar","護理師的化身
／化身","","간호사의 아바타
/아바타","Avatar: Krankenschwester
/Avatar"
71,"","Nurse Avatar
/Avatar","護理師的化身
／化身","","간호사의 아바타
/아바타","Avatar: Krankenschwester
/Avatar"
72,"","Male Student Avatar
/Avatar","男學生的化身
／化身","","남학생의 아바타
/아바타","Avatar: Schüler
/Avatar"
73,"","Female Student Avatar
/Avatar","女學生的化身
／化身","","여학생의 아바타
/아바타","Avatar: Schülerin
/Avatar"
74,"","Police Officer Avatar
/Avatar","警察的化身
／化身","","경찰관의 아바타
/아바타","Avatar: Polizist
/Avatar"
75,"","Defense Trooper Avatar
/Avatar","防衛隊員的化身
／化身","","방위대원의 아바타
/아바타","Avatar: Schutzpolizist
/Avatar"
76,"","Young Woman Avatar
/Avatar","年輕女性的化身
／化身","","젊은 여성의 아바타
/아바타","Avatar: Junge Frau
/Avatar"
77,"","Young Woman Avatar
/Avatar","年輕女性的化身
／化身","","젊은 여성의 아바타
/아바타","Avatar: Junge Frau
/Avatar"
78,"","Young Woman Avatar
/Avatar","年輕女性的化身
／化身","","젊은 여성의 아바타
/아바타","Avatar: Junge Frau
/Avatar"
79,"","Boy Avatar
/Avatar","男孩子的化身
／化身","","남자 아이의 아바타
/아바타","Avatar: Junge
/Avatar"
80,"","Boy Avatar
/Avatar","男孩子的化身
／化身","","남자 아이의 아바타
/아바타","Avatar: Junge
/Avatar"
81,"","Boy Avatar
/Avatar","男孩子的化身
／化身","","남자 아이의 아바타
/아바타","Avatar: Junge
/Avatar"
82,"","Girl Avatar
/Avatar","女孩子的化身
／化身","","여자 아이의 아바타
/아바타","Avatar: Mädchen
/Avatar"
83,"","Girl Avatar
/Avatar","女孩子的化身
／化身","","여자 아이의 아바타
/아바타","Avatar: Mädchen
/Avatar"
84,"","Girl Avatar
/Avatar","女孩子的化身
／化身","","여자 아이의 아바타
/아바타","Avatar: Mädchen
/Avatar"
85,"","Adult Woman Avatar
/Avatar","成年女性的化身
／化身","","성인 여성의 아바타
/아바타","Avatar: Erwachsene
/Avatar"
86,"","Adult Woman Avatar
/Avatar","成年女性的化身
／化身","","성인 여성의 아바타
/아바타","Avatar: Erwachsene
/Avatar"
87,"","Adult Woman Avatar
/Avatar","成年女性的化身
／化身","","성인 여성의 아바타
/아바타","Avatar: Erwachsene
/Avatar"
88,"","Middle-Aged Man Avatar
/Avatar","中年男性的化身
／化身","","중년 남성의 아바타
/아바타","Avatar: Mann mittleren Alters
/Avatar"
89,"","Middle-Aged Man Avatar
/Avatar","中年男性的化身
／化身","","중년 남성의 아바타
/아바타","Avatar: Mann mittleren Alters
/Avatar"
90,"","Middle-Aged Man Avatar
/Avatar","中年男性的化身
／化身","","중년 남성의 아바타
/아바타","Avatar: Mann mittleren Alters
/Avatar"
91,"","Grandfather Avatar
/Avatar","老爺爺的化身
／化身","","할아버지의 아바타
/아바타","Avatar: Großvater
/Avatar"
92,"","Grandfather Avatar
/Avatar","老爺爺的化身
／化身","","할아버지의 아바타
/아바타","Avatar: Großvater
/Avatar"
93,"","Grandfather Avatar
/Avatar","老爺爺的化身
／化身","","할아버지의 아바타
/아바타","Avatar: Großvater
/Avatar"
94,"","Nerd Avatar
/Avatar","宅男的化身
／化身","","오타쿠의 아바타
/아바타","Avatar: Nerd
/Avatar"
95,"","Nerd Avatar
/Avatar","宅男的化身
／化身","","오타쿠의 아바타
/아바타","Avatar: Nerd
/Avatar"
96,"","Nerd Avatar
/Avatar","宅男的化身
／化身","","오타쿠의 아바타
/아바타","Avatar: Nerd
/Avatar"
97,"","Shopkeeper Avatar
/Avatar","商店店員的化身
／化身","","숍 점원의 아바타
/아바타","Avatar: Ladenbesitzerin
/Avatar"
98,"","Shopkeeper Avatar
/Avatar","商店店員的化身
／化身","","숍 점원의 아바타
/아바타","Avatar: Ladenbesitzerin
/Avatar"
99,"","Shopkeeper Avatar
/Avatar","商店店員的化身
／化身","","숍 점원의 아바타
/아바타","Avatar: Ladenbesitzerin
/Avatar"
100,"","Zaxon Hacker (Male) Avatar
/Avatar","Zaxon男駭客的化身
／化身","","잭슨 해커(남)의 아바타
/아바타","Avatar: Zaxon-Hacker
/Avatar"
101,"","Zaxon Hacker (Male) Avatar
/Avatar","Zaxon男駭客的化身
／化身","","잭슨 해커(남)의 아바타
/아바타","Avatar: Zaxon-Hacker
/Avatar"
102,"","Zaxon Hacker (Male) Avatar
/Avatar","Zaxon男駭客的化身
／化身","","잭슨 해커(남)의 아바타
/아바타","Avatar: Zaxon-Hacker
/Avatar"
103,"","Zaxon Hacker (Male) Avatar
/Avatar","Zaxon男駭客的化身
／化身","","잭슨 해커(남)의 아바타
/아바타","Avatar: Zaxon-Hacker
/Avatar"
104,"","Zaxon Hacker (Male) Avatar
/Avatar","Zaxon男駭客的化身
／化身","","잭슨 해커(남)의 아바타
/아바타","Avatar: Zaxon-Hacker
/Avatar"
105,"","Zaxon Hacker (Male) Avatar
/Avatar","Zaxon男駭客的化身
／化身","","잭슨 해커(남)의 아바타
/아바타","Avatar: Zaxon-Hacker
/Avatar"
106,"","Demon Hacker Avatar
/Avatar","惡魔亂舞駭客的化身
／化身","","데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
107,"","Demon Hacker Avatar
/Avatar","惡魔亂舞駭客的化身
／化身","","데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
108,"","Demon Hacker Avatar
/Avatar","惡魔亂舞駭客的化身
／化身","","데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
109,"","Demon Hacker Avatar
/Avatar","惡魔亂舞駭客的化身
／化身","","데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
110,"","Demon Hacker Avatar
/Avatar","惡魔亂舞駭客的化身
／化身","","데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
111,"","Demon Hacker Avatar
/Avatar","惡魔亂舞駭客的化身
／化身","","데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
112,"","Demon Hacker Avatar
/Avatar","惡魔亂舞駭客的化身
／化身","","데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
113,"","Demon Hacker Avatar
/Avatar","惡魔亂舞駭客的化身
／化身","","데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
114,"","Demon Hacker Avatar
/Avatar","惡魔亂舞駭客的化身
／化身","","데몬즈 해커의 아바타
/아바타","Avatar: Demons-Hacker
/Avatar"
115,"","Solo Hacker (Male) Avatar
/Avatar","無隊伍男駭客的化身
／化身","","무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
116,"","Solo Hacker (Male) Avatar
/Avatar","無隊伍男駭客的化身
／化身","","무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
117,"","Solo Hacker (Male) Avatar
/Avatar","無隊伍男駭客的化身
／化身","","무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
118,"","Solo Hacker (Male) Avatar
/Avatar","無隊伍男駭客的化身
／化身","","무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
119,"","Solo Hacker (Male) Avatar
/Avatar","無隊伍男駭客的化身
／化身","","무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
120,"","Solo Hacker (Male) Avatar
/Avatar","無隊伍男駭客的化身
／化身","","무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
121,"","Solo Hacker (Male) Avatar
/Avatar","無隊伍男駭客的化身
／化身","","무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
122,"","Solo Hacker (Male) Avatar
/Avatar","無隊伍男駭客的化身
／化身","","무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
123,"","Solo Hacker (Male) Avatar
/Avatar","無隊伍男駭客的化身
／化身","","무소속 해커(남)의 아바타
/아바타","Avatar: Solo-Hacker
/Avatar"
124,"","Zaxon Hacker (Female) Avatar
/Avatar","Zaxon女駭客的化身
／化身","","잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
125,"","Zaxon Hacker (Female) Avatar
/Avatar","Zaxon女駭客的化身
／化身","","잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
126,"","Zaxon Hacker (Female) Avatar
/Avatar","Zaxon女駭客的化身
／化身","","잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
127,"","Zaxon Hacker (Female) Avatar
/Avatar","Zaxon女駭客的化身
／化身","","잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
128,"","Zaxon Hacker (Female) Avatar
/Avatar","Zaxon女駭客的化身
／化身","","잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
129,"","Zaxon Hacker (Female) Avatar
/Avatar","Zaxon女駭客的化身
／化身","","잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
130,"","Zaxon Hacker (Female) Avatar
/Avatar","Zaxon女駭客的化身
／化身","","잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
131,"","Zaxon Hacker (Female) Avatar
/Avatar","Zaxon女駭客的化身
／化身","","잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
132,"","Zaxon Hacker (Female) Avatar
/Avatar","Zaxon女駭客的化身
／化身","","잭슨 해커(여)의 아바타
/아바타","Avatar: Zaxon-Hackerin
/Avatar"
133,"","Solo Hacker (Female) Avatar
/Avatar","無隊伍女駭客的化身
／化身","","무소속 해커(여)의 아바타
/아바타","Avatar: Solo-Hackerin
/Avatar"
134,"","Solo Hacker (Female) Avatar
/Avatar","無隊伍女駭客的化身
／化身","","무소속 해커(여)의 아바타
/아바타","Avatar: Solo-Hackerin
/Avatar"
135,"","Solo Hacker (Female) Avatar
/Avatar","無隊伍女駭客的化身
／化身","","무소속 해커(여)의 아바타
/아바타","Avatar: Solo-Hackerin
/Avatar"
136,"","Solo Hacker (Female) Avatar
/Avatar","無隊伍女駭客的化身
／化身","","무소속 해커(여)의 아바타
/아바타","Avatar: Solo-Hackerin
/Avatar"
137,"","Solo Hacker (Female) Avatar
/Avatar","無隊伍女駭客的化身
／化身","","무소속 해커(여)의 아바타
/아바타","Avatar: Solo-Hackerin
/Avatar"
138,"","Solo Hacker (Female) Avatar
/Avatar","無隊伍女駭客的化身
／化身","","무소속 해커(여)의 아바타
/아바타","Avatar: Solo-Hackerin
/Avatar"
139,"","Solo Hacker (Female) Avatar
/Avatar","無隊伍女駭客的化身
／化身","","무소속 해커(여)의 아바타
/아바타","Avatar: Solo-Hackerin
/Avatar"
140,"","Solo Hacker (Female) Avatar
/Avatar","無隊伍女駭客的化身
／化身","","무소속 해커(여)의 아바타
/아바타","Avatar: Solo-Hackerin
/Avatar"
141,"","Solo Hacker (Female) Avatar
/Avatar","無隊伍女駭客的化身
／化身","","무소속 해커(여)의 아바타
/아바타","Avatar: Solo-Hackerin
/Avatar"
142,"","Mr. Navit Avatar
""How're you today?""/Avatar","NAVIT的化身
「嗨！」／化身","","내빗군의 아바타
「헬로-!」/아바타","Avatar: Herr Navit
„Wie läuft es denn heute?“ /Avatar"
143,"","Security Guard Avatar
/Avatar","警衛的化身
／化身","","경비원의 아바타
/아바타","Avatar: Wachmann
/Avatar"
144,"","Mirei's White Cat Avatar
/Avatar","跟米蕾一起的白貓化身
／化身","","미레이와 같이 있던 흰 고양이의 아바타
/아바타","Avatar: Mireis weiße Katze
/Avatar"
