ID,Japanese,English,Chinese,EnglishCensored,Korean,German
41,"","Sakura's Mother","櫻的母親","","사쿠라의 어머니","Sakuras Mutter"
44,"","Master","店長","","주인장","Meister"
45,"","Mei Kokusho","國生梅","","코쿠쇼 메이","Mei Kokusho"
46,"","Kenji Kotoge","小峠建司","","코토게 켄지","Kenji Kotoge"
47,"","Manaka Nonomiya","野野宮愛加","","노노미야 마나카","Manaka Nonomiya"
48,"","Ghost Girl","女幽靈高中生","","유령 여고생","Geistermädchen"
49,"","Lily Horaguchi","洞口莉莉","","호라구치 릴리","Lily Horaguchi"
50,"","Mr. Navit","NAVIT","","내빗씨","Navit-san"
51,"","Youji Shiga","志賀陽司","","시가 요우지","Youji Shiga"
52,"","Tooru Kayaba","茅場透","","카야바 토오루","Tooru Kayaba"
53,"","Akira Hosaka","保坂晶","","호사카 아키라","Akira Hosaka"
54,"","Businessman (Glasses) #1","上班族(戴眼鏡)①","","샐러리맨(안경)①","Geschäft. (Brille) 1"
55,"","Businessman (Glasses) #2","上班族(戴眼鏡)②","","샐러리맨(안경)②","Geschäft. (Brille) 2"
56,"","Businessman (Glasses) #3","上班族(戴眼鏡)③","","샐러리맨(안경)③","Geschäft. (Brille) 3"
57,"","Businessman #1","上班族①","","샐러리맨①","Geschäftsmann 1"
58,"","Businessman #2","上班族②","","샐러리맨②","Geschäftsmann 2"
59,"","Businessman #3","上班族③","","샐러리맨③","Geschäftsmann 3"
60,"","Young Man #1","年輕男性①","","젊은 남성①","Junger Mann 1"
61,"","Young Man #2","年輕男性②","","젊은 남성②","Junger Mann 2"
62,"","Young Man #3","年輕男性③","","젊은 남성③","Junger Mann 3"
63,"","Office Lady #1","OL大姊姊①","","OL누님①","Bürodame 1"
64,"","Office Lady #2","OL大姊姊②","","OL누님②","Bürodame 2"
65,"","Office Lady #3","OL大姊姊③","","OL누님③","Bürodame 3"
66,"","Maid #1","女僕小姐①","","메이드 양①","Maid 1"
67,"","Maid #2","女僕小姐②","","메이드 양②","Maid 2"
68,"","Maid #3","女僕小姐③","","메이드 양③","Maid 3"
69,"","Nurse #1","護理師①","","간호사①","Krankenschwester 1"
70,"","Nurse #2","護理師②","","간호사②","Krankenschwester 2"
71,"","Nurse #3","護理師③","","간호사③","Krankenschwester 3"
72,"","Male Student #1","男學生①","","남학생①","Schüler 1"
73,"","Female Student #1","女學生①","","여학생①","Schülerin 1"
74,"","Police Officer","警察","","경찰관","Polizist"
75,"","Defense Trooper","防衛隊員","","방위대원","Schutzpolizist"
76,"","Young Woman #1","年輕女性①","","젊은 여성①","Junge Frau 1"
77,"","Young Woman #2","年輕女性②","","젊은 여성②","Junge Frau 2"
78,"","Young Woman #3","年輕女性③","","젊은 여성③","Junge Frau 3"
79,"","Boy #1","男孩子①","","남자 아이①","Junge 1"
80,"","Boy #2","男孩子②","","남자 아이②","Junge 2"
81,"","Boy #3","男孩子③","","남자 아이③","Junge 3"
82,"","Girl #1","女孩子①","","여자 아이①","Mädchen 1"
83,"","Girl #2","女孩子②","","여자 아이②","Mädchen 2"
84,"","Girl #3","女孩子③","","여자 아이③","Mädchen 3"
85,"","Adult Woman #1","成年女性①","","성인 여성①","Erwachsene 1"
86,"","Adult Woman #2","成年女性②","","성인 여성②","Erwachsene 2"
87,"","Adult Woman #3","成年女性③","","성인 여성③","Erwachsene 3"
88,"","Middle-Aged Man #1","中年男性①","","중년 남성①","Mann mittl. Alters 1"
89,"","Middle-Aged Man #2","中年男性②","","중년 남성②","Mann mittl. Alters 2"
90,"","Middle-Aged Man #3","中年男性③","","중년 남성③","Mann mittl. Alters 3"
91,"","Grandfather #1","老爺爺①","","할아버지①","Großvater 1"
92,"","Grandfather #2","老爺爺②","","할아버지②","Großvater 2"
93,"","Grandfather #3","老爺爺③","","할아버지③","Großvater 3"
94,"","Nerd #1","宅男①","","오타쿠①","Nerd 1"
95,"","Nerd #2","宅男②","","오타쿠②","Nerd 2"
96,"","Nerd #3","宅男③","","오타쿠③","Nerd 3"
97,"","Shopkeeper #1","商店店員①","","숍 점원①","Ladenbesitzerin 1"
98,"","Shopkeeper #2","商店店員②","","숍 점원②","Ladenbesitzerin 2"
99,"","Shopkeeper #3","商店店員③","","숍 점원③","Ladenbesitzerin 3"
100,"","Zaxon Hacker (Male) #1","Zaxon男駭客①","","잭슨 해커(남)①","Zaxon-Hacker 1"
101,"","Zaxon Hacker (Male) #2","Zaxon男駭客②","","잭슨 해커(남)②","Zaxon-Hacker 2"
102,"","Zaxon Hacker (Male) #3","Zaxon男駭客③","","잭슨 해커(남)③","Zaxon-Hacker 3"
103,"","Zaxon Hacker (Male) #4","Zaxon男駭客④","","잭슨 해커(남)④","Zaxon-Hacker 4"
104,"","Zaxon Hacker (Male) #5","Zaxon男駭客⑤","","잭슨 해커(남)⑤","Zaxon-Hacker 5"
105,"","Zaxon Hacker (Male) #6","Zaxon男駭客⑥","","잭슨 해커(남)⑥","Zaxon-Hacker 6"
106,"","Demon Hacker (Male) #1","惡魔亂舞男駭客①","","데몬즈 해커(남)①","Demons-Hacker 1"
107,"","Demon Hacker (Male) #2","惡魔亂舞男駭客②","","데몬즈 해커(남)②","Demons-Hacker 2"
108,"","Demon Hacker (Male) #3","惡魔亂舞男駭客③","","데몬즈 해커(남)③","Demons-Hacker 3"
109,"","Demon Hacker (Male) #4","惡魔亂舞男駭客④","","데몬즈 해커(남)④","Demons-Hacker 4"
110,"","Demon Hacker (Male) #5","惡魔亂舞男駭客⑤","","데몬즈 해커(남)⑤","Demons-Hacker 5"
111,"","Demon Hacker (Male) #6","惡魔亂舞男駭客⑥","","데몬즈 해커(남)⑥","Demons-Hacker 6"
112,"","Demon Hacker (Male) #7","惡魔亂舞男駭客⑦","","데몬즈 해커(남)⑦","Demons-Hacker 7"
113,"","Demon Hacker (Male) #8","惡魔亂舞男駭客⑧","","데몬즈 해커(남)⑧","Demons-Hacker 8"
114,"","Demon Hacker (Male) #9","惡魔亂舞男駭客⑨","","데몬즈 해커(남)⑨","Demons-Hacker 9"
115,"","Solo Hacker (Male) #1","無隊伍男駭客①","","무소속 해커(남)①","Solo-Hacker 1"
116,"","Solo Hacker (Male) #2","無隊伍男駭客②","","무소속 해커(남)②","Solo-Hacker 2"
117,"","Solo Hacker (Male) #3","無隊伍男駭客③","","무소속 해커(남)③","Solo-Hacker 3"
118,"","Solo Hacker (Male) #4","無隊伍男駭客④","","무소속 해커(남)④","Solo-Hacker 4"
119,"","Solo Hacker (Male) #5","無隊伍男駭客⑤","","무소속 해커(남)⑤","Solo-Hacker 5"
120,"","Solo Hacker (Male) #6","無隊伍男駭客⑥","","무소속 해커(남)⑥","Solo-Hacker 6"
121,"","Solo Hacker (Male) #7","無隊伍男駭客⑦","","무소속 해커(남)⑦","Solo-Hacker 7"
122,"","Solo Hacker (Male) #8","無隊伍男駭客⑧","","무소속 해커(남)⑧","Solo-Hacker 8"
123,"","Solo Hacker (Male) #9","無隊伍男駭客⑨","","무소속 해커(남)⑨","Solo-Hacker 9"
124,"","Zaxon Hacker (Female) #1","Zaxon男駭客①","","잭슨 해커(여)①","Zaxon-Hackerin 1"
125,"","Zaxon Hacker (Female) #2","Zaxon男駭客②","","잭슨 해커(여)②","Zaxon-Hackerin 2"
126,"","Zaxon Hacker (Female) #3","Zaxon男駭客③","","잭슨 해커(여)③","Zaxon-Hackerin 3"
127,"","Zaxon Hacker (Female) #4","Zaxon男駭客④","","잭슨 해커(여)④","Zaxon-Hackerin 4"
128,"","Zaxon Hacker (Female) #5","Zaxon男駭客⑤","","잭슨 해커(여)⑤","Zaxon-Hackerin 5"
129,"","Zaxon Hacker (Female) #6","Zaxon男駭客⑥","","잭슨 해커(여)⑥","Zaxon-Hackerin 6"
130,"","Zaxon Hacker (Female) #7","Zaxon男駭客⑦","","잭슨 해커(여)⑦","Zaxon-Hackerin 7"
131,"","Zaxon Hacker (Female) #8","Zaxon男駭客⑧","","잭슨 해커(여)⑧","Zaxon-Hackerin 8"
132,"","Zaxon Hacker (Female) #9","Zaxon男駭客⑨","","잭슨 해커(여)⑨","Zaxon-Hackerin 9"
133,"","Solo Hacker (Female) #1","無隊伍女駭客①","","무소속 해커(여)①","Solo-Hackerin 1"
134,"","Solo Hacker (Female) #2","無隊伍女駭客②","","무소속 해커(여)②","Solo-Hackerin 2"
135,"","Solo Hacker (Female) #3","無隊伍女駭客③","","무소속 해커(여)③","Solo-Hackerin 3"
136,"","Solo Hacker (Female) #4","無隊伍女駭客④","","무소속 해커(여)④","Solo-Hackerin 4"
137,"","Solo Hacker (Female) #5","無隊伍女駭客⑤","","무소속 해커(여)⑤","Solo-Hackerin 5"
138,"","Solo Hacker (Female) #6","無隊伍女駭客⑥","","무소속 해커(여)⑥","Solo-Hackerin 6"
139,"","Solo Hacker (Female) #7","無隊伍女駭客⑦","","무소속 해커(여)⑦","Solo-Hackerin 7"
140,"","Solo Hacker (Female) #8","無隊伍女駭客⑧","","무소속 해커(여)⑧","Solo-Hackerin 8"
141,"","Solo Hacker (Female) #9","無隊伍女駭客⑨","","무소속 해커(여)⑨","Solo-Hackerin 9"
142,"","Mr. Navit","NAVIT","","내빗군","Herr Navit"
143,"","Security Guard","警衛","","경비원","Wachmann"
144,"","White Cat","白貓","","흰 고양이","Weiße Katze"
145,"","Black Cat","黑貓","","검은 고양이","Schwarze Katze"
146,"","Kamishiro Employee","神代企業員工","","카미시로 사원","Kamishiro-Mitarbeiter"
147,"","Kamishiro Office Lady","神代企業OL","","카미시로 OL","Kamishiro-Bürodame"
148,"","Kamishiro Bigwig","神代企業高層","","카미시로 중역","Kamishiro-Manager"
149,"","Young Man #4","年輕男性④","","젊은 남성④","Junger Mann 4"
150,"","Young Man #5","年輕男性⑤","","젊은 남성⑤","Junger Mann 5"
151,"","Young Man #6","年輕男性⑥","","젊은 남성⑥","Junger Mann 6"
152,""," Office Lady #4","OL大姊姊④","","OL누님④"," Bürodame 4"
153,""," Office Lady #5","OL大姊姊⑤","","OL누님⑤"," Bürodame 5"
154,""," Office Lady #6","OL大姊姊⑥","","OL누님⑥"," Bürodame 6"
155,"","Young Woman #4","年輕女性④","","젊은 여성④","Junge Frau 4"
156,"","Young Woman #5","年輕女性⑤","","젊은 여성⑤","Junge Frau 5"
157,"","Young Woman #6","年輕女性⑥","","젊은 여성⑥","Junge Frau 6"
158,"","Adult Woman #4","成年女性④","","성인 여성④","Erwachsene 4"
159,"","Adult Woman #5","成年女性⑤","","성인 여성⑤","Erwachsene 5"
160,"","Adult Woman #6","成年女性⑥","","성인 여성⑥","Erwachsene 6"
161,"","Middle-Aged Man #4","中年男性④","","중년 남성④","Mann mittl. Alters 4"
162,"","Middle-Aged Man #5","中年男性⑤","","중년 남성⑤","Mann mittl. Alters 5"
163,"","Middle-Aged Man #6","中年男性⑥","","중년 남성⑥","Mann mittl. Alters 6"
164,"","Male Student #2","男學生②","","남학생②","Schüler 2"
165,"","Male Student #3","男學生③","","남학생③","Schüler 3"
166,"","Female Student #2","女學生②","","여학생②","Schülerin 2"
167,"","Female Student #3","女學生③","","여학생③","Schülerin 3"
168,"","Black Clothes","黑衣人","","검은 옷","Schwarze Kleidung"
169,"","Steam Dealers","蒸氣領薪族","","스팀리맨","Steam Dealers"
170,"","Masked Maids #1","假面女僕①","","마스크 메이드①","Masked Maids 1"
171,"","Masked Maids #2","假面女僕②","","마스크 메이드②","Masked Maids 2"
172,"","Masked Maids #3","假面女僕③","","마스크 메이드③","Masked Maids 3"
173,"","Rabbit Circle #1","兔籠①","","래빗 서클①","Rabbit Circle 1"
174,"","Rabbit Circle #2","兔籠②","","래빗 서클②","Rabbit Circle 2"
175,"","Rabbit Circle #3","兔籠③","","래빗 서클③","Rabbit Circle 3"
176,"","High-Level Hacker #1","高級駭客①","","상급 해커①","Hochrang. Hacker 1"
177,"","High-Level Hacker #2","高級駭客②","","상급 해커②","Hochrang. Hacker 2"
178,"","High-Level Hacker #3","高級駭客③","","상급 해커③","Hochrang. Hacker 3"
179,"","Black Silver #1","黑銀①","","블랙 실버①","Black Silver 1"
180,"","Black Silver #2","黑銀②","","블랙 실버②","Black Silver 2"
181,"","Black Silver #3","黑銀③","","블랙 실버③","Black Silver 3"
182,"","Akiba Flannel #1","秋葉格紋①","","아키바 플란넬①","Akiba Flannel 1"
183,"","Akiba Flannel #2","秋葉格紋②","","아키바 플란넬②","Akiba Flannel 2"
184,"","Akiba Flannel #3","秋葉格紋③","","아키바 플란넬③","Akiba Flannel 3"
185,"","Ocean Animals #1","海洋動物群①","","오션 애니멀즈①","Ocean Animals 1"
186,"","Ocean Animals #2","海洋動物群②","","오션 애니멀즈②","Ocean Animals 2"
187,"","Ocean Animals #3","海洋動物群③","","오션 애니멀즈③","Ocean Animals 3"
188,"","Cat Ears #1","萌萌貓耳①","","캣 이어①","Cat Ears 1"
189,"","Cat Ears #2","萌萌貓耳②","","캣 이어②","Cat Ears 2"
190,"","Cat Ears #3","萌萌貓耳③","","캣 이어③","Cat Ears 3"
191,"","Legend Angels #1","傳說天使①","","레전드 천사①","Legend Angels 1"
192,"","Legend Angels #2","傳說天使②","","레전드 천사②","Legend Angels 2"
193,"","Legend Angels #3","傳說天使③","","레전드 천사③","Legend Angels 3"
194,"","Muscle Gym","肌肉健身房","","머슬 짐","Muscle Gym"
195,"","Dust Alliance #1","塵埃同盟①","","더스트 동맹①","Dust Alliance 1"
196,"","Dust Alliance #2","塵埃同盟②","","더스트 동맹②","Dust Alliance 2"
197,"","Dust Alliance #3","塵埃同盟③","","더스트 동맹③","Dust Alliance 3"
198,"","Young at Heart #1","童心①","","하트 오브 차일드①","Young at Heart 1"
199,"","Young at Heart #2","童心②","","하트 오브 차일드②","Young at Heart 2"
200,"","Young at Heart #3","童心③","","하트 오브 차일드③","Young at Heart 3"
201,"","Wheel Lovers #1","輪圈愛好者①","","휠 애호가①","Wheel Lovers 1"
202,"","Wheel Lovers #2","輪圈愛好者②","","휠 애호가②","Wheel Lovers 2"
203,"","Wheel Lovers #3","輪圈愛好者③","","휠 애호가③","Wheel Lovers 3"
204,"","101 #1","101①","","원 오 원①","„101“ 1"
205,"","101 #2","101②","","원 오 원②","„101“ 2"
206,"","101 #3","101③","","원 오 원③","„101“ 3"
207,"","Dinosaurists #1","恐龍教①","","다이너소어교①","Dinosauristen 1"
208,"","Dinosaurists #2","恐龍教②","","다이너소어교②","Dinosauristen 2"
209,"","Dinosaurists #3","恐龍教③","","다이너소어교③","Dinosauristen 3"
210,"","Spike & Shield #1","尖刺與大盾①","","스파이크&실드①","Spike & Shield 1"
211,"","Spike & Shield #2","尖刺與大盾②","","스파이크&실드②","Spike & Shield 2"
212,"","Spike & Shield #3","尖刺與大盾③","","스파이크&실드③","Spike & Shield 3"
213,"","Nakano Stripes #1","中野條紋①","","나카노 스트라이프스①","Nakano Stripes 1"
214,"","Nakano Stripes #2","中野條紋②","","나카노 스트라이프스②","Nakano Stripes 2"
215,"","Nakano Stripes #3","中野條紋③","","나카노 스트라이프스③","Nakano Stripes 3"
216,"","Tokyo Shock Groove #1","東京觸電嗨①","","도쿄 감전 그루브①","Tokyo Shock Groove 1"
217,"","Tokyo Shock Groove #2","東京觸電嗨②","","도쿄 감전 그루브②","Tokyo Shock Groove 2"
218,"","Tokyo Shock Groove #3","東京觸電嗨③","","도쿄 감전 그루브③","Tokyo Shock Groove 3"
219,"","Fire Powers #1","火焰熱力①","","파이어 파워즈①","Fire Power 1"
220,"","Fire Powers #2","火焰熱力②","","파이어 파워즈②","Fire Power 2"
221,"","Fire Powers #3","火焰熱力③","","파이어 파워즈③","Fire Power 3"
222,"","Spread Wings #1","展翅高飛隊①","","날개 편 부대①","Spread Wings 1"
223,"","Spread Wings #2","展翅高飛隊②","","날개 편 부대②","Spread Wings 2"
224,"","Spread Wings #3","展翅高飛隊③","","날개 편 부대③","Spread Wings 3"
225,"","Forest Girls #1","森林女孩①","","포레스트 걸스①","Forest Girls 1"
226,"","Forest Girls #2","森林女孩②","","포레스트 걸스②","Forest Girls 2"
227,"","Forest Girls #3","森林女孩③","","포레스트 걸스③","Forest Girls 3"
228,"","Ryuji (Hospital)","龍司(病人服)","","류지(환자복)","Ryuji (Krankenhaus)"
229,"","Chitose (Hospital)","千歲(病人服)","","치토세(환자복)","Chitose (Krankenh.)"
230,"","Fei (Hospital)","菲(病人服)","","페이(환자복)","Fei (Krankenhaus)"
231,"","K (Main Character)","K(主角)","","K(주인공)","K (Hauptfigur)"
232,"","K (True Face)","K(素顏)","","K(맨얼굴)","K (Wahres Gesicht)"
233,"","Cyber Sleuth M T-Shirt (1)","網路偵探男T-Shirt（1）","","사이버 슬루스(남) 티셔츠(1)","Cyber-Detektiv-Shirt (M) 1"
234,"","Cyber Sleuth M T-Shirt (2)","網路偵探男T-Shirt（2）","","사이버 슬루스(남) 티셔츠(2)","Cyber-Detektiv-Shirt (M) 2"
235,"","Cyber Sleuth M T-Shirt (3)","網路偵探男T-Shirt（3）","","사이버 슬루스(남) 티셔츠(3)","Cyber-Detektiv-Shirt (M) 3"
236,"","Cyber Sleuth M T-Shirt (4)","網路偵探男T-Shirt（4）","","사이버 슬루스(남) 티셔츠(4)","Cyber-Detektiv-Shirt (M) 4"
237,"","Cyber Sleuth M T-Shirt (5)","網路偵探男T-Shirt（5）","","사이버 슬루스(남) 티셔츠(5)","Cyber-Detektiv-Shirt (M) 5"
238,"","Cyber Sleuth M T-Shirt (6)","網路偵探男T-Shirt（6）","","사이버 슬루스(남) 티셔츠(6)","Cyber-Detektiv-Shirt (M) 6"
239,"","Cyber Sleuth M T-Shirt (7)","網路偵探男T-Shirt（7）","","사이버 슬루스(남) 티셔츠(7)","Cyber-Detektiv-Shirt (M) 7"
240,"","Cyber Sleuth M T-Shirt (8)","網路偵探男T-Shirt（8）","","사이버 슬루스(남) 티셔츠(8)","Cyber-Detektiv-Shirt (M) 8"
241,"","Cyber Sleuth M T-Shirt (9)","網路偵探男T-Shirt（9）","","사이버 슬루스(남) 티셔츠(9)","Cyber-Detektiv-Shirt (M) 9"
242,"","Cyber Sleuth M T-Shirt (10)","網路偵探男T-Shirt（10）","","사이버 슬루스(남) 티셔츠(10)","Cyber-Detektiv-Shirt (M) 10"
243,"","Cyber Sleuth M T-Shirt (11)","網路偵探男T-Shirt（11）","","사이버 슬루스(남) 티셔츠(11)","Cyber-Detektiv-Shirt (M) 11"
244,"","Cyber Sleuth M T-Shirt (12)","網路偵探男T-Shirt（12）","","사이버 슬루스(남) 티셔츠(12)","Cyber-Detektiv-Shirt (M) 12"
245,"","Cyber Sleuth M T-Shirt (13)","網路偵探男T-Shirt（13）","","사이버 슬루스(남) 티셔츠(13)","Cyber-Detektiv-Shirt (M) 13"
246,"","Cyber Sleuth M T-Shirt (14)","網路偵探男T-Shirt（14）","","사이버 슬루스(남) 티셔츠(14)","Cyber-Detektiv-Shirt (M) 14"
247,"","Cyber Sleuth M T-Shirt (15)","網路偵探男T-Shirt（15）","","사이버 슬루스(남) 티셔츠(15)","Cyber-Detektiv-Shirt (M) 15"
248,"","Cyber Sleuth M T-Shirt (16)","網路偵探男T-Shirt（16）","","사이버 슬루스(남) 티셔츠(16)","Cyber-Detektiv-Shirt (M) 16"
249,"","Cyber Sleuth M T-Shirt (17)","網路偵探男T-Shirt（17）","","사이버 슬루스(남) 티셔츠(17)","Cyber-Detektiv-Shirt (M) 17"
250,"","Cyber Sleuth M T-Shirt (18)","網路偵探男T-Shirt（18）","","사이버 슬루스(남) 티셔츠(18)","Cyber-Detektiv-Shirt (M) 18"
251,"","Cyber Sleuth M T-Shirt (19)","網路偵探男T-Shirt（19）","","사이버 슬루스(남) 티셔츠(19)","Cyber-Detektiv-Shirt (M) 19"
252,"","Cyber Sleuth M T-Shirt (20)","網路偵探男T-Shirt（20）","","사이버 슬루스(남) 티셔츠(20)","Cyber-Detektiv-Shirt (M) 20"
253,"","Cyber Sleuth M T-Shirt (21)","網路偵探男T-Shirt（21）","","사이버 슬루스(남) 티셔츠(21)","Cyber-Detektiv-Shirt (M) 21"
254,"","Cyber Sleuth M T-Shirt (22)","網路偵探男T-Shirt（22）","","사이버 슬루스(남) 티셔츠(22)","Cyber-Detektiv-Shirt (M) 22"
255,"","Cyber Sleuth M T-Shirt (23)","網路偵探男T-Shirt（23）","","사이버 슬루스(남) 티셔츠(23)","Cyber-Detektiv-Shirt (M) 23"
256,"","Cyber Sleuth M T-Shirt (24)","網路偵探男T-Shirt（24）","","사이버 슬루스(남) 티셔츠(24)","Cyber-Detektiv-Shirt (M) 24"
257,"","Cyber Sleuth M T-Shirt (25)","網路偵探男T-Shirt（25）","","사이버 슬루스(남) 티셔츠(25)","Cyber-Detektiv-Shirt (M) 25"
258,"","Cyber Sleuth M T-Shirt (26)","網路偵探男T-Shirt（26）","","사이버 슬루스(남) 티셔츠(26)","Cyber-Detektiv-Shirt (M) 26"
259,"","Cyber Sleuth M T-Shirt (27)","網路偵探男T-Shirt（27）","","사이버 슬루스(남) 티셔츠(27)","Cyber-Detektiv-Shirt (M) 27"
260,"","Cyber Sleuth M T-Shirt (28)","網路偵探男T-Shirt（28）","","사이버 슬루스(남) 티셔츠(28)","Cyber-Detektiv-Shirt (M) 28"
261,"","Cyber Sleuth M T-Shirt (29)","網路偵探男T-Shirt（29）","","사이버 슬루스(남) 티셔츠(29)","Cyber-Detektiv-Shirt (M) 29"
262,"","Cyber Sleuth M T-Shirt (30)","網路偵探男T-Shirt（30）","","사이버 슬루스(남) 티셔츠(30)","Cyber-Detektiv-Shirt (M) 30"
263,"","Cyber Sleuth M T-Shirt (31)","網路偵探男T-Shirt（31）","","사이버 슬루스(남) 티셔츠(31)","Cyber-Detektiv-Shirt (M) 31"
264,"","Cyber Sleuth M T-Shirt (32)","網路偵探男T-Shirt（32）","","사이버 슬루스(남) 티셔츠(32)","Cyber-Detektiv-Shirt (M) 32"
265,"","Cyber Sleuth M T-Shirt (33)","網路偵探男T-Shirt（33）","","사이버 슬루스(남) 티셔츠(33)","Cyber-Detektiv-Shirt (M) 33"
266,"","Cyber Sleuth M T-Shirt (34)","網路偵探男T-Shirt（34）","","사이버 슬루스(남) 티셔츠(34)","Cyber-Detektiv-Shirt (M) 34"
267,"","Cyber Sleuth M T-Shirt (35)","網路偵探男T-Shirt（35）","","사이버 슬루스(남) 티셔츠(35)","Cyber-Detektiv-Shirt (M) 35"
268,"","C. Sleuth M T-Shirt (Uchida)","網路偵探男主角（內田）","","사이버 슬루스 남주인공(우치다)","Cyb.-Det.-Shirt (M, Uchida)"
269,"","Cyber Sleuth M T-Shirt (BE)","網路偵探男T-Shirt（ＢＥ）","","사이버 슬루스(남) 티셔츠(BE)","Cyber-Detektiv-Shirt (M) BE"
270,"","Cyber Sleuth M T-Shirt (36)","網路偵探男T-Shirt（36）","","사이버 슬루스(남) 티셔츠(36)","Cyber-Detektiv-Shirt (M) 36"
271,"","Cyber Sleuth M T-Shirt (37)","網路偵探男T-Shirt（37）","","사이버 슬루스(남) 티셔츠(37)","Cyber-Detektiv-Shirt (M) 37"
272,"","Cyber Sleuth M T-Shirt (38)","網路偵探男T-Shirt（38）","","사이버 슬루스(남) 티셔츠(38)","Cyber-Detektiv-Shirt (M) 38"
273,"","Cyber Sleuth M T-Shirt (SC)","網路偵探男T-Shirt（ＳＣ）","","사이버 슬루스(남) 티셔츠(SC)","Cyber-Detektiv-Shirt (M) SC"
274,"","Cyber Sleuth M T-Shirt (39)","網路偵探男T-Shirt（３９）","","사이버 슬루스(남) 티셔츠(39)","Cyber-Detektiv-Shirt (M) 39"
300,"","Promising Rookie","期待的新人馴獸師","","기대되는 루키 테이머","Vielverspr. Rookie"
301,"","Kuremi Sleuth","暮海偵探助手","","쿠레미 탐정 조수","Kuremi-Detektiv"
302,"","Hudie Hacker","hudie駭客","","후디에 해커","Hudie-Hacker"
303,"","Bronze Hacker","銅級駭客","","브론즈 해커","Bronze-Hacker"
304,"","Silver Hacker","銀級駭客","","실버 해커","Silber-Hacker"
305,"","Gold Hacker","金級駭客","","골드 해커","Gold-Hacker"
306,"","Platinum Hacker","白金駭客","","플래티나 해커","Platin-Hacker"
307,"","Legend Hacker","傳說駭客","","레전드 해커","Legenden-Hacker"
308,"","Master Hacker","大師駭客","","마스터 해커","Meister-Hacker"
309,"","King of Domination","鎮壓之王","","킹 오브 도미네이터","König der Dominanz"
310,"","Peer Into The Abyss","凝視深淵之人","","심연을 들여다보는 자","Abyss-Abenteurer"
311,"","Digimon King","數碼寶貝之王","","디지몬 킹","Digimon-König"
312,"","Brave Tamer","勇氣馴獸師","","브레이브 테이머","Tapferer Zähmer"
313,"","Elite Tamer","精英馴獸師","","엘리트 테이머","Elite-Zähmer"
314,"","Veteran Tamer","老練馴獸師","","베테랑 테이머","Erfahrener Zähmer"
