ID,Japanese,English,Chinese,EnglishCensored,Korean,German
18,,Capitolo 17: Ricordo,Chapter17　追憶,,Chapter 17,Kapitel 17: Rückbesinnung
19,,"Capitolo 18: Ricordi Perduti, Perduti",Chapter18　遺失，失落的記憶,,Chapter 18,Kapitel 18: Verlorene Erinnerungen
20,,Capitolo 19: Cavaliere Leone della Tavola Rotonda,Chapter19　圓桌獅騎士,,Chapter 19,Kapitel 19: Löwenritter der Tafelrunde
21,,Capitolo 20: Dal Nuovo Mondo,Chapter20　來自新世界,,Chapter 20,Kapitel 20: Aus der neuen Welt
22,,Epilogo: Ci vediamo domani!,Epilogue　「再見，明天見」,,Epilogue,Epilog: Bis morgen!
101,,Capitolo 01: Hacker del Vicolo Cieco,Chapter 1　小巷裡的駭客,,Chapter 1: 뒷골목의 해커들,Kapitel 1: Hacker im Verborgenen
102,,Capitolo 02: Tuttofare di Hudie,Chapter 2　便利店hudie,,Chapter 2: 해결사 후디에,Kapitel 2: Hudie-Handlanger
103,,Capitolo 03: Caccia ai Demoni,Chapter 3　驅除惡魔～Zaxon的委託,,Chapter 3: 악마퇴치 ~잭슨의 의뢰,Kapitel 3: Dämonentöter
104,,Capitolo 04: Cowboy Net-Danzatore,Chapter 4　牧童於網路上跳舞,,Chapter 4: 목동은 네트워크에서 춤춘다,Kapitel 4: Cyber-Cowboy
105,,Capitolo 05: Verso l'Isola della Felicità,Chapter 5　前往幸福之島　~YUGO的委託,,Chapter 5: 행복의 섬으로 ~유고의 의뢰,Kapitel 5: Zur Insel des Glücks
106,,Capitolo 06: Ragazza Connessa,Chapter 6　連繫的少女,,Chapter 6: 접속된 소녀,Kapitel 6: Mädchen mit Beziehungen
107,,Capitolo 07: Maestro Mascherato,Chapter 7　面具操縱者,,Chapter 7: 가면 조종자,Kapitel 7: Meister der Masken
108,,Capitolo 08: Cyber-Tristezza,Chapter 8　電腦憂愁,,Chapter 8: 전뇌 우울,Kapitel 8: Düstere Cyberwelt
109,,Capitolo 09: Tumulto d'Inverno,Chapter 9　冬季噪音,,Chapter 9: 겨울의 소음,Kapitel 9: Winterlicher Tumult
110,,Capitolo 10: Appena sotto lo zero,Chapter 10　低至冰點,,Chapter 10: 영점직하,Kapitel 10: Knapp Unter Null
111,,Capitolo 11: Collasso Dimensionale,Chapter 11　次元崩壞,,Chapter 11: 차원 붕괴,Kapitel 11: Dimensionskollaps
112,,Capitolo 12: Fuori Strada,Chapter 12　迷惘,,Chapter 12: 헤매다,Kapitel 12: Auf Irrwegen
113,,Capitolo 13: Il lungo pomeriggio della farfalla,Chapter 13　羽蝶的漫長午後,,Chapter 13: 나비의 긴 오후,Kapitel 13: Hudies langer Nachmittag
114,,Capitolo 14: Leggenda Oscura,Chapter 14　黑暗傳說,,Chapter 14: 암각 전설,Kapitel 14: Dunkle Legende
115,,Capitolo 15: Salvataggio e Ritorno,Chapter 15　奪回與回歸,,Chapter 15: 탈환과 귀환,Kapitel 15: Rettung und Rückkehr
116,,Capitolo 16: Ragazzo Sconfitto,Chapter 16　敗北少年,,Chapter 16: 패배한 소년,Kapitel 16: Besiegter Junge
117,,"Capitolo 17: Anche in Arcadia, là io sono",Chapter 17　吾於理想鄉,,Chapter 17: 아르카디아에 나는 존재한다,"Kapitel 17: Auch in Arkadi, da bin ich"
118,,Capitolo 18: I Nostri Ricordi,Chapter 18　我們的記憶,,Chapter 18: 우리들의 기억,Kapitel 18: Unsere Erinnerungen
119,,Epilogo,Epilogue,,Epilogue,Epilog
