ID,Japanese,English,Chinese,EnglishCensored,Korean,German
21,,Impedisce lo stordimento.,不會陷入暈眩狀態,,스턴에 걸리지 않는다.,Verhindert Betäubung.
22,,Previene lo stato di Dot.,不會陷入液晶化狀態,,액정화에 걸리지 않는다.,Verhindert Verpixelung.
23,,Previene la morte istantanea.,不會陷入即死狀態,,즉사에 걸리지 않는다.,Verhindert Soforttod.
24,,"10% di probabilità di avvelenare il bersaglio
quando si attacca.","發動攻擊時，
有10%的機率使對方中毒。",,"공격을 할 때 10%의 확률로 
대상을 맹독 상태로 만든다.","10 % Chance, das Ziel bei einem Angriff zu
vergiften."
25,,"10% di probabilità di confondere il bersaglio
quando si attacca.","發動攻擊時，
有10%的機率使對方混亂。",,"공격을 할 때 10%의 확률로 
대상을 혼란 상태로 만든다.","10 % Chance, das Ziel bei einem Angriff zu
verwirren."
26,,"10% di probabilità di paralizzare il bersaglio
quando si attacca.","發動攻擊時，
有10%的機率使對方麻痺。",,"공격을 할 때 10%의 확률로 
대상을 마비 상태로 만든다.","10 % Chance, das Ziel bei einem Angriff zu
lähmen."
27,,"10% di probabilità di addormentare il bersaglio
quando si attacca.","發動攻擊時，
有10%的機率使對方睡眠。",,"공격을 할 때 10%의 확률로 
대상을 잠재운다.","10 % Chance, das Ziel bei einem Angriff
einzuschläfern."
28,,"10% di probabilità di stordire il bersaglio
quando si attacca.","發動攻擊時，
有10%的機率使對方暈眩。",,"공격을 할 때 10%의 확률로 
대상을 스턴 상태로 만든다.","10 % Chance, das Ziel bei einem Angriff zu
betäuben."
29,,"10% di probabilità di far subire status alterato
""dot"" al bersaglio quando si attacca.","發動攻擊時，
有10%的機率使對方液晶化。",,"공격을 할 때 10%의 확률로 
대상을 액정화 상태로 만든다.","10 % Chance, das Ziel bei einem Angriff zu
verpixeln."
30,,"10% di probabilità di uccidere istantaneamente il
bersaglio durante l'attacco.","發動攻擊時，
有10%的機率使對方立即死亡。",,"공격을 할 때 10%의 확률로 
대상을 즉사시킨다.","10 % Chance, das Ziel bei einem Angriff
sofort zu töten."
31,,"Aumenta del 10% la probabilità che le combo
si verifichino e continuino.",連擊的發生、持續機率提升10%,,"콤보가 발생/이어질 확률이
10% 상승한다.","Erhöht die Wahrscheinlichkeit, Kombos
auszuführen oder fortzusetzen, um 10 %."
32,,Rende più facile fuggire dalla battaglia.,逃脫變得更容易成功。,,도주에 성공하기 쉬워진다.,Erleichtert die Flucht aus dem Kampf.
33,,Aumenta l'EXP guadagnata in battaglia.,增加戰鬥時獲取的EXP。,,배틀로 얻는 EXP가 증가한다.,Erhöht die in Kämpfen gewonnenen EP.
34,,Aumenta gli YEN guadagnati in battaglia.,增加戰鬥時獲取的YEN。,,배틀로 얻는 YEN이 증가한다.,Erhöht die in Kämpfen gewonnenen Yen.
35,,"Aumenta la probabilità che i nemici rilascino
oggetti.",增加敵人掉落道具的機率。,,적이 아이템을 떨어뜨릴 확률이 증가한다.,"Sorgt dafür, dass Gegner mehr Beute
zurücklassen."
36,,Aumenta i valori di scansione del 10%.,掃描值提升10%。,,스캔치가 10% 상승한다.,Erhöht Scanwerte um 10 %.
37,,"Aumenta gli effetti bonus alle statistiche del
5%.",狀態提升效果增加5%。,,획득하는 스테이터스 상승 효과가 5% 증가한다.,Erhöht bestehende Werteboni um 5 %.
38,,"Diminuisce gli effetti di riduzione delle
statistiche ricevute del 5%.",狀態降低效果減少5%。,,하락하는 스테이터스 하강 효과가 5% 감소한다.,Reduziert bestehende Wertemalusse um 5 %.
39,,Ripristina il 6% degli HP massimi a ogni turno.,每回合回復最大HP的6%。,,"매 턴, 최대 HP의 6%를 회복한다.","Stellt bei jedem Zug 6 % der maximalen TP
wieder her."
40,,Ripristina il 5% degli SP massimi a ogni turno.,每回合回復最大SP的5%。,,"매 턴, 최대 SP의 5%를 회복한다.","Stellt bei jedem Zug 5 % der maximalen SP
wieder her."
41,,Aumenta gli effetti di recupero HP del 20%.,HP回復效果增加20%。,,HP회복 효과가 20% 증가한다.,Verstärkt TP-Heilungseffekte um 20 %.
42,,"Aumenta i danni inflitti del 20%, ma aumenta
anche i danni ricevuti del 20%.","給予敵人的傷害增加20%，
但受到的傷害也增加20%。",,"주는 대미지가 20% 증가하지만
받는 대미지도 20% 증가한다.","Erhöht den verursachten aber auch den
erlittenen Schaden um 20 %."
43,,"Aumenta l'ATK del 20% quando gli HP scendono
sotto il 50%.","HP在50%以下時，
ATK提升25%。",,"HP 50% 이하가 되었을 때
공격력이 20% 상승한다.","Erhöht ANG um 20 %, wenn die TP unter 50 %
fallen."
44,,Riduce i danni fisici subiti del 15%.,受到的物理傷害減少15%。,,받는 물리 대미지가 15% 경감한다.,"Reduziert den erlittenen physischen Schaden
um 15 %."
45,,Aumenta del 50% i danni inflitti ai Royal Knights.,給予皇家騎士的傷害增加50%。,,"로얄 나이츠에게 주는 대미지가 
50% 증가한다.","Erhöht den Schaden gegen Royal Knights
um 50 %."
46,,"Assicura di muovere sempre per primi in battaglia.
(Influisce solo sul lanciatore.)","戰鬥開始時必定能先採取行動。
（本技能只影響本人）",,"배틀 시작 시 반드시 선제공격 할 수 있다.
(이 스킬은 사용자에게만 영향을 준다)","Sorgt dafür, dass du im Kampf immer zuerst am
Zug bist. (Betr. nur d. ausführende Digimon.)"
47,,"Aumenta ACU ed EVA del 5%,
e CRT del 10%.",ACU和EVA提升5%，CRT提升10%。,,"명중률과 회피율이 5% 상승하고
크리티컬 발생률이 10% 상승한다.","Erhöht GEN und AWN um 5 % sowie 
KRT um 10 %."
48,,"Aumenta la SPD del 10% e il danno
delle skill di Fuoco e Luce del 10%.","SPD提升10%，
火、光屬性技能造成的傷害增加10%。",,"민첩이 10% 상승하고 불/빛속성 스킬로
주는 대미지가 10% 증가한다.","Erhöht GES sowie den Schaden von Feuer- und
Lichtfertigkeiten um 10 %."
49,,"Aumenta la DEF del 10% e il danno da
abilità Acqua e Oscurità del 10%.","DEF提升10%，
水、闇屬性技能造成的傷害增加10%。",,"방어력이 10% 상승하고 물/어둠속성 스킬로
주는 대미지가 10% 증가한다.","Erhöht VER sowie den Schaden von Wasser- 
und Dunkelfertigkeiten um 10 %."
50,,"Se i HP sono superiori al 50% dei HP massimi, un
attacco fatale invece ti lascerà con 1 HP.","HP在50%以上，遭受導致無法戰鬥的攻擊時，
能以HP1的狀態承受住。",,"HP 50% 이상으로 전투불능이 되는 공격을
받았을 때, HP를 1 남긴다.","Bei über 50 % der maximalen TP reduziert ein
andernfalls tödlicher Angriff die TP auf 1."
51,,Riduce i danni subiti del 10%.,受到的傷害減少10%。,,받은 대미지를 10% 경감한다.,Reduziert den erlittenen Schaden um 10 %.
52,,"Riduce del 50% la probabilità di subire
alterazioni di stato.",陷入異常狀態的機率降低50%。,,상태이상이 될 확률이 50% 저하된다.,"Reduziert die Häufigkeit von Statusleiden
um 50 %."
53,,"Aumenta ATK, DEF, INT e SPD del 5%.",ATK、DEF、INT、SPD提升5%。,,"공격력/방어력/지력/민첩이
5% 상승한다.","Erhöht ANG, VER, INT und GES um 5 %."
54,,Aumenta ATK e INT del 10%.,ATK和INT提升10%。,,공격력과 지력이 10% 상승한다.,Erhöht ANG und INT um 10 %.
55,,"Aumenta del 10% i danni delle skill di
tipo Fuoco e Vento.",火、風屬性技能造成的傷害增加10%. ,,"불/바람속성 스킬로
주는 대미지가 10% 증가한다.","Erhöht den Schaden von Feuer- und
Windfertigkeiten um 10 %."
56,,"Riduce il SP consumato dalle skill
del 20%.",使用技能時消費的SP減少20%。,,스킬로 소비하는 SP가 20% 감소한다.,"Reduziert den SP-Verbrauch von Fertigkeiten
um 20 %."
57,,"Aumenta EVA e CRT del 5%,
e SPD del 10%.",EVA和CRT提升5%，SPD提升10%。,,"회피율과 크리티컬 발생률이 5% 상승하고
민첩이 10% 상승한다.","Erhöht AWN und KRT um
5 % sowie GES um 10 %."
58,,"Aumenta l'ATK del 50% quando gli HP
scendono sotto il 10%.","HP在10%以下時，
ATK提升50%。",,"HP 10% 이하가 되면
공격력이 50% 상승한다.","Erhöht ANG um 50 %, wenn die TP unter 10 %
fallen."
59,,"Ha una probabilità del 10% di ridurre
i danni subiti del 75%.",有10%的機率使受到的傷害減少75%。,,"10%의 확률로 받는 대미지를
75% 경감한다.","10 % Chance, den erlittenen Schaden um 75 %
zu reduzieren."
60,,"Aumenta del 15% i danni da attributi
con buona affinità.",給予有利屬性的傷害增加15%,,"유리한 속성에 주는 대미지가
15% 증가한다.","Erhöht den Schaden von Attributen mit guter
Affinität um 15 %."
61,,"Aumenta l'INT del 50% quando gli 
HP scendono sotto il 25%.","HP在25%以下時，
INT提升50%。",,"HP 25% 이하가 되었을 때
지력이 50% 상승한다.","Erhöht INT um 50 %, wenn die TP unter 25 %
fallen."
62,,"Aumenta del 20% la quantità di HP e SP 
recuperati dagli effetti di assorbimento.","因HP吸收效果、SP吸收效果
回復量增加20%。",,"HP흡수/SP흡수 효과에 의한 회복률이
20% 증가한다.","Erhöht die durch Absorption erhaltene TP- und
SP-Menge um 20 %."
63,,"Riduce i PS del 5% dei PS massimi e
aumenta l'ATK del 5% a ogni turno.","每回合減少最大HP的5%，
ATK提升5%。",,"매 턴, 최대 HP의 5%만큼 HP가 감소하고
공격력이 5% 상승한다.","Verbraucht bei jedem Zug 5 % der maximalen 
TP und erhöht gleichzeitig ANG um 5 %."
64,,"Previene Sonno e ha una probabilità del 30% di
infliggere Sonno al bersaglio quando attacca.","不會陷入睡眠狀態。且在發動攻擊時，
有30%的機率使對方睡眠。",,"수면에 걸리지 않는다. 또한 공격했을 때
30%의 확률로 대상을 잠재운다.","Verhindert Schlaf. 30 % Chance, das Ziel bei
einem Angriff einzuschläfern."
65,,"30% di probabilità di uccidere istantaneamente il
bersaglio quando attacca se inferiore al livello Ultra.","發動攻擊時，對方若為完全體以下，
有30%的機率使對方立即死亡。",,"공격했을 때 대상이 완전체 이하일 경우
30% 확률로 즉사시킨다.","30 % Chance, ein Ziel unter der Ultra-Stufe
bei einem Angriff sofort zu töten."
66,,"Aumenta del 15% i danni inflitti ai bersagli
se sono Mega o superiori.","對方為究極體以上時，
給予的傷害增加15%。",,"대상이 궁극체 이상일 때
주는 대미지가 15% 증가한다.","Erhöht den Schaden gegen Ziele auf 
Mega-Stufe oder höher um 15 %."
67,,"Riduce i danni ricevuti dagli attacchi fisici
del 10% e li converte in SP.","受到物理攻擊時，
傷害減少10%並轉換為SP。",,"물리공격을 받았을 때
대미지의 10%를 경감하고 SP로 변환한다.","Reduziert den Schaden durch physische
Angriffe um 10 % und wandelt ihn in SP um."
68,,"Aumenta del 5% i danni da
tutte le skill di attributo.",全屬性技能造成的傷害增加5%。,,"모든속성의 스킬 대미지가
5% 증가한다.","Erhöht den Schaden von Fertigkeiten aller
Attribute um 5 %"
69,,"Riduce i danni ricevuti dagli attacchi magici
del 10% e li converte in HP.","受到魔法攻擊時，
傷害減少10%並轉換為HP。",,"마법공격을 받았을 때
대미지의 10%를 경감하고 HP로 변환한다.","Reduziert den Schaden durch magische
Angriffe um 10 % und wandelt ihn in TP um."
70,,Aumenta DEF e INT del 10%.,DEF和INT提升10%。,,방어력과 지력이 10% 상승한다.,Erhöht DEF und INT um 10 %.
71,,Aumenta ATK e SPD del 10%.,ATK和SPD提升10%。,,공격력과 민첩이 10% 상승한다.,Erhöht ANG und GES um 10 %.
72,,"Riduce i danni ricevuti dalle specie
con affinità sfavorevole del 15%.",受到不利種族造成的傷害減少15%。,,"불리한 종족으로부터 받는 대미지를
15% 경감한다.","Reduziert den durch Wesen mit schlechter
Affinität erlittenen Schaden um 15 %."
73,,"Aumenta i danni delle skill Luce e Tenebra del 10%
e aumenta gli effetti di recupero HP del 10%.","光、闇屬性技能造成的傷害增加10%，
HP回復效果增加10%。",,"빛/어둠속성 스킬로 받는 대미지가 10%
증가하고 HP회복 효과가 10% 증가한다.","Erhöht TP-Regeneration sowie den Schaden 
von Licht- und Dunkelfertigkeiten um 10 %."
74,,"Ripristina il 3% degli HP e SP massimi
ad ogni turno.",每回合回復最大HP和最大SP的3%。,,"매 턴, HP와 SP가
최대 3% 회복한다.","Stellt bei jedem Zug 3 % der maximalen TP
und SP wieder her."
75,,Aumenta ACU ed EVA dell'1%.,ACU和EVA提升1%。,,명중률과 회피율이 1% 상승한다.,Erhöht GEN und AWN um 1 %.
76,,"Aumenta SPD ed EVA del 25%
quando gli HP scendono sotto il 25%.","HP在25%以下時，
SPD和EVA提升25%。",,"HP 25% 이하가 되었을 때
민첩과 회피율이 25% 상승한다.","Erhöht GES und AWN um 25 %, wenn die TP
unter 25 % fallen."
77,,"Aumenta del 10% i danni delle tecniche
Acqua e Luce.",水、光屬性技能造成的傷害增加10%。,,"물/빛속성 스킬 대미지가
10% 증가한다.","Erhöht den Schaden von Wasser- und
Lichtfertigkeiten um 10 %."
78,,"Aumenta del 30% la quantità di SP ricevuta dagli
effetti di assorbimento.",SP吸收效果的回復量增加30%。,,"SP흡수 효과로 회복량이
30% 증가한다.","Erhöht die durch Absorption erhaltene
SP-Menge um 30 %."
79,,"Aumenta l'ATK del 10% e la quantità di HP
ricevuti dagli effetti di assorbimento del 30%.",攻擊力增加10%，HP吸收效果的回復量增加30%。,,"공격력이 10% 증가하고 HP흡수 효과에 의한
회복량이 30% 증가한다.","Erhöht ANG um 10 % und die durch Absorption
erhaltene TP-Menge um 30 %."
80,,Aumenta ACU e CRT del 10%.,命中率與CRT發生率上升10%,,"명중률과 크리티컬 발동률이
10% 상승한다.","Erhöht GEN und KRT um 10 %.
"
81,,"Aumenta i danni inflitti del 30%, ma aumenta 
anche i danni subiti del 30%.","給予的傷害增加30%，
但受到的傷害也會增加30%。",,"주는 대미지가 30% 증가하지만
받는 대미지도 30% 증가한다.","Erhöht den verursachten aber auch den
erlittenen Schaden um 30 %."
82,,"Aumenta del 10% i danni delle tecniche
di Vento e Luce.",風‧光屬性技能所給予的傷害增加10%,,"바람/빛속성 스킬 대미지가
10% 증가한다.","Erhöht den Schaden von Wind- und
Lichtfertigkeiten um 10 %."
83,,"Aumenta del 50% il danno magico ricevuto, 
ma aumenta anche l'ATK del 25%.","受到的魔法傷害增加50%，
但攻擊力提升25%。",,"받는 마법 대미지가 50% 증가하는 대신
공격력이 25% 증가한다.","Erhöht den erlittenen magischen Schaden 
um 50%, aber auch ANG um 25 %."
84,,"Aumenta il danno fisico ricevuto del 20%,
ma aumenta anche l'INT del 13%","受到的物理傷害增加20%，
但AVD提昇13%。",,"받는 물리 대미지가 20% 증가하는 대신
회피율이 13% 상승한다.","Erhöht den erlittenen physischen Schaden
um 20 %, aber auch INT um 13 %."
85,,"Aumenta del 10% il danno delle tecniche
Elettriche e Vento.",雷‧風屬性所給予的傷害增加10%。,,"전기/바람속성 스킬 대미지가
10% 증가한다.","Erhöht den Schaden von Elektro- und
Windfertigkeiten um 10 %."
86,,"Ripristina il 5% di HP max a ogni turno e aumenta
gli HP ricevuti dagli eff. di assorbimento del 20%.","每回合回復HP最大值的5%，
因HP吸收效果，回復量增加20%。",,"매 턴, 최대 HP의 5%만큼 HP를 회복하고 
HP흡수 효과로 회복률이 20% 증가한다.","Regeneriert jeden Zug 5 % der maximalen TP,
erhöht die absorbierte TP-Menge um 20 %."
87,,"Riduce la probabilità di Morte Istantanea 
del 50% e aumenta il CRT del 10%.","降低受到即死效果的機率50%，
提昇CRT發生率10%。",,"즉사에 걸릴 확률을 50% 저하하고
크리티컬 발생률이 10% 상승한다.","Reduziert Chance auf Soforttod um 50 %,
erhöht KRT um 10 %."
88,,"Aumenta del 25% gli HP ricevuti dagli effetti
di assorbimento.",增加依照HP吸取效果的回復量25%。,,"HP흡수 효과에 따른 회복량이
25% 증가한다.",Erhöht die absorbierte TP-Menge um 25 %.
89,,"Riduce i danni subiti dagli attacchi da 
scontri sfavorevoli del 10% e li converte in PS.","受到適性不利的種族攻擊時，
減輕傷害10%，變換為SP。",,"불리한 종족으로부터 공격을 받았을 때
대미지의 10%를 경감하고 SP로 변환한다.","Reduziert Angriffsschaden bei schlechten
Kombos um 10 % und wandelt ihn in SP um."
90,,"Aumenta ATK, DEF, INT e SPD del 10%.","ATK．DEF．INT．SPD
上升10%。",,"공격력/방어력/지력/민첩이
10% 상승한다.","Erhöht ANG, VER, INT und GES um 10 %."
91,,"Aumenta la SPD del 20%, ma riduce l'ATK del 10%.","SPD上升20%。
ATK減少10%。",,"민첩이 20% 상승하는 대신
공격력이 10% 감소한다.","Erhöht GES um 20 %, senkt ANG um 10 %."
92,,"Aumenta l'ATK del 20%, ma riduce la SPD del 10%.","ATK上升20%。
SPD減少10%。",,"공격력이 20% 상승하는 대신
민첩이 10% 감소한다.","Erhöht ANG um 20 %, senkt GES um 10 %."
93,,"Aumenta del 8% il danno inflitto dalle 
tecniche di tipo Fuoco, Vento, Erba e Terra.","增加 火．風．草．土屬性技能
所給予的傷害8%。",,"불/바람/풀/땅 속성 스킬로
주는 대미지가 8% 증가한다.","Erhöht den Schaden von Feuer-, Wind-,
Pflanzen- und Erdfertigkeiten um 8 %."
94,,"Aumenta del 8% i danni inflitti dalle 
tecniche di Elettricità, Acqua, Luce e Oscurità.","增加 雷．水．光．闇屬性技能
所給予的傷害8%。",,"전기/물/빛/어둠속성 스킬로
주는 대미지가 8% 증가한다.","Erhöht den Schaden von Elektro-, Wasser-,
Licht- und Dunkelfertigkeiten um 8 %."
95,,"Aumenta ATK e INT del 10% e aumenta
i danni inflitti dalle tecniche di Luce del 10%.","ATK與INT上升10%，增加光屬性技能
所給予的傷害10%。",,"공격력과 지력이 10% 상승하고 빛속성 스킬로
주는 대미지가 10% 증가한다.","Erhöht ANG und INT um 10 %. Erhöht den
Schaden von Lichtfertigkeiten um 10 %."
96,,"Ha una probabilità del 5% di aumentare ATK e
diminuire DEF del 50% quando si subiscono danni.","被攻擊時，5%的機率上升ATK50%
DEF減少50%。",,"대미지를 받았을 때 5%의 확률로 공격력이
50% 증가하고 방어력이 50% 감소한다.","Chance von 5 % auf ANG +50 % und 
VER –50 % bei erlittenem Schaden."
97,,"Aumenta SPD e danno inflitto da abilità 
di Vento del 10%.","增加風屬性技能所給予的傷害，
且SPD也增加10%。",,"바람속성 스킬로 주는 대미지와
민첩이 10% 증가한다.","Erhöht GES und den Schaden von
Windfertigkeiten um 10 %."
98,,"Aumenta ATK e i danni inflitti da abilità di
tipo Terra del 10%.","增加土屬性技能所給予的傷害，
且ATK也增加10%。",,"땅속성 스킬로 주는 대미지와
공격력이 10% 증가한다.","Erhöht ANG und den Schaden von
Erdfertigkeiten um 10 %."
99,,Aumenta i danni inflitti del 10%.,增加所給予的傷害10%。,,주는 대미지가 10% 증가한다.,Erhöht den verursachten Schaden um 10 %.
100,,Riduce i danni subiti del 10%.,減輕受到的傷害10%。,,받는 대미지를 10% 경감한다.,Reduziert den erlittenen Schaden um 10 %.
101,,"Aumenta leggermente l'EXP dalle battaglie e
riduce i danni subiti del 5%.","增加在戰鬥中所得到的EXP，
減輕受到的傷害5%。",,"배틀로 얻는 EXP가 조금 증가하고
받는 대미지를 5% 경감한다.","Erhöht EP bei Kämpfen leicht, senkt
erlittenen Schaden um 5 %."
102,,"Aumenta ATK e la probabilità che si 
verifichino combo dell'8%.",提高ATK及連擊發生．接續的機率8%。,,"공격력과 콤보의 발생/이어질 확률이
8% 상승한다.","Erhöht ANG und die Wahrscheinlichkeit,
Kombos auszuführen, um 8 %."
103,,"Riduce del 10% la prob. di ricevere alterazioni di
stato. Ripristina il 5% degli HP per turno.","降低受到異常狀態的機率10%，
每一回合回復HP5%。",,"상태이상 확률이 10% 저하하고
매 턴 HP를 5% 회복한다.","Reduziert die Häufigkeit von Statusleiden
um 10 %. Regeneriert pro Zug 5 % TP."
104,,"Aumenta i danni inflitti da abilità di 
Luce e Oscurità del 10%.",增加光．闇屬性技能所給予的傷害10%。,,"빛/어둠속성 스킬로 주는 대미지가
10% 증가한다.","Erhöht den Schaden von Licht- und
Dunkelfertigkeiten um 10 %."
105,,"Aumenta gli HP dagli effetti di assorbime. del 25%
e i danni inflitti dalle abl. di tipo Oscurità del 10%.","依照HP吸取效果回復量25%，
增加闇屬性技能所給予的傷害10%。",,"HP 흡수 효과에 따른 회복량이 25%, 어둠속성
스킬로 주는 대미지가 10% 증가한다.","Erhöht absorbierte TP-Menge um 25 % sowie
den Schaden von Dunkelfertigkeiten um 10 %."
106,,Aumenta l'EXP guadagnata in battaglia.,增加在戰鬥中所獲得的EXP。,,배틀로 얻는 EXP가 증가한다.,Erhöht die in Kämpfen gewonnenen EP.
107,,"Aumenta sia ATK che i danni inflitti dalle
abilità di Fuoco e Oscurità del 10%.","ATK上升10%，且增加火．闇屬性技能
所給予的傷害10%。",,"공격력이 10% 올라가고 불/어둠속성 스킬로
주는 대미지가 10% 증가한다.","Erhöht ANG und den Schaden von Feuer- und
Dunkelfertigkeiten um 10 %."
108,,"Diminuisce notevolmente EVA, ma riduce anche
i danni subiti del 15%.","EVA大幅下降，
但所受損傷減少15%。",,"회피율이 크게 떨어지는 대신
받는 대미지를 15% 경감한다.","Reduziert AWN erheblich, verringert aber auch
den erlittenen Schaden um 15 %."
109,,Riduce il consumo di SP delle skill del 15%.,技能消費SP減少15%。,,스킬로 소비되는 SP가 15% 감소한다.,"Reduziert den SP-Verbrauch von Fertigkeiten
um 15 %."
110,,"Riduce del 30% la probabilità di subire
alterazioni di stato.",受到異常狀態機率減少30%。,,상태이상이 될 확률을 30% 저하한다.,"Reduziert die Häufigkeit von Statusleiden
um 30 %."
111,,"Aumenta CRT e la probabilità di combo
del 10%.","產生、持續連擊的機率，
與CRT發生率提昇10%。",,"콤보의 발생/이어질 확률과
크리티컬 발생률을 10% 올린다.","Erhöht KRT und die Wahrscheinlichkeit, 
Kombos auszuführen, um 10 %."
112,,"Aumenta del 50% il danno inflitto ai
Royal Knights.",對皇家騎士的損傷增加50%,,"로얄 나이츠에 주는 대미지가
50% 증가한다.","Erhöht den Schaden gegen Royal Knights
um 50 %."
113,,"Aumenta i danni inflitti del 5% e diminuisce
i danni ricevuti del 5%.","增加造成損傷5%，
減少受到損傷5%。",,"주는 대미지가 5% 증가하고
받는 대미지가 5% 경감한다.","Erhöht den Schaden um 5 %, reduziert
erlittenen Schaden um 5 %."
114,,"Aumenta gli yen guadagnati in battaglia e 
assicura una fuga riuscita, se possibile.","增加戰鬥時能得到的YEN，
在能逃走的戰鬥，一定能成功逃走。",,"배틀로 획득하는 YEN이 증가하고
도주 가능한 전투에서 반드시 도주에 성공한다.","Erhöht die in Kämpfen gewonnenen Yen. 
Sichert Flucht aus Kämpfen, wenn möglich."
201,,"Annulla gli effetti di riduzione delle statistiche
ricevuti.",無效基本狀態下降效果。,,받는 스테이터스 하락 효과를 무효화한다.,Negiert bestehende Wertemalusse.
202,,"Assicura una fuga di successo da qualsiasi
battaglia da cui ci si può fuggire.",有逃脫的機會的戰鬥，絕對能逃脫成功。,,도주 가능한 전투에서 반드시 도주에 성공한다.,"Sichert erfolgreiche Flucht von allen
Kämpfen, bei denen man fliehen kann."
203,,Aumenta significativamente l'EXP ottenuta in
battaglia.,大幅的增加在戰鬥中獲得的EXP。,,배틀로 얻는 EXP가 크게 증가한다.,Erhöht die in Kämpfen gewonnenen EP stark.
115,,Aumenta ATK e CRT del 10%.,ATK跟CRT發生率上升10%。,,공격력과 크리티컬 발생률이 10% 상승한다.,Erhöht ANG und KRT um 10 %.
116,,"Aumenta i danni delle skill Neutre del 20%, ma
diminuisce i danni di tutte le altre skill del 10%.","增加無屬性技能造成的損傷20％，
但會減少其他屬性造成的損傷10％。",,"무속성 스킬의 대미지가 20% 증가하지만
다른 속성 스킬의 대미지가 10% 감소한다.","Neutralfertigkeiten bewirken +20 % Schaden,
andere Fertigkeiten bewirken –10 % Schaden."
