ID,Japanese,English,Chinese,EnglishCensored,Korean,German
17,"","                 WARNING
If you go down on the tracks, you will not
be able to return to the platform.","～注意～
跳下鐵軌後
無法重回月台","","                 ～ 주의 ～
               선로로 내려오면
홈으로 돌아갈 수 없게 됩니다","                 ACHTUNG
Wenn du der Strecke folgst, kannst du nicht
zur Plattform zurückkehren."
18,"","You cannot buy this in the demo.","試玩版
無法購物","","평가판에서는
쇼핑을 할 수 없습니다.","Dies kannst du in der Demo nicht kaufen."
19,"","Completed scan.","掃描完畢","","스캔을 완료했다.","Scan abgeschlossen."
22,"","You got Keyword ""[2 Kowloon]""!","獲得關鍵字【[2Kowloon]】！","","키워드【[2쿠롱]】
을 획득!","Du hast das Stichwort „[2Kowloon]“ erhalten!"
23,"","You got ""???"".","獲得【？？？】","","【？？？】
을 입수했습니다.","Du hast „???“ erhalten."
24,"","Let's follow Nokia!","追上諾奇雅","","노키아를 쫓아가자.","Folgen wir Nokia!"
25,"","You can't go down this street.
We'll have to find another street.","現在過不去
找別條路吧","","지금은 지나갈 수 없어.
다른 길을 찾아보자.","Du kannst diese Straße nicht entlanggehen.
Wir müssen eine andere finden."
26,"","Arata has it.","新在等待","","아라타가 기다리고 있다.","Arata kann weiterhelfen."
32,"","Press the × Button in front of the
vending machine next to you.","請在隔壁的自動販賣機前
按下×鍵","","주변 자판기 앞에서
× 버튼을 눌러주세요","Stell dich vor den Verkaufsautomaten neben dir und
drücke den ×-Knopf."
33,"","Check the case board at the
agency.","請回報至事務所裡的委託板","","사무실에 있는
의뢰보드에 보고해주세요.","Sieh auf dem Schwarzen Brett im Büro nach."
37,"","You got the hot guy's cellphone.","獲得道具「帥氣男子的手機」","","아이템「훈남의 핸드폰」을 입수했다.","Du hast das Handy des heißen Typen erhalten."
38,"","You gave the hot guy's cellphone to the hot guy.","將「帥氣男子的手機」交給帥氣的男子","","잘생긴 남자에게「훈남의 핸드폰」을 건넸다.","Du hast dem heißen Typen sein Handy gegeben."
39,"","You got the boxing association card.","獲得道具「拳擊協會人員的名片」","","아이템「복싱협회 사람의 명함」을 입수했다.","Du hast die Karte vom Boxverband erhalten."
40,"","You tore up the card.","主角撕破了名片","","주인공은 명함을 찢어버렸다.","Du hast die Karte zerrissen."
41,"","You have persuaded Gaomon.
Report to the client.","成功說服迦奧獸
向委託人報告吧","","가오몬의 설득에 성공했다.
의뢰인에게 보고하자.","Du hast Gaomon überzeugt. Melde das dem Klienten."
42,"","We should return to Hagurumon.","回到齒輪獸身邊","","톱니몬이 있는 곳으로 돌아가자.","Wir sollten zu Hagurumon zurückkehren."
43,"","You fit the gear in Hagurumon.","為齒輪獸裝上齒輪","","주인공은 톱니몬에게 톱니바퀴를 끼웠다.","Du hast das Zahnrad in Hagurumon eingefügt."
44,"","You got the Ogremon bone.","獲得奧加獸的骨頭","","우가몬의 뼈를 입수했다.","Du hast Ogremons Knochen erhalten."
45,"","You turned in the Ogremon bone.","交出奧加獸的骨頭","","우가몬의 뼈를 건네주었다.","Du hast Ogremons Knochen abgegeben."
46,"","You got Growlmon's homemade noodles.","獲得古拉獸的手作拉麵","","그라우몬의 수제 라면을 입수했다.","Du hast Growlmons selbstgemachte Nudeln erhalten."
47,"","You handed over Growlmon's homemade noodles.","交出古拉獸的手作拉麵","","그라우몬의 수제 라면을 건네주었다.","Du hast Growlmons selbstgemachte Nudeln
vorbeigebracht."
48,"","You got the coffee beans.","獲得咖啡豆","","커피콩을 입수했다.","Du hast die Kaffeebohnen erhalten."
49,"","You got the Zaxon's mask.","獲得Zaxon的面具","","잭슨 가면을 입수했다.","Du hast die Zaxon-Maske erhalten."
50,"","[p] got data on the Digivice.","[p]用Digivice接收了資料","","[p]의 디지바이스가 데이터를 받았다.","[p] hat Daten auf dem Digivice empfangen."
1000,"","Data 1 is corrupted.","DATA1已毀損","","DATA1이 망가져 있습니다.","Datei 1 ist beschädigt."
1001,"","Data 2 is corrupted.","DATA2已毀損","","DATA2가 망가져 있습니다.","Datei 2 ist beschädigt."
1002,"","Data 3 is corrupted.","DATA3已毀損","","DATA3이 망가져 있습니다.","Datei 3 ist beschädigt."
1003,"","Saving...","保存中","","저장하고 있습니다.","Speichern ..."
1004,"","Save was successful.","保存完畢","","저장을 완료했습니다.","Erfolgreich gespeichert."
1005,"","There is not enough space.
Please delete or overwrite some save data.","保存空間不足
請刪除或覆蓋保存資料","","공간이 부족합니다.
저장 데이터를 삭제하거나 덮어쓰기 해주세요.","Zu wenig Speicherplatz.
Bitte lösche oder überschreibe Speicherdaten."
1006,"","There is not enough space.
Please delete or overwrite some save data.","保存空間不足
請刪除或覆蓋其他保存資料","","공간이 부족합니다.
다른 저장 데이터를 삭제하거나 덮어쓰기 해주세요.","Zu wenig Speicherplatz.
Bitte lösche oder überschreibe Speicherdaten."
1007,"","Save failed.","保存失敗","","저장에 실패했습니다.","Speichern fehlgeschlagen."
1008,"","Loading...","讀取中","","불러오고 있습니다.","Ladevorgang ..."
1009,"","Loaded successfully.","讀取完畢","","불러오기가 완료되었습니다.","Erfolgreich geladen."
1010,"","Load failed.","讀取失敗","","불러오기에 실패했습니다.","Laden fehlgeschlagen."
1011,"","File is corrupted.","檔案毀損","","파일이 깨져있습니다.","Datei ist beschädigt."
1012,"","Deleting save data...","正在刪除保存資料","","저장 데이터를 삭제하고 있습니다.","Lösche Speicherdaten ..."
1013,"","Successfully deleted.","刪除完畢","","삭제가 완료되었습니다.","Erfolgreich gelöscht."
1014,"","Failed to delete.","刪除失敗","","삭제에 실패했습니다.","Löschen fehlgeschlagen."
1015,"","There is downloaded content that is not readable.
Please redownload it from the Steam Store.","發現無法正常讀取的下載內容
請至「Steam商店」重新下載","There is downloaded content that is not readable.
Please redownload it from the Steam Store.","정상적으로 읽어들이지 못한 다운로드 콘텐츠가 있습니다
Steam 스토어에서 다시 다운로드해주십시오","Heruntergeladener Inhalt nicht lesbar.
Bitte nocheinmal vom Steam Store herunterladen."
1200,"","You cannot move Digimon to the same place.","無法移動至同一個場所","","같은 장소에는 디지몬을 이동할 수 없습니다.","Du kannst Digimon nicht an denselben Ort
verschieben."
1201,"","Exceeds Party Memory and cannot be moved.","超過隊伍上限，無法移動","","파티 메모리를 초과하기 때문에 이동할 수 없습니다.","Übersteigt den Gruppenspeicher und kann nicht
verschoben werden."
1202,"","This action would remove Digimon from the Party,
so this Digimon cannot be selected.","因隊伍中將沒有數碼寶貝
故無法選擇此數碼寶貝","","파티에 디지몬이 없어지기 때문에
이 디지몬은 선택할 수 없습니다.","Dies würde alle Digimon aus der Gruppe entfernen.
Das Digimon kann daher nicht ausgewählt werden."
1203,"","The DigiBank is full, so you cannot DigiConvert
now.","銀行空間不足
無法孵化數碼寶貝","","뱅크에 빈 공간이 없어
디지털 컨버트를 할 수 없습니다.","Digi-Umwandlung ist zurzeit nicht möglich, da die
Digibank voll ist."
1204,"","You cannot load a Digimon at max level.","等級已達上限，無法吸收數碼寶貝","","레벨이 최대이기 때문에 디지몬 로드가 불가능합니다.","Du kannst kein Digimon auf maximalem Level laden."
1205,"","This action would remove Digimon from the Party,
so you cannot return this Digimon to scan data.","因隊伍中將沒有數碼寶貝
故無法回復為掃描數據","","파티에 디지몬이 없어지기 때문에
이 디지몬은 스캔 데이터로 되돌릴 수 없습니다.","Dies würde alle Digimon aus der Gruppe entfernen.
Das Umwandeln in Scandaten ist daher nicht möglich."
1206,"","Returned to scan data.
[d0]：[n0]%=>[4[n1]%]","已回復為掃描數據
[d0]：[n0]％⇒[4[n1]％]","","스캔 데이터로 되돌렸습니다.
[d0]：[n0]％⇒[4[n1]％]","In Scandaten umgewandelt.
[d0]: [n0] % =>[4[n1] %]"
1207,"","You have exceeded party memory.
Please reduce the memory use of the party.","超過隊伍上限
請減少隊伍的消耗容量","","파티 메모리를 초과했습니다.
파티의 소비 메모리를 줄여주세요.","Der Gruppenspeicher wurde überschritten.
Bitte reduziere den Speicherbedarf der Gruppe."
1208,"","[d0] has learned 20 skills or more.
Please delete a learned skill.","[d0]習得技能已超過20個
請減少習得技能","","[d0]이 기억한 스킬이 20개 이상입니다.
기억한 스킬을 줄여주세요.","[d0] hat 20 oder mehr Fertigkeiten erlernt.
Bitte lösche eine erlernte Fertigkeit."
1209,"","The DigiBank is full.","銀行空間不足","","뱅크에 빈 공간이 없습니다.","Die Digibank ist voll."
1210,"","The Party is full.","隊伍空間不足","","파티에 빈 자리가 없습니다.","Die Gruppe ist voll."
1211,"","WARNING: If you Digivolve or De-Digivolve this
Digimon, it will not be possible to undo it.","此數碼寶貝一旦進化、退化後就無法復原
進化、退化時請特別留意","","이 디지몬은 진화/퇴화하면 원래대로 되돌릴 수 없습니다.
진화/퇴화를 할 때 주의해주세요.","ACHTUNG: Die Digitation oder De-Digitation dieses
Digimon kannst du nicht rückgängig machen."
1300,"","New cases added: [4[n0]]","新增了[4[n0]]件委託","","새로운 [4[n0]]건의 의뢰가 추가되었습니다.","Neue Fälle hinzugefügt: [4[n0]]"
1301,"","You can't start investigating this because
you are already on another case.","尚有調查中的委託
無法開始調查","","조사 중인 의뢰가 있어
조사를 개시할 수 없습니다.","Du kannst nicht mit den Ermittlungen beginnen,
weil du bereits an einem anderen Fall arbeitest."
1302,"","[d0]:
Investigation Start!","開始調查[d0]！","","[d0]의 조사 개시!","Ermittlungsbeginn:
„[d0]“"
1303,"","Investigation of [d0]
complete! Report back to the Detective Agency!","[d0]調查完畢！
前往偵探事務所回報！","","[d0]의 조사 완료!
탐정사무소에 보고하러 가자!","„[d0]“
abgeschlossen! Erstatte dem Detektivbüro Bericht."
1304,"","Became [4[d0]]!","變成[4[d0]]了！","","[4[d0]](이)가 되었다!","Neuer Rang: [4[d0]]"
1305,"","Became [4[d0]]!
Learned [4[d1]]!","變成[4[d0]]了！
習得[4[d1]]了！","","[4[d0]](이)가 되었다!
[4[d1]]을(를) 습득했다!","Zu [4[d0]] geworden!
[4[d1]] erlernt!"
1400,"","Checking system data...","系統數據查詢中","","시스템 데이터를 체크하고 있습니다.","Prüfe Systemdaten ..."
1600,"","There are no Digimon that fit the search criteria.","沒有符合條件的數碼寶貝","","검색 조건에 해당하는 디지몬이 없습니다.","Es gibt keine Digimon, die den Suchkriterien
entsprechen"
1700,"","Learned skills have exceeded the maximum.
Please reduce the number of skills to 20.","習得技能數已超過上限
請將習得技能數減少至20個","","기억한 스킬이 상한을 넘었습니다.
기억한 스킬을 20개 이내로 해주세요.","Die maximale Anzahl erlernter Fertigkeiten wurde
überschritten. Bitte reduziere die Anzahl auf 20."
1900,"","Cannot be used right now.","現在無法使用","","지금은 사용할 수 없습니다.","Kann im Moment nicht verwendet werden."
1901,"","This will have no effect if used.","即使使用也沒有任何效果","","사용해도 효과가 없습니다.","Die Benutzung wird wirkungslos sein."
1902,"","Party Memory maximum increased by [n0]!
[n1] => [4[n2]]","隊伍上限的最大值增加[n0]！
[n1]　⇒　[4[n2]]","","파티 메모리의 최대치가 [n0]증가했다!
[n1]　⇒　[4[n2]]","Maximaler Gruppenspeicher um [n0] erhöht!
[n1] => [4[n2]]"
1903,"","[d0] got [4[n0]] EXP!","[d0]獲得[4[n0]]EXP！","","[d0]은(는) EXP를 [4[n0]] 획득했다!","[d0] hat [4[n0]] EP erhalten!"
1904,"","[d0]'s CAM has increased
by [4[n0]]!","[d0]的友情提升[4[n0]]！","","[d0]의 우정이 [4[n0]]상승했다!","KAM von [d0] ist um
[4[n0]] gestiegen!"
1905,"","[d0]'s Personality has
changed to [4[d1]]!","[d0]的個性變成[4[d1]]！","","[d0]의 개성이 [4[d1]]이 되었다!","Die Persönlichkeit von [d0] hat sich
zu [4[d1]] verändert!"
1906,"","[d0]'s Max HP increase
value went down!","[d0]的最大HP上升值下降！","","[d0]의 최대 HP의 상승치가 떨어졌다!","Steigerung der max. TP von [d0]
ist gesunken!"
1907,"","[d0]'s Max AP increase
value went down!","[d0]的最大SP上升值下降！","","[d0]의 최대 SP의 상승치가 떨어졌다!","Steigerung der max. SP von [d0]
ist gesunken!"
1908,"","[d0]'s ATK increase
value went down!","[d0]的ATK上升值下降！","","[d0]의 공격력의 상승치가 떨어졌다!","Steigerung für ANG von [d0]
ist gesunken!"
1909,"","[d0]'s DEF increase
value went down!","[d0]的DEF上升值下降！","","[d0]의 방어력의 상승치가 떨어졌다!","Steigerung für VER von [d0]
ist gesunken!"
1910,"","[d0]'s INT increase
value went down!","[d0]的INT上升值下降！","","[d0]의 지력의 상승치가 떨어졌다!","Steigerung für INT von [d0]
ist gesunken!"
1911,"","[d0]'s SPD increase
value went down!","[d0]的SPD上升值下降！","","[d0]의 민첩의 상승치가 떨어졌다!","Steigerung für GES von [d0]
ist gesunken!"
1912,"","Got [4[d0]] x [n0].","獲得[n0]個[4[d0]]","","[4[d0]]을(를) [n0]개 입수했다.","[n0] x [4[d0]] erhalten."
1913,"","But your inventory is full,
so you cannot hold any more.","持有物品數過多
無法拿取","","하지만 소지품이 꽉 차서
가져갈 수 없다.","Aber dein Inventar ist voll und du kannst keine
weiteren Items aufnehmen."
1914,"","Got [4[d0]].","獲得[4[d0]]","","[4[d0]]을(를) 입수했다.","[4[d0]] erhalten."
1915,"","Got [4[d0]] x [n0].","獲得[n0]個[4[d0]]","","[4[d0]]을(를) [n0]개 입수했다.","[n0] x [4[d0]] erhalten."
1916,"","Turned in [4[d0]].","交出[4[d0]]","","[4[d0]]을(를) 건네주었다.","[4[d0]] abgegeben."
1917,"","Turned in [n0] x [4[d0]].","交出[n0]個[4[d0]]","","[4[d0]]을(를) [n0]개 건네주었다.","[n0] x [4[d0]] abgegeben."
1918,"","Cannot be used right now.","現在無法使用","","지금은 사용할 수 없습니다.","Kann im Moment nicht verwendet werden."
2000,"","You got Keyword ""[2[d0]]""!","獲得關鍵字【[2[d0]]】！","","키워드【[2[d0]]】을(를) 획득!","Du hast das Stichwort 
„[2[d0]]“ erhalten."
2100,"","You cannot logout now!","現在無法登出","","지금은 로그아웃 할 수 없습니다.","Du kannst dich jetzt nicht ausloggen."
2300,"","No more Digimon will be able to fight.","將沒有可以戰鬥的數碼寶貝","","싸울 수 있는 디지몬이 없어집니다.","Es können keine weiteren Digimon kämpfen."
2400,"","You can go to [d0] now!","可以前往[d0]了！","","[d0]에 갈 수 있게 되었다!","Neuer Zielort: [d0]!"
2500,"","You cannot send or received messages here.","這個地點無法收發訊息","","이 장소에서는 메시지의 송수신을 할 수 없습니다.","Du kannst hier keine Nachrichten senden oder
empfangen."
2900,"","Fight [d0]?","您要和[d0]對戰嗎？","","[d0]과 대전하겠습니까?","Gegen [d0] kämpfen?"
2901,"","Fight again?","您要再次對戰嗎？","","다시 한번 도전하겠습니까?","Erneut kämpfen?"
2902,"","Continue looking for an opponent?","您要搜尋下一個對戰對手嗎？","","이어서 대전 상대를 찾으시겠습니까?","Weiter nach einem Gegner suchen?"
2903,"","Continue to fight?","您要繼續對戰嗎？","","이어서 대전을 하시겠습니까?","Weiterkämpfen?"
2904,"","Connecting","連線中","","통신 중","Verbinde"
2905,"","Could not connect.","連線失敗","","접속할 수 없습니다.","Verbindung konnte nicht hergestellt werden."
2906,"","Disconnected from opponent.","連線中斷","","대전 상대에 의해 통신이 끊어졌습니다.","Verbindung zum Gegner getrennt."
2907,"","There was a connection error.","連線錯誤","","통신 에러가 발생했습니다.","Es ist ein Verbindungsfehler aufgetreten."
2908,"","You have exceeded party memory.
Please reduce party memory to 100 or less.","已超過隊伍上限。
請將隊伍上限減少至100以下。","","파티 메모리가 초과되었습니다.
파티 메모리를 100이하로 줄여주세요.","Der Gruppenspeicher wurde überschritten. Bitte
reduziere den Gruppenspeicher auf maximal 100."
2909,"","You have signed out of Steam.
Can't view rankings or join an Internet battle.","已從Steam登出
無法查看排名榜以及連線對戰","You have signed out of Steam.
Can't view rankings or join an Internet battle.","Steam 서버에서 로그아웃 되었습니다
랭킹 확인과 인터넷 통신 대전이 불가능합니다","Du hast dich von Steam abgemeldet.
Ranglisten und Online-Kämpfe sind nicht verfügbar."
2910,"","You disconnected.","連線中斷","","통신이 끊어졌습니다.","Die Verbindung wurde getrennt."
2911,"","Looking for an opponent...","正在搜尋對戰對手","","대전 상대를 찾고 있습니다.","Suche Gegner"
2912,"","Unable to find an opponent.","沒有找到對戰對手","","대전 상대가 발견되지 않았습니다.","Es konnte kein Gegner gefunden werden."
2913,"","Session timed out.","連線取消","","통신이 취소되었습니다.","Die Sitzung ist abgelaufen."
2914,"","The opponent canceled.","對戰對手已取消","","대전 상대가 취소했습니다.","Abbruch durch den Gegner."
2915,"","Waiting for opponent's reply...","等待對戰對手的回覆","","대전 상대의 답변을 기다리고 있습니다.","Warte auf Antwort des Gegners"
2916,"","The battle was canceled.","已取消對戰","","대전을 취소했습니다.","Der Kampf wurde abgebrochen."
2917,"","This service is currently unavailable.","現在無法使用此項服務","","현재 이 서비스는 이용할 수 없습니다.","Dieser Dienst ist derzeit nicht verfügbar."
3000,"","Digimon [d0] has
started training!","[d0]的數碼寶貝開始特訓！","","[d0]의 디지몬은 훈련을 개시했다!","Digimon [d0] hat
mit dem Training begonnen!"
3001,"","Digimon [d0] has
started developing!","[d0]的數碼寶貝開始開發！","","[d0]의 디지몬은 개발을 개시했다!","Digimon [d0] hat
mit der Entwicklung begonnen!"
3002,"","Digimon [d0] has
started investigating!","[d0]的數碼寶貝開始調查！","","[d0]의 디지몬은 조사를 개시했다!","Digimon [d0] hat
mit den Ermittlungen begonnen!"
3003,"","You already have 99 [d0].
You can't have anymore.","已持有99個[d0]
無法領取","","[d0]을 99개 가지고 있습니다.
이 이상은 받을 수 없습니다.","Du hast bereits 99 x [d0].
Mehr kannst du nicht besitzen."
3004,"","Camaraderie has increased [n0]!
[n1] => [4[n2]]","友情提升[n0]！
[n1]　⇒　[4[n2]]","","우정이 [n0] 상승했다!
[n1]　⇒　[4[n2]]","Kameradschaft ist um [n0] gestiegen!
[n1] => [4[n2]]"
3005,"","Your CAM with [d0] is already 100%.
You cannot increase it further.","和[d0]的友情已達100%
友情值將不再上升","","[d0]과의 우정이 이미 100%입니다.
더 이상 우정이 오르지 않습니다.","KAM mit [d0] beträgt bereits 100 %.
Mehr ist nicht möglich."
3006,"","There are no Digimon on the Farm Island,
so you cannot give a command.","農場島沒有數碼寶貝時
將無法下達指令","","팜 섬에 디지몬이 없을 때는
지시를 내릴 수 없습니다.","Du kannst keinen Befehl erteilen,
da auf der Farminsel keine Digimon sind."
3007,"","There must be at least two Digimon on the Farm Island
in order to change the leader.","農場島上沒有2隻以上的數碼寶貝時
將無法變更隊長","","팜 섬에 디지몬이 2마리 이상 없을 경우
리더 변경은 불가능합니다.","Auf der Farminsel müssen mindestens zwei Digimon
sein, damit du den Anführer ändern kannst."
3008,"","Your cannot increase [d0]'s [d1] further.","[d0]的[d1]將不再上升","","[d0]의 [d1]은(는) 이 이상 올라가지 않습니다.","[d1] von [d0] nicht weiter steigerbar."
3100,"","It is not possible to save now.","現在無法保存","","지금은 저장 할 수 없습니다.","Speichern ist im Moment nicht möglich."
5000,"","The [1[i602]] is cleanly
torn and discarded.","小心翼翼地將[1[i602]]撕破","","[1[i602]]을
꼼꼼하게 찢어 버렸다.","Die [1[i602]] wurde ordentlich
zerrissen und entsorgt."
5001,"","You show [1[i606]].","把[1[i606]]給對方看","","[1[i606]]을 넘겨주었다.","Du zeigst die [1[i606]]."
5002,"","You learned Naoya's account ID and password.","記住了「直也」的帳號和密碼","","「나오야」의 계정 ID와 비밀번호를 외웠다.","Du hast Naoyas Anmeldenamen und Passwort erfahren."
5003,"","Pabumon's stamp was added to
your stamp card.","在集章卡上蓋上了泡沫獸的印章","","스탬프 카드에 뽀글몬의 스탬프를 
찍었다.","Pabumons Stempel wurde zu deiner Stempelkarte
hinzugefügt."
5004,"","Tanemon's stamp was added to
your stamp card.","在集章卡上蓋上了種子獸的印章","","스탬프 카드에 시드몬의 스탬프를 
찍었다.","Tanemons Stempel wurde zu deiner Stempelkarte
hinzugefügt."
5005,"","Tokomon's stamp was added to
your stamp card.","在集章卡上蓋上了迪哥獸的印章","","스탬프 카드에 토코몬의 스탬프를
찍었다.","Tokomons Stempel wurde zu deiner Stempelkarte
hinzugefügt."
5006,"","Bukamon's stamp was added to
your stamp card.","在集章卡上蓋上了布加獸的印章","","스탬프 카드에 둥실몬의 스탬프를 
찍었다.","Bukamons Stempel wurde zu deiner Stempelkarte
hinzugefügt."
5007,"","Nyaromon's stamp was added to
your stamp card.","在集章卡上蓋上了貓貓獸的印章","","스탬프 카드에 야옹몬의 스탬프를 
찍었다.","Nyaromons Stempel wurde zu deiner Stempelkarte
hinzugefügt."
5008,"","Yokomon's stamp was added to
your stamp card.","在集章卡上蓋上了比高獸的印章","","스탬프 카드의 어니몬의 스탬프를 
찍었다.","Yokomons Stempel wurde zu deiner Stempelkarte
hinzugefügt."
5009,"","You have collected 8 [1[i620]]s.","集滿8個[1[i620]]了","","[1[i620]]이(가) 8개 모였다.","Du hast 8 x [1[i620]] gesammelt."
5010,"","Obtained
[m3000]'s URL.","獲得[m3000]的URL","","[m3000]의 URL을
입수했다.","URL erhalten: [m3000]."
5011,"","Obtained
[m1030]'s URL.","獲得[m1030]的URL","","[m1030]의 URL을
입수했다.","URL erhalten: [m1030]."
5012,"","Obtained
[m1003]'s URL.","獲得[m1003]的URL","","[m1003]의 URL을
입수했다.","URL erhalten: [m1003]."
5013,"","Handed over [i613].","遞出[i613]","","[i613]을 전달했다.","[i613] übergeben."
5014,"","Handed over [i614].","遞出[i614]","","[i614]을 전달했다.","[i614] übergeben."
5015,"","Handed over [i615].","遞出[i615]","","[i615]을 전달했다.","[i615] übergeben."
5016,"","Handed over [i616].","遞出[i616]","","[i616]을 전달했다.","[i616] übergeben."
5017,"","Collected [i611] and [i612].
It is data but it has a fragrance.","湊齊[i611]和[i612]了
明明是數據卻有氣味……","","[i611]과 [i612]이 모였다.
데이터인데도 냄새가 나는 것 같아…","[i611] und [i612] gesammelt.
Es sind zwar Daten, aber sie duften."
5018,"","You give all four Digimon some medicine.","讓4隻數碼寶貝都喝下藥了","","4마리 전체 디지몬에게 약을 먹였다.","Du gibst allen vier Digimon Medizin."
5019,"","Unlocked Digivolution to
[1[c1038]].","開放[1[c1038]]的進化","","[1[c1038]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1038]]."
5020,"","Unlocked Digivolution to
[1[c1036]].","開放[1[c1036]]的進化","","[1[c1036]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1036]]."
5021,"","Unlocked Digivolution to
[1[c1034]].","開放[1[c1034]]的進化","","[1[c1034]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1034]]."
5022,"","Unlocked Digivolution to
[1[c1037]].","開放[1[c1037]]的進化","","[1[c1037]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1037]]."
5023,"","Unlocked Digivolution to
[1[c1035]].","開放[1[c1035]]的進化","","[1[c1035]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1035]]."
5024,"","Unlocked Digivolution to
[1[c1040]]/[1[c1439]].","開放[1[c1040]]、[1[c1439]]的進化","","[1[c1040]] / [1[c1439]]의
진화가 해방되었다","Digitation freigeschaltet:
[1[c1040]]/[1[c1439]]."
5025,"","Unlocked Digivolution to
[1[c1390]]/[1[c1039]]/[1[c1435]].","開放[1[c1390]]、[1[c1039]]、[1[c1435]]的進化","","[1[c1390]] / [1[c1039]] / [1[c1435]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1390]]/[1[c1039]]/[1[c1435]]."
5026,"","Unlocked Digivolution to
[1[c1417]].","開放[1[c1417]]的進化","","[1[c1417]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1417]]."
5027,"","Unlocked Digivolution to
[1[c1382]]/[1[c1751]].","開放[1[c1382]]、[1[c1751]]的進化","","[1[c1382]] / [1[c1751]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1382]]/[1[c1751]]."
5028,"","Unlocked Digivolution to
[1[c1739]].","開放[1[c1739]]的進化","","[1[c1739]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1739]]."
5029,"","Unlocked Digivolution to
[1[c1086]]/[1[c1734]].","開放[1[c1086]]、[1[c1734]]的進化","","[1[c1086]] / [1[c1734]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1086]]/[1[c1734]]."
5030,"","Unlocked Digivolution to
[1[c1738]]/[1[c1703]].","開放[1[c1738]]、[1[c1703]]的進化","","[1[c1738]] / [1[c1703]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1738]]/[1[c1703]]."
5031,"","Unlocked Digivolution to
[1[c1215]].","開放[1[c1215]]的進化","","[1[c1215]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1215]]."
