ID,Japanese,English,Chinese,EnglishCensored,Korean,German
1005,,"Spazio di archiviazione
insufficiente. Eliminare o sovrascrivere i dati salvati.","保存空間不足
請刪除或覆蓋保存資料",,"공간이 부족합니다.
저장 데이터를 삭제하거나 덮어쓰기 해주세요.","Zu wenig Speicherplatz.
Bitte lösche oder überschreibe Speicherdaten."
1006,,"Spazio di archiviazione
insufficiente. Eliminare o sovrascrivere i dati salvati.","保存空間不足
請刪除或覆蓋其他保存資料",,"공간이 부족합니다.
다른 저장 데이터를 삭제하거나 덮어쓰기 해주세요.","Zu wenig Speicherplatz.
Bitte lösche oder überschreibe Speicherdaten."
1007,,Salvataggio non riuscito.,保存失敗,,저장에 실패했습니다.,Speichern fehlgeschlagen.
1008,,In carica...,讀取中,,불러오고 있습니다.,Ladevorgang ...
1009,,Caricato correttamente.,讀取完畢,,불러오기가 완료되었습니다.,Erfolgreich geladen.
1010,,Caricamento non riuscito.,讀取失敗,,불러오기에 실패했습니다.,Laden fehlgeschlagen.
1011,,Il file è danneggiato.,檔案毀損,,파일이 깨져있습니다.,Datei ist beschädigt.
1012,,Cancellazione dei dati salvati...,正在刪除保存資料,,저장 데이터를 삭제하고 있습니다.,Lösche Speicherdaten ...
1013,,Eliminato con successo.,刪除完畢,,삭제가 완료되었습니다.,Erfolgreich gelöscht.
1014,,Eliminazione fallita.,刪除失敗,,삭제에 실패했습니다.,Löschen fehlgeschlagen.
1015,,"Il contenuto scaricato è illeggibile.
Scaricalo di nuovo dal Nintendo eShop.","找不到可正常讀取的下載內容
請從Nintendo eShop中再次下載",,"정상적으로 읽지 못한 다운로드 콘텐츠가 있습니다
「닌텐도 e숍」에서 다시 다운로드하십시오","Heruntergeladener Inhalt nicht lesbar. Bitte noch
einmal vom Nintendo eShop herunterladen."
1200,,"Non è possibile spostare i Digimon nella
stessa posizione.",無法移動至同一個場所,,같은 장소에는 디지몬을 이동할 수 없습니다.,"Du kannst Digimon nicht an denselben Ort
verschieben."
1201,,"Supera lo spazio di archiviazione del gruppo e
non può essere spostato.",超過隊伍上限，無法移動,,파티 메모리를 초과하기 때문에 이동할 수 없습니다.,"Übersteigt den Gruppenspeicher und kann nicht
verschoben werden."
1202,,"Questo eliminerebbe tutti i Digimon dal
gruppo. Il Digimon non può quindi essere selezionato.","因隊伍中將沒有數碼寶貝
故無法選擇此數碼寶貝",,"파티에 디지몬이 없어지기 때문에
이 디지몬은 선택할 수 없습니다.","Dies würde alle Digimon aus der Gruppe entfernen.
Das Digimon kann daher nicht ausgewählt werden."
1203,,"Al momento la conversione digitale non è possibile
perché la Digibank è piena.","銀行空間不足
無法孵化數碼寶貝",,"뱅크에 빈 공간이 없어
디지털 컨버트를 할 수 없습니다.","Digi-Umwandlung ist zurzeit nicht möglich, da die
Digibank voll ist."
1204,,Non puoi caricare un Digimon al livello massimo.,等級已達上限，無法吸收數碼寶貝,,레벨이 최대이기 때문에 디지몬 로드가 불가능합니다.,Du kannst kein Digimon auf maximalem Level laden.
1205,,"Questo eliminerebbe tutti i Digimon dal gruppo.
Convertirli in dati di scansione non è quindi possibile.","因隊伍中將沒有數碼寶貝
故無法回復為掃描數據",,"파티에 디지몬이 없어지기 때문에
이 디지몬은 스캔 데이터로 되돌릴 수 없습니다.","Dies würde alle Digimon aus der Gruppe entfernen.
Das Umwandeln in Scandaten ist daher nicht möglich."
1206,,"Convertito in dati di
scansione. [d0]: [n0] % => [4[n1] %]","已回復為掃描數據
[d0]：[n0]％⇒[4[n1]％]",,"스캔 데이터로 되돌렸습니다.
[d0]：[n0]％⇒[4[n1]％]","In Scandaten umgewandelt.
[d0]: [n0] % =>[4[n1] %]"
1207,,"Il limite di spazio di archiviazione del gruppo è stato
superato. Ridurre i requisiti di spazio di archiviazione del gruppo.","超過隊伍上限
請減少隊伍的消耗容量",,"파티 메모리를 초과했습니다.
파티의 소비 메모리를 줄여주세요.","Der Gruppenspeicher wurde überschritten.
Bitte reduziere den Speicherbedarf der Gruppe."
1208,,"[d0] ha appreso 20 o più
abilità. Elimina un'abilità appresa.","[d0]習得技能已超過20個
請減少習得技能",,"[d0]이 기억한 스킬이 20개 이상입니다.
기억한 스킬을 줄여주세요.","[d0] hat 20 oder mehr Fertigkeiten erlernt.
Bitte lösche eine erlernte Fertigkeit."
1209,,La Digibank è piena.,銀行空間不足,,뱅크에 빈 공간이 없습니다.,Die Digibank ist voll.
1210,,Il gruppo è al completo.,隊伍空間不足,,파티에 빈 자리가 없습니다.,Die Gruppe ist voll.
1211,,"ATTENZIONE: non è possibile annullare la
Digievoluzione o la De-Digievoluzione di questo Digimon.","此數碼寶貝一旦進化、退化後就無法復原
進化、退化時請特別留意",,"이 디지몬은 진화/퇴화하면 원래대로 되돌릴 수 없습니다.
진화/퇴화를 할 때 주의해주세요.","ACHTUNG: Die Digitation oder De-Digitation dieses
Digimon kannst du nicht rückgängig machen."
1300,,Nuovi casi aggiunti: [4[n0]],新增了[4[n0]]件委託,,새로운 [4[n0]]건의 의뢰가 추가되었습니다.,Neue Fälle hinzugefügt: [4[n0]]
1301,,"Non puoi iniziare le indagini
perché stai già lavorando su un altro caso.","尚有調查中的委託
無法開始調查",,"조사 중인 의뢰가 있어
조사를 개시할 수 없습니다.","Du kannst nicht mit den Ermittlungen beginnen,
weil du bereits an einem anderen Fall arbeitest."
1302,,"Inizio
dell'indagine: ""[d0]""",開始調查[d0]！,,[d0]의 조사 개시!,"Ermittlungsbeginn:
„[d0]“"
1303,,"""[d0]""
Completato! Segnalare all'agenzia investigativa.","[d0]調查完畢！
前往偵探事務所回報！",,"[d0]의 조사 완료!
탐정사무소에 보고하러 가자!","„[d0]“
abgeschlossen! Erstatte dem Detektivbüro Bericht."
1304,,Nuovo grado: [4[d0]],變成[4[d0]]了！,,[4[d0]](이)가 되었다!,Neuer Rang: [4[d0]]
1305,,"Diventa [4[d0]]!
Impara [4[d1]]!","變成[4[d0]]了！
習得[4[d1]]了！",,"[4[d0]](이)가 되었다!
[4[d1]]을(를) 습득했다!","Zu [4[d0]] geworden!
[4[d1]] erlernt!"
1400,,Controllo i dati di sistema...,系統數據查詢中,,시스템 데이터를 체크하고 있습니다.,Prüfe Systemdaten ...
1600,,"Non ci sono Digimon che corrispondono ai
criteri di ricerca.",沒有符合條件的數碼寶貝,,검색 조건에 해당하는 디지몬이 없습니다.,"Es gibt keine Digimon, die den Suchkriterien
entsprechen"
1700,,"È stato superato il numero massimo di
competenze apprese. Si prega di ridurre il numero a 20.","習得技能數已超過上限
請將習得技能數減少至20個",,"기억한 스킬이 상한을 넘었습니다.
기억한 스킬을 20개 이내로 해주세요.","Die maximale Anzahl erlernter Fertigkeiten wurde
überschritten. Bitte reduziere die Anzahl auf 20."
1900,,Al momento non può essere utilizzato.,現在無法使用,,지금은 사용할 수 없습니다.,Kann im Moment nicht verwendet werden.
1901,,Il suo utilizzo sarà inefficace.,即使使用也沒有任何效果,,사용해도 효과가 없습니다.,Die Benutzung wird wirkungslos sein.
1902,,"Memoria massima del gruppo aumentata di
[n0]! [n1] => [4[n2]]","隊伍上限的最大值增加[n0]！
[n1]　⇒　[4[n2]]",,"파티 메모리의 최대치가 [n0]증가했다!
[n1]　⇒　[4[n2]]","Maximaler Gruppenspeicher um [n0] erhöht!
[n1] => [4[n2]]"
1903,,[d0] ha ricevuto [4[n0]] EXP!,[d0]獲得[4[n0]]EXP！,,[d0]은(는) EXP를 [4[n0]] 획득했다!,[d0] hat [4[n0]] EP erhalten!
1904,,"Il KAM di [d0] è
aumentato di [4[n0]]!",[d0]的友情提升[4[n0]]！,,[d0]의 우정이 [4[n0]]상승했다!,"KAM von [d0] ist um
[4[n0]] gestiegen!"
1905,,"La personalità di [d0] è
cambiata in [4[d1]]!",[d0]的個性變成[4[d1]]！,,[d0]의 개성이 [4[d1]]이 되었다!,"Die Persönlichkeit von [d0] hat sich
zu [4[d1]] verändert!"
1906,,"L'aumento dei PV massimi da
[d0] è diminuito!",[d0]的最大HP上升值下降！,,[d0]의 최대 HP의 상승치가 떨어졌다!,"Steigerung der max. TP von [d0]
ist gesunken!"
1907,,"L'aumento del SP massimo da
[d0] è diminuito!",[d0]的最大SP上升值下降！,,[d0]의 최대 SP의 상승치가 떨어졌다!,"Steigerung der max. SP von [d0]
ist gesunken!"
1908,,"L'aumento dell'ATK da
[d0] è diminuito!",[d0]的ATK上升值下降！,,[d0]의 공격력의 상승치가 떨어졌다!,"Steigerung für ANG von [d0]
ist gesunken!"
1909,,"L'aumento di DEF da
[d0] è diminuito!",[d0]的DEF上升值下降！,,[d0]의 방어력의 상승치가 떨어졌다!,"Steigerung für VER von [d0]
ist gesunken!"
1910,,"L'aumento per INT da
[d0] è diminuito!",[d0]的INT上升值下降！,,[d0]의 지력의 상승치가 떨어졌다!,"Steigerung für INT von [d0]
ist gesunken!"
1911,,"L'aumento del GES di
[d0] è diminuito!",[d0]的SPD上升值下降！,,[d0]의 민첩의 상승치가 떨어졌다!,"Steigerung für GES von [d0]
ist gesunken!"
1912,,Hai ottenuto [n0] x [4[d0]].,獲得[n0]個[4[d0]],,[4[d0]]을(를) [n0]개 입수했다.,[n0] x [4[d0]] erhalten.
1913,,"Ma il tuo inventario è pieno e non puoi
raccogliere altri oggetti.","持有物品數過多
無法拿取",,"하지만 소지품이 꽉 차서
가져갈 수 없다.","Aber dein Inventar ist voll und du kannst keine
weiteren Items aufnehmen."
1914,,Hai ottenuto [4[d0]].,獲得[4[d0]],,[4[d0]]을(를) 입수했다.,[4[d0]] erhalten.
1915,,Hai ottenuto [n0] x [4[d0]].,獲得[n0]個[4[d0]],,[4[d0]]을(를) [n0]개 입수했다.,[n0] x [4[d0]] erhalten.
1916,,Rinunci a [4[d0]].,交出[4[d0]],,[4[d0]]을(를) 건네주었다.,[4[d0]] abgegeben.
1917,,Rinunci a [n0] x [4[d0]].,交出[n0]個[4[d0]],,[4[d0]]을(를) [n0]개 건네주었다.,[n0] x [4[d0]] abgegeben.
1918,,Al momento non può essere utilizzato.,現在無法使用,,지금은 사용할 수 없습니다.,Kann im Moment nicht verwendet werden.
2000,,"Hai ricevuto la
parola chiave ""[2[d0]]"".",獲得關鍵字【[2[d0]]】！,,키워드【[2[d0]]】을(를) 획득!,"Du hast das Stichwort 
„[2[d0]]“ erhalten."
2100,,Non puoi disconnetterti ora.,現在無法登出,,지금은 로그아웃 할 수 없습니다.,Du kannst dich jetzt nicht ausloggen.
2300,,Nessun altro Digimon può combattere.,將沒有可以戰鬥的數碼寶貝,,싸울 수 있는 디지몬이 없어집니다.,Es können keine weiteren Digimon kämpfen.
2400,,Nuova destinazione: [d0]!,可以前往[d0]了！,,[d0]에 갈 수 있게 되었다!,Neuer Zielort: [d0]!
2500,,"Qui non è possibile inviare o ricevere
messaggi.",這個地點無法收發訊息,,이 장소에서는 메시지의 송수신을 할 수 없습니다.,"Du kannst hier keine Nachrichten senden oder
empfangen."
2900,,Combatti contro [d0]?,您要和[d0]對戰嗎？,,[d0]과 대전하겠습니까?,Gegen [d0] kämpfen?
2901,,Combattere di nuovo?,您要再次對戰嗎？,,다시 한번 도전하겠습니까?,Erneut kämpfen?
2902,,Continuare a cercare un avversario?,您要搜尋下一個對戰對手嗎？,,이어서 대전 상대를 찾으시겠습니까?,Weiter nach einem Gegner suchen?
2903,,Continuare a combattere?,您要繼續對戰嗎？,,이어서 대전을 하시겠습니까?,Weiterkämpfen?
2904,,Collegare,連線中,,통신 중,Verbinde
2905,,Non è stato possibile stabilire la connessione.,連線失敗,,접속할 수 없습니다.,Verbindung konnte nicht hergestellt werden.
2906,,Connessione con l'avversario persa.,連線中斷,,대전 상대에 의해 통신이 끊어졌습니다.,Verbindung zum Gegner getrennt.
2907,,Si è verificato un errore di connessione.,連線錯誤,,통신 에러가 발생했습니다.,Es ist ein Verbindungsfehler aufgetreten.
2908,,"Il limite di archiviazione del gruppo è stato superato.
Ridurre lo spazio di archiviazione del gruppo a un massimo di 100.","已超過隊伍上限。
請將隊伍上限減少至100以下。",,"파티 메모리가 초과되었습니다.
파티 메모리를 100이하로 줄여주세요.","Der Gruppenspeicher wurde überschritten. Bitte
reduziere den Gruppenspeicher auf maximal 100."
2909,,"Sei stato disconnesso da Nintendo Switch Online. Le
classifiche e le battaglie online non sono disponibili.","已登出Nintendo Switch Online
現在無法瀏覽排名與網路連線對戰",,"Nintendo Switch Online에서 로그아웃했습니다
랭킹 열람과 인터넷 통신 대전을 할 수 없습니다","Du wurdest von Nintendo Switch Online abgemeldet.
Ranglisten und Online-Kämpfe sind nicht verfügbar."
2910,,La connessione è stata interrotta.,連線中斷,,통신이 끊어졌습니다.,Die Verbindung wurde getrennt.
2911,,Cerca avversari,正在搜尋對戰對手,,대전 상대를 찾고 있습니다.,Suche Gegner
2912,,Non è stato possibile trovare alcun avversario.,沒有找到對戰對手,,대전 상대가 발견되지 않았습니다.,Es konnte kein Gegner gefunden werden.
2913,,La sessione è scaduta.,連線取消,,통신이 취소되었습니다.,Die Sitzung ist abgelaufen.
2914,,Annullamento da parte dell'avversario.,對戰對手已取消,,대전 상대가 취소했습니다.,Abbruch durch den Gegner.
2915,,Aspetta la risposta dell'avversario,等待對戰對手的回覆,,대전 상대의 답변을 기다리고 있습니다.,Warte auf Antwort des Gegners
2916,,Il combattimento venne interrotto.,已取消對戰,,대전을 취소했습니다.,Der Kampf wurde abgebrochen.
2917,,Questo servizio non è attualmente disponibile.,現在無法使用此項服務,,현재 이 서비스는 이용할 수 없습니다.,Dieser Dienst ist derzeit nicht verfügbar.
3000,,"Digimon [d0]
ha iniziato l'allenamento!",[d0]的數碼寶貝開始特訓！,,[d0]의 디지몬은 훈련을 개시했다!,"Digimon [d0] hat
mit dem Training begonnen!"
3001,,"Digimon [d0]
ha iniziato lo sviluppo!",[d0]的數碼寶貝開始開發！,,[d0]의 디지몬은 개발을 개시했다!,"Digimon [d0] hat
mit der Entwicklung begonnen!"
3002,,"Digimon
[d0] ha iniziato le indagini!",[d0]的數碼寶貝開始調查！,,[d0]의 디지몬은 조사를 개시했다!,"Digimon [d0] hat
mit den Ermittlungen begonnen!"
3003,,"Hai già 99 x [d0].
Non puoi averne di più.","已持有99個[d0]
無法領取",,"[d0]을 99개 가지고 있습니다.
이 이상은 받을 수 없습니다.","Du hast bereits 99 x [d0].
Mehr kannst du nicht besitzen."
3004,,"Il cameratismo è aumentato di [n0]!
[n1] => [4[n2]]","友情提升[n0]！
[n1]　⇒　[4[n2]]",,"우정이 [n0] 상승했다!
[n1]　⇒　[4[n2]]","Kameradschaft ist um [n0] gestiegen!
[n1] => [4[n2]]"
3005,,"KAM con [d0] è già al 100%.
Di più non è possibile.","和[d0]的友情已達100%
友情值將不再上升",,"[d0]과의 우정이 이미 100%입니다.
더 이상 우정이 오르지 않습니다.","KAM mit [d0] beträgt bereits 100 %.
Mehr ist nicht möglich."
3006,,"Non puoi impartire un ordine
perché non ci sono Digimon sull'isola agricola.","農場島沒有數碼寶貝時
將無法下達指令",,"팜 섬에 디지몬이 없을 때는
지시를 내릴 수 없습니다.","Du kannst keinen Befehl erteilen,
da auf der Farminsel keine Digimon sind."
3007,,"Devono esserci almeno due Digimon sull'isola
della fattoria prima di poter cambiare il leader.","農場島上沒有2隻以上的數碼寶貝時
將無法變更隊長",,"팜 섬에 디지몬이 2마리 이상 없을 경우
리더 변경은 불가능합니다.","Auf der Farminsel müssen mindestens zwei Digimon
sein, damit du den Anführer ändern kannst."
3008,,[d1] di [d0] non può essere ulteriormente aumentato.,[d0]的[d1]將不再上升,,[d0]의 [d1]은(는) 이 이상 올라가지 않습니다.,[d1] von [d0] nicht weiter steigerbar.
3100,,Al momento non è possibile effettuare il salvataggio.,現在無法保存,,지금은 저장 할 수 없습니다.,Speichern ist im Moment nicht möglich.
5000,,"Il [1[i602]] è stato
opportunamente strappato e smaltito.",小心翼翼地將[1[i602]]撕破,,"[1[i602]]을
꼼꼼하게 찢어 버렸다.","Die [1[i602]] wurde ordentlich
zerrissen und entsorgt."
5001,,Tu mostri il [1[i606]].,把[1[i606]]給對方看,,[1[i606]]을 넘겨주었다.,Du zeigst die [1[i606]].
5002,,Hai scoperto il nome utente e la password di Naoya.,記住了「直也」的帳號和密碼,,「나오야」의 계정 ID와 비밀번호를 외웠다.,Du hast Naoyas Anmeldenamen und Passwort erfahren.
5003,,"Il timbro di Pabumon è stato aggiunto alla tua
scheda francobolli.",在集章卡上蓋上了泡沫獸的印章,,"스탬프 카드에 뽀글몬의 스탬프를 
찍었다.","Pabumons Stempel wurde zu deiner Stempelkarte
hinzugefügt."
5004,,"Il timbro di Tanemon è stato aggiunto alla tua
scheda francobolli.",在集章卡上蓋上了種子獸的印章,,"스탬프 카드에 시드몬의 스탬프를 
찍었다.","Tanemons Stempel wurde zu deiner Stempelkarte
hinzugefügt."
5005,,"Il timbro di Tokomon è stato aggiunto alla tua
scheda timbro.",在集章卡上蓋上了迪哥獸的印章,,"스탬프 카드에 토코몬의 스탬프를
찍었다.","Tokomons Stempel wurde zu deiner Stempelkarte
hinzugefügt."
5006,,"Il timbro di Bukamon è stato aggiunto alla tua
scheda francobolli.",在集章卡上蓋上了布加獸的印章,,"스탬프 카드에 둥실몬의 스탬프를 
찍었다.","Bukamons Stempel wurde zu deiner Stempelkarte
hinzugefügt."
5007,,"Il timbro di Nyaromon è stato aggiunto alla tua
scheda timbro.",在集章卡上蓋上了貓貓獸的印章,,"스탬프 카드에 야옹몬의 스탬프를 
찍었다.","Nyaromons Stempel wurde zu deiner Stempelkarte
hinzugefügt."
5008,,"Il timbro di Yokomon è stato aggiunto alla tua
scheda francobolli.",在集章卡上蓋上了比高獸的印章,,"스탬프 카드의 어니몬의 스탬프를 
찍었다.","Yokomons Stempel wurde zu deiner Stempelkarte
hinzugefügt."
5009,,Hai raccolto 8 x [1[i620]].,集滿8個[1[i620]]了,,[1[i620]]이(가) 8개 모였다.,Du hast 8 x [1[i620]] gesammelt.
5010,,URL ricevuto: [m3000].,獲得[m3000]的URL,,"[m3000]의 URL을
입수했다.",URL erhalten: [m3000].
5011,,URL ricevuto: [m1030].,獲得[m1030]的URL,,"[m1030]의 URL을
입수했다.",URL erhalten: [m1030].
5012,,URL ricevuto: [m1003].,獲得[m1003]的URL,,"[m1003]의 URL을
입수했다.",URL erhalten: [m1003].
5013,,[i613] consegnato.,遞出[i613],,[i613]을 전달했다.,[i613] übergeben.
5014,,[i614] consegnato.,遞出[i614],,[i614]을 전달했다.,[i614] übergeben.
5015,,[i615] consegnato.,遞出[i615],,[i615]을 전달했다.,[i615] übergeben.
5016,,[i616] consegnato.,遞出[i616],,[i616]을 전달했다.,[i616] übergeben.
5017,,"[i611] e [i612] raccolti.
Sono dati, ma hanno un buon profumo.","湊齊[i611]和[i612]了
明明是數據卻有氣味……",,"[i611]과 [i612]이 모였다.
데이터인데도 냄새가 나는 것 같아…","[i611] und [i612] gesammelt.
Es sind zwar Daten, aber sie duften."
5018,,Somministra la medicina a tutti e quattro i Digimon.,讓4隻數碼寶貝都喝下藥了,,4마리 전체 디지몬에게 약을 먹였다.,Du gibst allen vier Digimon Medizin.
5019,,"Digievoluzione sbloccata:
[1[c1038]].",開放[1[c1038]]的進化,,"[1[c1038]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1038]]."
5020,,"Digievoluzione sbloccata:
[1[c1036]].",開放[1[c1036]]的進化,,"[1[c1036]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1036]]."
5021,,"Digievoluzione sbloccata:
[1[c1034]].",開放[1[c1034]]的進化,,"[1[c1034]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1034]]."
5022,,"Digievoluzione sbloccata:
[1[c1037]].",開放[1[c1037]]的進化,,"[1[c1037]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1037]]."
5023,,"Digievoluzione sbloccata:
[1[c1035]].",開放[1[c1035]]的進化,,"[1[c1035]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1035]]."
