ID,Japanese,English,Chinese,EnglishCensored,Korean,German
105,,"Rendi la casella di diffusione più piccola
o più grande.",壓縮（變小）／展開（變大）檔案夾,,"스프레드 박스를
압축(작게)/전개(크게)한다.","Vergrößert oder verkleinert
den Trefferbereich."
106,,"Analizza e sblocca
dati criptati.","分析、解除
加密檔案",,"암호화된 데이터를
해석/해제한다.","Analysiert und entsperrt
verschlüsselte Daten."
107,,"Analizza e sblocca dati
criptati in modo sicuro.","分析、解除
高度加密檔案",,"고도로 암호화된 데이터를
해석/해제한다.","Analysiert und entsperrt
sicher verschlüsselte Daten."
108,,"Copia/incolla le caratteristiche
di una placca dati.","複製（copy）／貼上（paste）
數據的規格及參數",,"데이터 플레이트의 성질을
복사/덮어쓰기 한다.","Kopiert und schreibt
Datenscheiben-Eigenschaften."
109,,Ti rende trasparente.,將自己透明化,,자신의 모습을 투명화한다.,Macht dich transparent.
110,,Riduce gli incontri.,降低遭遇敵人的機率,,적과의 조우확률을 저하시킨다.,Reduziert Begegnungen.
111,,Riduce notevolmente gli incontri.,大幅降低遭遇敵人的機率,,적과의 조우확률을 상당히 저하시킨다.,Reduziert Begegnungen stark.
112,,Elimina gli incontri.,將遭遇敵人的機率降為零,,적과의 조우확률을 제로로 한다.,Verhindert Begegnungen.
113,,Aumenta gli incontri.,提昇遭遇敵人的機率,,적과의 조우확률을 상승시킨다.,Steigert Begegnungen.
114,,"Forza incontri con nemici
(nelle aree con incontri).","強制遭遇敵人
（僅限於會遭遇敵人的區域）",,"적과 강제적으로 조우한다.
(적과 조우하는 에어리어 한정)","Erzwingt Gegner-Begegnungen
(in entsprechenden Bereichen)."
115,,Crea/elimina piani,地板出現／地板消失,,바닥을 출현/소실시킨다.,Ebenen erstellen/löschen.
116,,Attiva/disattiva alimentazione,開啟電力／關閉電力,,전력을 온/오프로 전환한다.,Strom an-/abschalten.
117,,Ripristina oggetti danneggiati,修復毀損的檔案,,파괴된 오브젝트를 수복한다.,Kaputte Objekte wiederherst.
118,,Percepisci trappole nascoste,將看不到的陷阱可視化,,보이지 않는 트랩을 보이게 한다.,Versteckte Fallen entdecken.
119,,Ritorna all'entrata del dungeon,回到迷宮入口,,던전 입구로 돌아간다.,Zurück zum Dungeon-Eingang.
120,,Aumenta la velocità di movimento,移動速度上升,,이동 속도를 올린다.,Bewegungstempo erhöhen.
