ID,Japanese,English,Chinese,EnglishCensored,Korean,German
1062,"","Ebidramon","龍蝦獸","","가재드라몬","Ebidramon"
1063,"","EbiBurgamon","鮮蝦漢堡獸","","에비버거몬","EbiBurgamon"
1064,"","Eldradimon","黃金鄉獸","","엘도라디몬","Eldoradimon"
1065,"","Elecmon","艾力獸","","에렉몬","Elecmon"
1066,"","Angewomon","天女獸","","엔젤우몬","Angewomon"
1067,"","Angemon","天使獸","","엔젤몬","Angemon"
1068,"","AncientKazemon","古代彩虹獸","","에이션트이리스몬","AncientKazemon"
1069,"","AncientGarurumon","古代加魯魯獸","","에이션트가루몬","AncientGarurumon"
1070,"","AncientGreymon","古代暴龍獸","","에이션트그레이몬","AncientGreymon"
1071,"","AncientSphinxmon","古代斯芬克斯獸","","에이션트스핑크스몬","AncientSphinxmon"
1072,"","AncientTroymon","古代木馬獸","","에이션트트로이아몬","AncientTroymon"
1073,"","AncientBeetlemon","古代甲蟲獸","","에이션트비트몬","AncientBeetlemon"
1074,"","AncientVolcanomon","古代火山獸","","에이션트볼케몬","AncientVolcanomon"
1075,"","AncientMermaidmon","古代人魚獸","","에이션트머메이몬","AncientMermaidmon"
1076,"","AncientMegatheriummon","古代大懶獸","","에이션트메가테리우몬","AncientMegatheriummon"
1077,"","AncientWisemon","古代賢者獸","","에이션트와이즈몬","AncientWisemon"
1078,"","Ouryumon","王龍獸","","오류우몬","Owryumon"
1079,"","Ogremon","奧加獸","","우가몬","Ogremon"
1080,"","Okuwamon","大古加獸","","왕쿠가몬","Okuwamon"
1081,"","Octomon","八爪魚獸","","옥토몬","Octomon"
1082,"","Ogudomon","奧古杜獸","","오그도몬","Ogudomon"
1083,"","Otamamon","蝌蚪獸","","올챙몬","Otamamon"
1084,"","Ornismon","奧尼斯獸","","오니스몬","Ornithmon"
1085,"","Ophanimon","神聖天女獸","","오파니몬","Ophanimon"
1086,"","Omekamon","奧米卡獸","","오메카몬","Omekamon"
1087,"","Omnimon","奧米加獸","","오메가몬","Omnimon"
1088,"","Omnimon Zwart","黑奧米加獸","","오메가몬 즈왈트","Omnimon Zwart"
1089,"","Omnimon X","奧米加獸X抗體","","오메가몬X항체","Omnimon X"
1090,"","Guardromon","守衛獸","","가드로몬","Guardromon"
1091,"","Garbagemon","垃圾桶獸","","가비지몬","Garbagemon"
1092,"","Gaiomon","凱王獸","","가이오몬","Gaiomon"
1093,"","Justimon","凱撒獅子獸","","카이저레오몬","Justimon"
1094,"","KaiserGreymon","凱撒暴龍獸","","카이젤그레이몬","KaiserGreymon"
1095,"","GaoGamon","迦奧迦獸","","가오가몬","GaoGamon"
1096,"","ChaosGallantmon","混沌紅蓮騎士獸","","카오스듀크몬","ChaosGallantmon"
1097,"","Chaosdramon","混沌龍獸","","카오스드라몬","Chaosdramon"
1098,"","Chaosmon","混沌獸","","카오스몬","Chaosmon"
1099,"","Gaomon","迦奧獸","","가오몬","Gaomon"
1100,"","Gazimon","加支獸","","가지몬","Gazimon"
1101,"","Kabuterimon","比多獸","","캅테리몬","Kabuterimon"
1102,"","Gabumon","加布獸","","파피몬","Gabumon"
1103,"","Kapurimon","加利獸","","카프리몬","Kapurimon"
1104,"","Kamemon","烏龜獸","","거북몬","Kamemon"
1105,"","ShellNumemon","貝殼鼻涕獸","","달팽이워매몬","ShellNumemon"
1106,"","Karatenmon","烏鴉天狗獸","","크로우몬","Karatenmon"
1107,"","Gargomon","加魯哥獸","","가르고몬","Gargomon"
1108,"","Garudamon","伽樓達獸","","가루다몬","Garudamon"
1109,"","Calmaramon","卡瑪拉獸","","카르마라몬","Calmaramon"
1110,"","KendoGarurumon","銀狼獸","","가름몬","KendoGarurumon"
1111,"","Garurumon","加魯魯獸","","가루몬","Garurumon"
1112,"","Gawappamon","河童獸","","가와파몬","Gawappamon"
1113,"","Gankoomon","頑固獸","","간쿠몬","Gankoomon"
1114,"","Kiwimon","奇鳥獸","","키위몬","Kiwimon"
1115,"","Gigasmon","巨岩獸","","기가스몬","Gigasmon"
1116,"","Gigadramon","千兆龍獸","","기가드라몬","Gigadramon"
1117,"","Gigimon","基基獸","","기기몬","Gigimon"
1118,"","Gizamon","基剎獸","","기자몬","Gizamon"
1119,"","Kimeramon","基米拉獸","","키메라몬","Kimeramon"
1120,"","CatchMamemon","捕捉豆豆獸","","캐치콩알몬","CatchMamemon"
1121,"","CannonBeemon","炮蜂獸","","캐논벌몬","CannonBeemon"
1122,"","Candlemon","蠟燭獸","","캔들몬","Candlemon"
1123,"","Kyubimon","九尾狐獸","","구미호몬","Kyubimon"
1124,"","Guilmon","基爾獸","","길몬","Guilmon"
1125,"","Giromon","砲彈獸","","폭탄몬","Giromon"
1126,"","KingEtemon","大王悟空獸","","킹에테몬","KingEtemon"
1127,"","Quetzalmon","哥多路獸","","백사몬","Quetzalmon"
1128,"","Kuzuhamon","葛葉獸","","쿠즈하몬","Kuzuhamon"
1129,"","Kudamon","管狐獸","","쿠다몬","Kudamon"
1130,"","Kunemon","古尼獸","","쿠네몬","Kunemon"
1131,"","Gummymon","軟糖獸","","구미몬","Gummymon"
1132,"","Growlmon","古拉獸","","그라우몬","Growlmon"
1133,"","GrapLeomon","格鬥獅子獸","","아이언레오몬","GrapLeomon"
1134,"","Gladimon","劍鬥士獸","","그라디몬","Gladimon"
1135,"","Kuramon","水母獸","","쿠라몬","Kuramon"
1136,"","GranKuwagamon","究極古加獸","","그랜쿠가몬","GranKuwagamon"
1137,"","GranDracmon","大德古獸","","그랜드라크몬","GranDracmon"
1138,"","GroundLocomon","超級火車獸","","그랜드로코몬","GrandLocomon"
1139,"","Kurisarimon","魔蛹獸","","크리사리몬","Kurisarimon"
1140,"","Gryphonmon","獅鳩獸","","그리폰몬","Gryphonmon"
1141,"","Calumon","古樂獸","","동글몬","Calumon"
1142,"","Grademon","黃金劍士獸","","그레이드몬","Grademon"
1143,"","Greymon","暴龍獸","","그레이몬","Greymon"
1144,"","Greymon (Blue)","暴龍獸(藍)","","그레이몬(청)","Greymon (Blau)"
1145,"","Crescemon","新月獸","","크레세몬","Crescemon"
1146,"","Craniamon","顱骨獸","","크레니엄몬","Craniamon"
1147,"","Eaglemon","十字獸","","크로스몬","Eaglemon"
1148,"","Clockmon","時鐘獸","","타임몬","Clockmon"
1149,"","Magnamon","古洛頓獸","","그로트몬","Magnamon"
1150,"","Kuwagamon","古加獸","","쿠가몬","Kuwagamon"
1151,"","Kumbhiramon","飛鼠獸","","굼비라몬","Kumbhiramon"
1152,"","Gekomon","怪蛙獸","","개굴몬","Gekomon"
1153,"","Gesomon","墨魚獸","","연체몬","Gesomon"
1154,"","Keramon","哈哈獸","","케라몬","Keramon"
1155,"","Kerpymon (Blk)","基路比獸(惡)","","켈비몬(악)","Kerpymon (Schwarz)"
1156,"","Kerpymon (Good)","基路比獸(善)","","켈비몬(선)","Kerpymon (Gut)"
1157,"","Ceresmon","刻瑞斯獸","","케레스몬","Ceresmon"
1158,"","Centarumon","人馬獸","","켄터스몬","Centarumon"
1159,"","GoldNumemon","黃金鼻涕獸","","골드워매몬","GoldNumemon"
1160,"","GoldVeedramon","黃金V龍獸","","골드브이드라몬","GoldVeedramon"
1161,"","Golemon","岩石獸","","록몬","Golemon"
1162,"","Kokatorimon","巨雞獸","","꼬끼몬","Kokatorimon"
1163,"","Kokuwamon","小古加獸","","코구와몬","Kokuwamon"
1164,"","Goldramon","神龍獸","","갓드라몬","Goldramon"
1165,"","Gotsumon","礦石獸","","울퉁몬","Gotsumon"
1166,"","Gotsumon X Anti-body","礦石獸X抗體","","울퉁몬X항체","Antikörper-Gotsumon X"
1167,"","Kotemon","劍道獸","","코테몬","Kotemon"
1168,"","Goblimon","野人獸","","고부리몬","Goblimon"
1169,"","Gomamon","哥瑪獸","","쉬라몬","Gomamon"
1170,"","Gorillamon","金剛獸","","고릴라몬","Gorillamon"
1171,"","Coronamon","日冕獸","","코로나몬","Coronamon"
1172,"","Koromon","滾球獸","","코로몬","Koromon"
1173,"","SaberLeomon","黃金劍獅獸","","샤벨레오몬","SaberLeomon"
1174,"","Cyclonemon","獨眼龍獸","","사이크로몬","Cyclonemon"
1175,"","Cyberdramon","電子龍獸","","사이버드라몬","Cyberdramon"
1176,"","Sakuyamon","沙古牙獸","","샤크라몬","Sakuyamon"
1177,"","Maid Mode Sakuyamon","沙古牙獸巫女型態","","샤크라몬 무녀모드","Sakuyamon: Magdmodus"
1178,"","Sagittarimon","射手獸","","사수몬","Sagittarimon"
1179,"","Submarimon","潛鯊獸","","잠수몬","Submarimon"
1180,"","Thunderbirdmon","雷鳥獸","","썬더버드몬","Thunderbirdmon"
1181,"","Thundermon","閃電球獸","","번개콩알몬","Thundermon"
1182,"","Sandiramon","皇蛇獸","","산티라몬","Sandiramon"
1183,"","Sunflowmon","向日葵獸","","해바라기몬","Sunflowmon"
1184,"","Seadramon","海龍獸","","시드라몬","Seadramon"
1185,"","Jesmon","傑斯獸","","제스몬","Jesmon"
1186,"","Shellmon","貝殼獸","","쉘몬","Shellmon"
1187,"","Zhuqiaomon","玄武獸","","현무몬","Zhuqiaomon"
1188,"","GeoGreymon","大地暴龍獸","","지오그레이몬","GeoGreymon"
1189,"","Jijimon","公公獸","","할배몬","Jijimon"
1190,"","ShineGreymon","閃光暴龍獸","","샤인그레이몬","ShineGreymon"
1191,"","ShineGreymon BM","閃光暴龍獸BM","","샤인그레이몬BM","ShineGreymon BM"
1192,"","Shaujinmon","沙悟淨獸","","샤우진몬","Shaujinmon"
1193,"","Jagamon","土豆獸","","자가몬","Jagamon"
1194,"","Syakomon","蝦蛄獸","","샤코몬","Syakomon"
1195,"","Justimon","裁決獸","","저스티몬","Justimon"
1196,"","Shakkoumon","古神獸","","토우몬","Shakkoumon"
1197,"","Jyarimon","沙礫獸","","쟈리몬","Jyarimon"
1198,"","JumboGamemon","巨龜獸","","점보가메몬","JumboGamemon"
1199,"","Zephyrmon","風神獸","","슈츠몬 메달","Zephyrmon"
1200,"","Shurimon","忍者獸","","수리몬","Shurimon"
1201,"","Cherrymon","祖利獸","","쥬레이몬","Cherrymon"
1202,"","Silphymon","人面戰鷹獸","","실피드몬","Silphymon"
1203,"","Sinduramon","鐵雞獸","","신드라몬","Sinduramon"
1204,"","ZeedGarurumon","Z'd加魯魯獸","","지드가루몬","ZeedGarurumon"
1205,"","ZeedMillenniummon","最終千年獸","","지드밀레니엄몬","ZeedMillenniummon"
1206,"","Ebonwumon","朱雀獸","","주작몬","Ebonwumon"
1207,"","SuperStarmon","超級流星獸","","슈퍼스타몬","SuperStarmon"
1208,"","Sukamon","大便獸","","스카몬","Sukamon"
1209,"","SkullGreymon","喪屍暴龍獸","","스컬그레이몬","SkullGreymon"
1210,"","SkullSatamon","喪屍撒旦獸","","스컬사탄몬","SkullSatamon"
1211,"","SkullMammothmon","喪屍長毛象獸","","스컬맘모스몬","SkullMammothmon"
1212,"","Susanomon","金剛武神獸","","스사노오몬","Susanomon"
1213,"","Starmon","星星獸","","스타몬","Starmon"
1214,"","Stingmon","飛蟲獸","","스팅몬","Stingmon"
1215,"","Stegomon","劍龍獸","","스테고몬","Stegomon"
1216,"","Zudomon","祖頓獸","","쥬드몬","Zudomon"
1217,"","Strikedramon","強襲龍獸","","스트라이크드라몬","Strikedramon"
1218,"","Snimon","螳螂獸","","스나이몬","Snimon"
1219,"","SlashAngemon","斬擊天使獸","","슬래쉬엔젤몬","SlashAngemon"
1220,"","Kentaurosmon","八腳馬獸","","슬레이프몬","Kentaurosmon"
1221,"","Slayerdramon","斬龍獸","","슬레이어드라몬","Slayerdramon"
1222,"","Sepikmon","土人獸","","세피몬","Sepikmon"
1223,"","Sephirothmon","魔彈獸","","세피로트몬","Sephirothmon"
1224,"","Seraphimon","究極天使獸","","세라피몬","Seraphimon"
1225,"","MegaGargomon","撒多格杜獸","","세인트가르고몬","MegaGargomon"
1226,"","Socerimon","冰巫師獸","","소서리몬","Socerimon"
1227,"","DarkTyrannomon","黑暗巨龍獸","","다크티라노몬","DarkTyrannomon"
1228,"","Darkdramon","暗龍獸","","다크드라몬","DarkDramon"
1229,"","Targetmon","目標獸","","타겟몬","Targetmon"
1230,"","TigerVespamon","虎蜂獸","","타이거베스파몬","TigerVespamon"
1231,"","Titamon","泰坦獸","","타이타몬","Titamon"
1232,"","DaiPenmon","大企鵝獸","","왕펭귄몬","Daipenmon"
1233,"","Taomon","祭師獸","","도사몬","Taomon"
1234,"","Dragomon","達高獸","","드라고몬","Dragomon"
1235,"","Duskmon","暗黑獸","","더스크몬","Duskmon"
1236,"","Tanemon","種子獸","","시드몬","Tanemon"
1237,"","Darcmon","貞德獸","","다르크몬","Darcmon"
1238,"","Tankmon","坦克獸","","탱크몬","Tankmon"
1239,"","Chirinmon","麒麟獸","","치린몬","Chirinmon"
1240,"","DemiVeemon","豆丁獸","","꼬마몬","DemiVeemon"
1241,"","Kumamon","冰熊獸","","챠크몬","Kumamon"
1242,"","Caturamon","犬神獸","","카두라몬","Caturamon"
1243,"","Chuumon","芝蒙獸","","츄몬","Chuumon"
1244,"","Kokomon","巧克力獸","","초코몬","Kokomon"
1245,"","Azulongmon","青龍獸","","청룡몬","Azulongmon"
1246,"","Tsunomon","獨角獸","","뿔몬","Tsunomon"
1247,"","Tsumemon","指爪獸","","츠메몬","Tsumemon"
1248,"","Dianamon","狄安娜獸","","디아나몬","Dianamon"
1249,"","Diaboromon","超惡魔獸","","디아블로몬","Diaboromon"
1250,"","Digmon","鋼鑽獸","","디그몬","Digmon"
1251,"","Dinobeemon","恐蜂獸","","다이노몬","Dinobeemon"
1252,"","Tyrannomon","巨龍獸","","티라노몬","Tyrannomon"
1253,"","Gatomon","迪路獸","","가트몬","Gatomon"
1254,"","Creepymon","究極魔獸","","마왕몬","Creepymon"
1255,"","DeathXmon","死亡X獸","","데크스몬","Dexmon"
1256,"","Digitamamon","蛋蛋獸","","디지타몬","Digitamamon"
1257,"","SkullMeramon","死神火焰獸","","데드메라몬","SkullMeramon"
1258,"","Ghoulmon","死亡獸","","데스몬","Ghoulmon"
1259,"","Devidramon","邪龍獸","","데블드라몬","Devidramon"
1260,"","Devimon","惡魔獸","","데블몬","Devimon"
1261,"","Gallantmon","紅蓮騎士獸","","듀크몬","Gallantmon"
1262,"","Gallantmon CM","紅蓮騎士獸CM","","듀크몬CM","Gallantmon CM"
1263,"","Gallantmon X Anti-body","紅蓮騎士獸X抗體","","듀크몬X항체","Antikörper-Gallantmon X"
1264,"","Dynasmon","杜納斯獸","","듀나스몬","Dynasmon"
1265,"","Dynasmon X Anti-body","杜納斯獸X抗體","","듀나스몬X항체","Antikörper-Dynasmon X"
1266,"","Deramon","華麗獸","","뿌띠몬","Deramon"
1267,"","Terriermon","大耳獸","","테리어몬","Terriermon"
1268,"","Deltamon","三頭龍獸","","델타몬","Deltamon"
1269,"","Tentomon","甲蟲獸","","텐토몬","Tentomon"
1270,"","ToyAgumon","積木亞古獸","","토이아구몬","ToyAgumon"
1271,"","Leopardmon","芳香獸","","두프트몬","Duftmon"
1272,"","Leopardmon LM","芳香獸LM","","두프트몬LM","Duftmon LM"
1273,"","Leopardmon X Anti-body","芳香獸X抗體","","두프트몬X항체","Antikörper-Duftmon X"
1274,"","Toucanmon","大嘴獸","","통카몬","Toucanmon"
1275,"","Tortomon","陸龜獸","","토타몬","Tortomon"
1276,"","Dobermon","杜賓犬獸","","도베르몬","Dobermon"
1277,"","Dokugumon","蜘蛛獸","","스파이더몬","Dokugumon"
1278,"","Togemon","仙人掌獸","","니드몬","Togemon"
1279,"","Tokomon","迪哥獸","","토코몬","Tokomon"
1280,"","Dodomon","多多獸","","도도몬","Dodomon"
1281,"","ShogunGekomon","怪蛙皇","","왕개굴몬","ShogunGekomon"
1282,"","Dracmon","德古獸","","드라큐몬 메달","Dracmon"
1283,"","Drimogemon","鑽地獸","","두리몬","Drimogemon"
1284,"","Dorimon","多利獸","","도리몬","Dorimon"
1285,"","Dorugamon","多路加獸","","돌가몬","Dorugamon"
1286,"","DoruGreymon","多路龍獸","","돌그레몬","DoruGreymon"
1287,"","Dorugoramon","多路戰龍獸","","돌고라몬","Dorugoramon"
1288,"","Dorumon","多路獸","","돌몬","Dorumon"
1289,"","Knightmon","騎士獸","","나이트몬","Knightmon"
1290,"","Nanimon","亞伯獸","","모야몬","Nanimon"
1291,"","Datamon","分子獸","","데이터몬","Datamon"
1292,"","Fake Agumon Expert","偽亞古獸博士","","가짜 아구몬 박사","Falscher Agumon-Experte"
1293,"","Nyaromon","貓貓獸","","야옹몬","Nyaromon"
1294,"","Nyokimon","豆苗獸","","새싹몬","Nyokimon"
1295,"","Numemon","鼻涕獸","","워매몬","Numemon"
1296,"","Neemon","問答獸","","네몬","Neemon"
1297,"","Nefertimon","尼菲迪獸","","네페르티몬","Nefertimon"
1298,"","Neptunemon","尼普頓獸","","넵튠몬","Neptunemon"
1299,"","Birdramon","巴多拉獸","","버드라몬","Birdramon"
1300,"","HiAndromon","高級安杜路獸","","하이안드로몬","HiAndromon"
1301,"","Baihumon","白虎獸","","백호몬","Baihumon"
1302,"","Paildramon","機甲龍獸","","파일드라몬","Paildramon"
1303,"","Tapirmon","食夢獸","","테이파몬","Tapirmon"
1304,"","Pagumon","柏古獸","","퍼그몬","Pagumon"
1305,"","Hagurumon","齒輪獸","","톱니몬","Hagurumon"
1306,"","Bakemon","猛鬼獸","","고스몬","Bakemon"
1307,"","Pajiramon","白羊獸","","파지라몬","Pajiramon"
1308,"","Bastemon","巴斯迪獸","","바스테몬","Beastmon"
1309,"","Patamon","巴達獸","","파닥몬","Patamon"
1310,"","Bacchusmon","巴克科斯獸","","바커스몬 메달","Bacchusmon"
1311,"","Hackmon","哈克獸","","헉몬","Hackmon"
1312,"","Budmon","花蕾獸","","버드몬","Budmon"
1313,"","Honeybeemon","蜜蜂獸","","하니몬","Honeybeemon"
1314,"","Apemon","猿人獸","","에이프몬","Apemon"
1315,"","Babamon","婆婆獸","","할매몬","Babamon"
1316,"","Pabumon","泡沫獸","","뽀글몬","Pabumon"
1317,"","Barbamon","巴爾巴獸","","발바몬","Barbamon"
1318,"","Palmon","巴魯獸","","팔몬","Palmon"
1319,"","Parrotmon","鸚鵡獸","","패롯몬","Parrotmon"
1320,"","Baronmon","巴隆獸","","바로몬","Baronmon"
1321,"","Divermon","奇蛙獸","","다이버몬","Divermon"
1322,"","Panjyamon","邦加獸","","화이트레오몬","Panjyamon"
1323,"","Pandamon","熊貓獸","","팬더몬","Pandamon"
1324,"","BanchoGolemon","番長岩石獸","","반쵸록몬","BanchoGolemon"
1325,"","BanchoStingmon","番長飛蟲獸","","반쵸스팅몬","BanchoStingmon"
1326,"","BanchoMamemon","番長豆豆獸","","반쵸콩알몬 메달","BanchoMamemon"
1327,"","BanchoLillymon","番長花仙獸","","반쵸릴리몬","BanchoLillymon"
1328,"","BanchoLeomon","番長獅子獸","","반쵸레오몬","BanchoLeomon"
1329,"","Pumpkinmon","南瓜獸","","펌프몬","Pumpkinmon"
1330,"","Piedmon","小丑皇","","피에몬","Piedmon"
1331,"","VictoryGreymon","勝利暴龍獸","","빅토리그레이몬","VictoryGreymon"
1332,"","DemiDevimon","小惡魔獸","","피코데블몬","DemiDevimon"
1333,"","BigMamemon","巨大豆豆獸","","왕콩알몬","BigMamemon"
1334,"","Piximon","妖精獸","","피콜몬","Piximon"
1335,"","Puppetmon","木偶獸","","피노키몬","Puppetmon"
1336,"","Yokomon","比高獸","","어니몬","Yokomon"
1337,"","Biyomon","比丘獸","","피요몬","Biyomon"
1338,"","Firamon","焰獅獸","","파이라몬","Firamon"
1339,"","Pharaohmon","法老獸","","파라오몬","Pharaohmon"
1340,"","Falcomon","夜鷹獸","","팔코몬","Falcomon"
1341,"","Phantomon","死神獸","","팬텀몬","Phantomon"
1342,"","Fanglongmon","黃龍獸","","황룡몬","Huanglongmon"
1343,"","Veedramon","V龍獸","","브이드라몬","Veedramon"
1344,"","Veemon","V仔獸","","브이몬","Veemon"
1345,"","Kazemon","仙女獸","","페어리몬","Kazemon"
1346,"","Feresmon","菲利斯獸","","펠레스몬","Phelesmon"
1347,"","Bukamon","布加獸","","둥실몬","Bukamon"
1348,"","Pukumon","河豚獸","","푸쿠몬","Pukumon"
1349,"","Hookmon","鐵鉤獸","","후크몬","Hookmon"
1350,"","Bucchiemon","愛精靈獸","","푸치몬","Bucchiemon"
1351,"","Punimon","普尼獸","","푸니몬","Punimon"
1352,"","Flymon","黃蜂獸","","플라이몬","Flymon"
1353,"","PlatinumSukamon","白金大便獸","","화이트스카몬 메달","PlatinumSukamon"
1354,"","PlatinumNumemon","白金鼻涕獸","","플래티넘워매몬","PlatinumNumemon"
1355,"","BlackWarGreymon","黑暗戰鬥暴龍獸","","블랙워그레이몬","BlackWarGreymon"
1356,"","BlackKingNumemon","黑帝鼻涕獸","","블랙킹워매몬","BlackKingNumemon"
1357,"","BlackGatomon","黑迪路獸","","블랙가트몬","BlackGatomon"
1358,"","WarGrowlmon","巴撒獸","","블리자몬","WarGrowlmon"
1359,"","Beetlemon","電光獸","","블리츠몬","Beetlemon"
1360,"","PrinceMamemon","王子豆豆獸","","프린스콩알몬","PrinceMamemon"
1361,"","Blimpmon","飛船獸","","브링프몬","Blimpmon"
1362,"","BlueMeramon","藍色火焰獸","","블루메라몬","BlueMeramon"
1363,"","Pururumon","震震獸","","프르르몬","Pururumon"
1364,"","Flaremon","耀獅獸","","플레어몬","Flaremon"
1365,"","FlameWizardmon","炎巫師獸","","화염위자몬","FlameWizardmon"
1366,"","Brakedramon","破壞龍獸","","브레이크드라몬","Breakdramon"
1367,"","Flamedramon","烈焰獸","","화염드라몬","Flamedramon"
1368,"","Flamemon","野火獸","","화염몬","Flamemon"
1369,"","Plesiomon","蛇頸龍獸","","플레시오몬","Plesiomon"
1370,"","Floramon","花拉獸","","플로라몬","Floramon"
1371,"","Blossomon","花妖獸","","브롯사몬","Blossomon"
1372,"","Salamon","小狗獸","","플롯트몬","Salamon"
1373,"","Puwamon","綿綿獸","","푸와몬","Puwamon"
1374,"","Vademon","入侵者獸","","베이더몬","Vademon"
1375,"","Beowolfmon","戰狼獸","","베오울프몬","Beowolfmon"
1376,"","Pegasusmon","天馬獸","","페가수스몬","Pegasusmon"
1377,"","Vegiemon","鼻屎獸","","베지몬","Vegiemon"
1378,"","Betamon","比特獸","","베타몬","Betamon"
1379,"","Peckmon","銳啄獸","","펙크몬","Peckmon"
1380,"","HerculesKabuterimon","力神比多獸","","헤라클레스캅테리몬","HerculesKabuterimon"
1381,"","MaloMyotismon","貝利亞吸血魔獸","","묘티스네오몬","MaloMyotismon"
1382,"","Beelzemon","墮天地獄獸","","베르제브몬","Beelzemon"
1383,"","Beelzemon BM","墮天地獄獸BM","","베르제브몬BM","Beelzemon BM"
1384,"","Beelzemon X Anti-body","墮天地獄獸X抗體","","베르제브몬X항체","Antikörper-Beelzemon X"
1385,"","Belphemon SM","貝爾菲獸SM","","벨페몬SM","Belphemon SM"
1386,"","Belphemon RM","貝爾菲獸RM","","벨페몬RM","Belphemon RM"
1387,"","Hououmon","鳳凰獸","","페닉스몬","Phönixmon"
1388,"","Whamon","巨鯨獸","","고래몬","Whamon"
