ID,Japanese,English,Chinese,EnglishCensored,Korean,German
2904,,Controlla in quale parte delle classifiche ti trovi.,確認排行榜上的個人排名。,,랭킹의 마이랭크 주변을 확인할 수 있습니다.,Sieh deinen Bereich in der Rangliste an.
2905,,Mostra i primi 100 nella classifica.,顯示排行榜上的前100名玩家。,,랭킹의 상위 100인을 표시합니다.,Die Top 100 der Rangliste.
2906,,Mostra la parte della classifica in cui ti trovi.,顯示排行榜上的個人排名。,,랭킹의 마이랭크 주변을 표시합니다.,Dein Bereich der Rangliste.
3000,,Seleziona un'Isola Fattoria per dare un'occhiata.,請選擇要確認狀況的農場島。,,상태를 확인하고 싶은 팜 섬을 선택해주세요.,Wähle eine Farminsel aus.
3001,,Usa un Kit di sviluppo Farm per costruire una nuova Isola Fattoria.,使用「農場島開發套件」增加新的農場島。,,"""팜 개발키트""를 사용해 새로운 팜 섬을 만듭니다.",Errichte mit einem Farmentwicklungs-Kit eine Farminsel.
3002,,Seleziona un oggetto da prendere.,請選擇要領取的道具。,,받을 아이템을 선택해주세요.,"Wähle ein Item aus, um es dir zu nehmen."
3003,,"Comanda i tuoi Digimon per allenarsi, digievolvere o investigare.",可以對數碼寶貝下達特訓、開發、調查的指令。,,디지몬들의 특훈/개발/조사 지시를 할 수 있습니다.,"Lass Digimon trainieren, etwas entwickeln oder ermitteln."
3004,,Cambia il leader dell'Isola Fattoria.,可以變更農場島的隊長。,,팜 섬의 리더를 변경할 수 있습니다.,Ändere den Anführer auf der Farminsel.
3005,,Imposta i Prodotti Fattoria per un'Isola Fattoria.,可以設定農場島上設置的農場道具。,,팜 섬에 설치할 팜 굿즈를 설정할 수 있습니다.,Wähle Farmprodukte für eine Farminsel aus.
3006,,Usa un Plugin di Espansione della Farm per aumentare il grado dell'Isola Fattoria.,可以使用「島嶼擴張外掛」提升農場島的位階。,,"""팜 확장 플러그인""을 사용해 팜 섬의 랭크를 올립니다.",Steigere per Farmerweiterungs-Plugin den Rang einer Insel.
3007,,Osserva o nutri il tuo Digimon.,可以觀察數碼寶貝或給予食物。,,디지몬의 관찰이나 먹이를 줄 수 있습니다.,Beobachte oder füttere deine Digimon.
3008,,Allena i tuoi Digimon per potenziarne le abilità.,特訓可以強化數碼寶貝的能力。,,훈련으로 디지몬의 능력를 강화할 수 있습니다.,"Trainiere deine Digimon, um ihre Fähigkeiten zu verbessern."
3009,,Paga i costi di sviluppo per sviluppare oggetti.,開發可以支付開發經費製作道具。,,개발로 개발 자금을 지불할 아이템을 작성할 수 있습니다.,Entwickle gegen Entwicklungskosten Items.
3010,,Indaga per scoprire casi e oggetti.,調查可以發現委託及道具。,,조사로 의뢰나 아이템을 발견할 수 있습니다.,"Ermittle, um Fälle und Items zu entdecken."
3011,,Seleziona un corso di allenamento.,請選擇特訓難度。,,훈련하고 싶은 코스를 선택해주세요.,Wähle einen Trainingskurs aus.
3012,,Seleziona il costo di sviluppo da pagare.,請選擇開發時要支付的開發經費。,,개발에 지불할 개발 자금을 선택해주세요.,Wähle die Entwicklungskosten aus.
3013,,Seleziona il Digimon che sarà il leader.,請選擇要變更為隊長的數碼寶貝。,,리더로 변경할 디지몬을 선택해주세요.,Wähle ein Digimon als Anführer aus.
3014,,Seleziona il luogo per i Prodotti Fattoria.,請選擇農場道具的設置場所。,,팜 굿즈를 설치할 장소를 선택해주세요.,Wähle einen Ort für die Farmprodukte aus.
3015,,Seleziona i Beni per la Fattoria da impostare.,請選擇要設置的農場道具。,,설치할 팜 굿즈를 선택해주세요.,Wähle Farmprodukte aus.
3100,,Seleziona una mappa in cui vuoi andare.,請選擇要前往的地圖。,,가고싶은 맵을 선택해주세요.,"Wähle eine Karte aus, um dich dorthin zu begeben."
3200,,Organizza o imposta il gruppo.,可以整編、設定隊伍。,,파티의 편성/세팅을 할 수 있습니다.,Verwalte oder erstelle die Gruppe.
3201,,Usa o esamina oggetti.,可以使用、確認道具。,,아이템의 사용/확인을 할 수 있습니다.,Benutze oder untersuche Items.
3202,,Controlla le informazioni del giocatore e i casi sotto indagine.,可以確認玩家資訊或調查中的委託。,,플레이어의 정보나 조사 중인 의뢰를 확인할 수 있습니다.,Betrachte Spielerinformationen und laufende Fälle.
3203,,Controlla le parole chiave in tuo possesso.,可以確認持有關鍵字。,,소지하고 있는 키워드를 확인할 수 있습니다.,Betrachte die Stichwörter in deinem Besitz.
3204,,"Modifica le impostazioni audio, delle scene d'intermezzo e della mappa all'interno del gioco.",可以設定遊戲內的音效、演出、地圖。,,게임 내의 소리/연출/맵의 설정을 할 수 있습니다.,"Passe Einstellungen für Audio, Videos und die Karte an."
3205,,Controlla i dettagli dei Digimon registrati nel Field Guide.,可以確認登錄於圖鑑上的數碼寶貝詳細資訊。,,도감에 등록한 디지몬의 자세한 정보를 확인할 수 있습니다.,Schau dir die Infos zu den erfassten Digimon im Digiführer an.
3206,,Leggi e rispondi ai messaggi ricevuti.,可以確認或回覆收到的訊息。,,수신한 메시지의 확인 및 답장을 할 수 있습니다.,Lies und beantworte empfangene Nachrichten.
3207,,Salva la partita.,可以進行保存。,,저장을 할 수 있습니다.,Speichere das Spiel.
3208,,Scambia Digimon Combattenti o In Riserva.,可以交換戰鬥成員和候補成員。,,배틀 멤버와 리저브 멤버의 교체가 가능합니다.,Tausche kämpfende oder Reserve-Digimon aus.
3209,,"Modifica il nome, le Skill e le impostazioni dell'Equipaggiamento del tuo Digimon.",可以設定數碼寶貝的名稱、技能、裝備。,,디지몬의 이름/기술/장비품의 설정을 할 수 있습니다.,"Ändere die Namen, Fertigkeiten und Ausrüstung deiner Digimon."
3210,,Seleziona Digimon.,請選擇數碼寶貝。,,디지몬을 선택해주세요.,Wähle Digimon aus.
3211,,Seleziona un'Abilità da equipaggiare.,請選擇要裝備的技能。,,장비할 스킬을 선택해주세요.,Wähle eine Fertigkeit aus.
3212,,Seleziona l'Equipaggiamento da equipaggiare.,請選擇要安裝的裝備。,,장비할 장비품을 선택해주세요.,Wähle eine Ausrüstung aus.
3213,,"Controlla le statistiche, l'equipaggiamento e le abilità dei tuoi Digimon.",可以確認數碼寶貝的狀態、裝備、技能。,,디지몬의 스테이터스/장비/스킬을 확인할 수 있습니다.,"Prüfe Werte, Ausrüstung und Fertigkeiten deiner Digimon."
3214,,"Controlla le Statistiche, l'Equipaggiamento e le Abilità dei tuoi Digimon.",可以確認數碼寶貝的狀態、裝備、技能。,,디지몬의 스테이터스/장비/스킬을 확인할 수 있습니다.,"Prüfe Werte, Ausrüstung und Fertigkeiten deiner Digimon."
3215,,Seleziona il Digimon da controllare.,請選擇要確認狀態的數碼寶貝。,,스테이터스를 확인할 디지몬을 선택해주세요.,Wähle ein Digimon zum Betrachten aus.
3300,,Seleziona un'area in cui andare.,請選擇要前往的區域。,,가고 싶은 에어리어를 선택해주세요.,"Wähle ein Gebiet aus, in das du dich begeben möchtest."
3400,,"Cambia il nome, le Abilità e le impostazioni dell'Equipaggiamento del tuo Digimon.",可以設定數碼寶貝的名稱、技能、裝備。,,디지몬의 이름/기술/장비품의 설정을 할 수 있습니다.,"Ändere Namen, Fertigkeiten und Ausrüstung deines Digimon."
3401,,"Controlla le statistiche, l'equipaggiamento e le abilità dei tuoi Digimon.",可以確認數碼寶貝的狀態、裝備、技能。,,디지몬의 스테이터스/장비/스킬을 확인할 수 있습니다.,"Prüfe Werte, Ausrüstung und Fertigkeiten deiner Digimon."
3402,,"Controlla le Statistiche, l'Equipaggiamento e le Abilità dei tuoi Digimon.",可以確認數碼寶貝的狀態、裝備、技能。,,디지몬의 스테이터스/장비/스킬을 확인할 수 있습니다.,"Prüfe Werte, Ausrüstung und Fertigkeiten deiner Digimon."
1002,,Seleziona una partita salvata per continuare.,請選擇保存資料繼承。,,이어받을 데이터를 선택해주세요.,"Wähle einen Spielstand, um fortzufahren."
2209,,Imposta la difficoltà della battaglia. Ottieni più denaro e oggetti a Difficile.,設定戰鬥難易度，在HARD模式中，金錢與物品掉落率將會提升。,,"배틀 난이도를 설정합니다. 배틀에서는 돈, 아이템 획득률이 올라갑니다.",Es werden mehr Geld und Items auf „Schwer“ erlangt.
2210,,Imposta il volume della musica.,設定BGM音量。,,BGM의 볼륨을 설정합니다.,Stelle die Musiklautstärke ein.
2211,,Imposta il volume degli effetti sonori.,設定SE音量。,,SE의 볼륨을 설정합니다.,Stelle die Effektlautstärke ein.
2212,,Imposta il volume della voce del personaggio.,設定角色語音的音量。,,캐릭터 보이스의 볼륨을 설정합니다.,Stelle die Dialoglautstärke ein.
2213,,Attiva o disattiva la minimappa.,設定小地圖的顯示、隱藏。,,미니맵의 표시/비표시를 설정합니다.,Schalte die Minikarte ein oder aus.
2214,,Imposta se i Digimon partner sono mostrati sul campo.,設定移動中同行數碼寶貝的顯示、隱藏。,,필드에서 데리고 다닐 디지몬의 표시/비표시를 설정합니다.,"Lege fest, ob Partnerdigimon auf dem Feld angezeigt werden."
2215,,Imposta il tipo di animazioni di battaglia.,設定戰鬥演出的種類。,,배틀 시 연출의 종류를 설정합니다.,Stelle die Art der Kampfanimationen ein.
2216,,Imposta le voci dei Digimon del gruppo su on o off durante la battaglia.,將戰鬥中的同行數碼寶貝的聲音設定為ON、OFF。,,배틀 시 파티 디지몬 보이스의 ON/OFF를 설정합니다.,Aktiviere/deaktiviere Stimmen der Digimongruppe im Kampf.
2217,,Riporta tutte le impostazioni ai valori predefiniti.,將所有項目回復初期設定。,,모든 항목을 초기설정으로 되돌립니다.,Setze alles auf die Standardeinstellungen zurück.
2218,,Inizia il gioco con le impostazioni correnti (possono essere modificate in seguito).,將以現有設定內容開始遊戲（之後亦可進行變更）。,,지금 설정된 내용으로 게임을 시작합니다. (나중에 변경할 수 있습니다),Starte das Spiel mit diesen Einstellungen (später änderbar).
2219,,Imposta la difficoltà della battaglia. Ottieni più soldi e oggetti a Difficile.,設定戰鬥難易度，在HARD模式中，金錢與物品掉落率將會提升。,,"배틀 난이도를 설정합니다. 하드에서는 돈, 아이템의 획득률이 올라갑니다.",Es werden mehr Geld und Items auf „Schwer“ erlangt.
2220,,Regola la BGM in gioco.,變更遊戲內播放的BGM。,,게임 도중 재생할 BGM을 변경합니다.,Passe die Hintergrundmusik im Spiel an.
2221,,Le impostazioni verranno modificate dopo che verrà visualizzata la schermata dell'accordo sull'utilizzo dei dati.,變更使用資料的相關同意畫面顯示設定。,,데이터 사용에 관한 동의 화면이 표시되어 설정을 변경합니다.,"Die Einstellungen werden geändert, nachdem der Zustimmungsbildschirm zur Datennutzung angezeigt wurde."
2231,,Le impostazioni verranno modificate dopo la visualizzazione della schermata dell'accordo sull'utilizzo dei dati.,變更使用資料的相關同意畫面顯示設定。,,데이터 사용에 관한 동의 화면이 표시되어 설정을 변경합니다.,"Die Einstellungen werden geändert, nachdem der Zustimmungsbildschirm zur Datennutzung angezeigt wurde."
3500,,Salva i tuoi progressi attuali.,線上備份目前進度。,,현재 진행 상황을 백업합니다.,Sichere deinen aktuellen Fortschritt.
3501,,Inizia il gioco utilizzando i dati scaricati dallo spazio di archiviazione online.,將以從網路硬碟下載之進度開始遊戲。,,온라인 스토리지로부터 다운로드한 데이터로 게임을 시작합니다.,Beginne das Spiel mit Daten vom Online-Speicher.
2907,, ,　,,　, 
3216,,Seleziona un accessorio da equipaggiare.,請選擇要裝備的飾品。,,장비할 액세서리를 선택해 주세요.,Wähle ein Accessoire zum Ausrüsten.
1804,,Controlla lo stato attuale delle indagini nel BBS.,可確認駭客技能與BBS的調查狀況。,,해킹 스킬의 상세나 BBS의 조사 상황을 확인할 수 있습니다.,Prüfe Infos zur laufenden ATL-Ermittlung.
1229,,Deposita o preleva Digimon dal DigiBank di un'altra storia.,可自其他故事的數碼銀行取出、寄放數碼寶貝。,,다른 시나리오의 디지뱅크에서 디지몬을 꺼내거나 맡길 수 있습니다.,Benutze die Digibank einer anderen Geschichte.
1230,,Seleziona i Digimon da spostare.,請選擇要移動的數碼寶貝。,,이동할 디지몬을 선택해 주세요.,Wähle die Digimon zum Verschieben aus.
1231,,Seleziona Digimon da spostare.,請選擇要移動的數碼寶貝。,,이동할 디지몬을 선택해 주세요.,Wähle die Digimon zum Verschieben aus.
3600,,Seleziona la Hacker's Memory da analizzare.,請選擇要解析的駭客記憶。,,해석할 해커스 메모리를 선택해 주세요.,Wähle eine „Hacker's Memory“-Datei zum Analysieren.
2908,,Imposta il tuo avatar e titolo giocatore durante le battaglie.,設定對戰中的玩家化身與稱號。,,대전 시 플레이어 아바타나 칭호를 설정할 수 있습니다.,Stelle deinen Avatar und Titel für Kämpfe ein.
2909,,Registra i tuoi Digimon del Party per usarli in battaglia.,登錄對戰中使用的數碼寶貝隊伍。,,대전에서 사용할 파티 디지몬을 등록합니다.,Lege deine Digimongruppe für den Kampf fest.
2910,,Combatti per Punti Classifica entro regole stabilite.,以規定的規則來競爭高評價點數的對戰。,,정해진 룰로 레이팅 포인트를 경쟁하는 대전을 합니다.,Kämpfe mit bestimmten Regeln um Wertungspunkte.
2911,,Combatti con regole speciali a tempo limitato.,以期間限定的特定規則進行對戰。,,기간 한정 특수 룰로 대전합니다.,"Kämpfe mit besonderen, zeitlich begrenzten Regeln."
2912,,Decidi le regole con gli altri giocatori nella stanza e combatti.,加入房間內的玩家們，自由決定規則進行對戰。,,룸에 참가한 플레이어끼리 자유롭게 룰을 정해서 대전합니다.,Lege die Regeln mit anderen Spielern fest und kämpfe.
2913,,Usa le monete per acquistare oggetti o avatar del giocatore.,消費硬幣來購買道具、玩家化身。,,코인을 소비해 아이템이나 플레이어 아바타를 구입합니다.,Kaufe Items oder Avatare mit Münzen.
2914,,Seleziona un gruppo da usare.,請選擇要使用的隊伍。,,사용할 파티를 선택해 주세요.,Bitte wähle eine Gruppe.
2915,,Chiama una squadra dalla Battle Box.,從戰鬥盒中叫出隊伍。,,배틀 박스에서 파티를 불러냅니다.,Rufe eine Gruppe aus der Kampfbox.
2916,,Seleziona un giocatore da affrontare.,請選擇想對戰的玩家。,,대전할 플레이어를 선택해 주세요.,Bitte wähle einen Spieler als Gegner.
2917,,Entra in posizione di attesa per la battaglia.,進入等待戰鬥狀態。,,대전을 준비합니다.,Wechsle in Kampfbereitschaft.
2918,,Entra in fase di preparazione alla battaglia.,進入等待戰鬥狀態。,,대전을 준비합니다.,Wechsle in Kampfbereitschaft.
2919,,Rimuovi il giocatore dalla stanza.,將玩家退出房間。,,플레이어를 룸에서 강제 퇴장시킵니다.,Entferne den Spieler aus dem Raum.
2920,,Lascia la stanza.,退出房間。,,룸에서 나갑니다.,Verlasse den Raum.
2921,,Affronta battaglie su Internet.,使用網路進行連線對戰。,,인터넷을 이용해 통신 대전을 합니다.,Kämpfe über das Internet.
2922,,Controlla i dettagli delle Missioni di Battaglia e il completamento.,確認戰鬥任務的內容與達成率。,,배틀 미션의 내용이나 달성률을 확인합니다.,Überprüfe Infos zu Kampfmissionen und deinen Fortschritt.
2923,,Chiama un gruppo dalla Battle Box.,從戰鬥盒中叫出隊伍。,,배틀 박스에서 파티를 불러냅니다.,Rufe eine Gruppe aus der Kampfbox.
2924,,Controlla le Missioni di Battaglia.,確認戰鬥任務。,,배틀 미션을 확인합니다.,Überprüfe die Kampfmissionen.
