ID,Japanese,English,Chinese,EnglishCensored,Korean,German
1053,,Inserisci la quantità che vuoi acquistare.,請輸入您要購買的數量,,구입할 개수를 선택해주세요,Gib die gewünschte Kaufmenge ein.
1054,,Cosa vuoi vendere?,您要販賣什麼商品呢？,,무엇을 매각하겠습니까?,Was möchtest du verkaufen?
1055,,Inserisci la quantità che vuoi vendere.,請輸入您要販賣的數量,,매각할 개수를 입력해주세요,Gib die gewünschte Verkaufsmenge ein.
1056,,La ringrazio molto.,謝謝您的惠顧,,이용 감사합니다,Vielen Dank.
1057,,"Benvenuto!
Questo è il DigiMercato.","歡迎光臨。
歡迎來到數碼市場。",,"어서오세요.
디지마켓에 온 것을 환영합니다.","Willkommen!
Dies ist der DigiMarkt."
1058,,Seleziona il Digimon di tua scelta.,請選一隻喜歡的數碼寶貝。,,좋아하는 디지몬을 선택해 주세요.,Bitte wähle das gewünschte Digimon aus.
1059,,"Grazie mille!
Torni a trovarci.","謝謝惠顧。
期待您再度利用。",,"감사합니다.
다시 방문하시길 기다리고 있겠습니다.","Vielen Dank!
Bis bald."
1060,,"Benvenuto! Abbiamo aggiunto prodotti 
che saranno sicuramente utili
a un Hudie come te.","歡迎光臨。
進了一批對hudie很有用的商品喔。",,"어서오세요.
후디에 멤버에게 도움이 될 만한
상품을 들여놨습니다.","Willkommen! Wir haben Produkte hinzugefügt, die
für ein Hudie-Mitglied wie dich bestimmt nützlich
sind."
1061,,Seleziona una transazione.,請選擇交易內容,,거래 내용을 선택해줘,Bitte wähle eine Transaktion.
1062,,Cosa compri?,要買什麼呢？,,뭘 구입할거야?,Was möchtest du kaufen?
1063,,Scegli quanti ne vuoi comprare.,請輸入要購買的數量,,구입할 개수를 입력해줘,"Wähle, wie viel du kaufen möchtest."
1064,,Cosa vendi?,要賣什麼呢？,,뭘 매각할거야?,Was möchtest du verkaufen?
1065,,Scegli quanti ne vuoi vendere.,請輸入要販賣的數量,,매각할 개수를 입력해줘,"Wähle, wie viel du verkaufen möchtest."
1066,,"Grazie per la sua preferenza!
Torni pure se ha bisogno di altro.","謝謝惠顧
如有需要，請再次利用",,"고마워.
필요하면 또 이용해줘.","Danke für deinen Einkauf! Komm wieder, wenn du
noch etwas brauchst."
1067,,"Sono il maestro delle medaglie. Posso aiutarti con la tua
collezione.","嗨，我是獎牌大師
會幫忙你收集獎牌喔",,"여어, 나는 메달 마스터.
너의 메달 수집을 서포트 해주지","Ich bin der Medaillenmeister. Ich kann dir mit
deiner Sammlung helfen."
1068,,Anche tu puoi diventare un maestro delle medaglie!,你也加油吧！獎牌大師！,,너도 노려봐! 메달 마스터!,Du kannst auch ein Medaillenmeister sein!
1069,,"Dovrai pagarmi. Non 
sono un ente di beneficenza.","我會確實收取金額的喔
這可是確認你對獎牌的愛啊",,"대금은 착실하게 받아갈게.
네 메달 사랑을 확인하고 싶으니까","Du musst mich bezahlen. Ich bin kein
Wohlfahrtsverein."
1070,,Quale medaglia vuoi?,想要那個獎牌呢？,,어떤 메달이 필요해?,Welche Medaille willst du?
1071,,Quanti ne vuoi comprare?,要買幾個呢？,,몇 개 구입할래?,Wie viel davon möchtest du kaufen?
1072,,Quale vuoi vendere?,要賣什麼呢？,,뭘 매각할래?,Was möchtest du verkaufen?
1073,,Quanti ne vuoi vendere?,要賣幾個呢？,,몇 개 구입할래?,Wie viel davon möchtest du verkaufen?
